date,year,week,day_of_week,v_name,h_name,day_night,park_id,temp,precip,capacity,prev_year_wins,made_playoffs,won_division,InstagramFollowers,CityPopulation,Payroll,PayrollStd,attendance
2010-09-28,2010,23,Tue,SEA,TEX,1,Globe Life Field,82.8,0.0,48114.0,87,0,0,1000000,8344032,55250545,0.607015062,26043.0
2010-09-28,2010,23,Tue,NYY,TOR,1,Rogers Centre,,,49282.0,75,0,0,1700000,3026000,62689357,0.688742236,18193.0
2010-09-28,2010,23,Tue,MIA,ATL,1,Turner Field,73.6,0.0,49586.0,86,0,0,1900000,6411149,84423667,0.92752818,36155.0
2010-09-28,2010,23,Tue,HOU,CIN,1,Great American Ball Park,66.7,0.043,42319.0,78,0,0,761000,2302815,72386544,0.79528125,30151.0
2010-09-28,2010,23,Tue,LAD,COL,1,Coors Field,86.1,0.0,50144.0,92,1,0,552000,3052498,84227000,0.92536748,34430.0
2010-09-28,2010,23,Tue,MIL,NYM,1,Citi Field,73.1,0.575,41922.0,70,0,0,1700000,19940274,132701445,1.457936312,24666.0
2010-09-28,2010,23,Tue,CHC,SD,1,Petco Park,78.9,0.0,42445.0,75,0,0,1400000,3298799,37799300,0.415285395,27619.0
2010-09-28,2010,23,Tue,ARI,SF,1,AT&T Park,87.1,0.0,41915.0,88,0,0,1600000,4648486,97828833,1.074805237,37449.0
2010-09-28,2010,23,Tue,PIT,STL,1,Busch Stadium III,72.7,0.0,45494.0,91,1,1,1100000,2811927,93540753,1.027693862,38315.0
2010-09-28,2010,23,Tue,PHI,WSH,1,Nationals Park,79.7,0.512,41339.0,59,0,0,711000,6436489,61425000,0.674851265,19117.0
2010-09-29,2010,23,Wed,OAK,LAA,0,Angel Stadium,85.9,0.0,45050.0,97,1,1,1200000,12927614,105013667,1.153742059,39199.0
2010-09-29,2010,23,Wed,BOS,CHW,1,US Cellular Field,71.9,0.0,40615.0,79,0,0,664000,9408576,108273197,1.189553177,32084.0
2010-09-29,2010,23,Wed,DET,CLE,1,Progressive Field,68.1,0.0,43000.0,65,0,0,726000,2171877,61203967,0.672422866,12227.0
2010-09-29,2010,23,Wed,MIN,KC,1,Kauffman Stadium,77.0,0.0,37903.0,65,0,0,1000000,2253579,72267710,0.793975669,18340.0
2010-09-29,2010,23,Wed,BAL,TB,1,Tropicana Field,,,42735.0,84,0,0,528000,3424650,71923471,0.790193657,36973.0
2010-09-29,2010,23,Wed,SEA,TEX,0,Globe Life Field,82.3,0.0,48114.0,87,0,0,1000000,8344032,55250545,0.607015062,23052.0
2010-09-29,2010,23,Wed,NYY,TOR,1,Rogers Centre,,,49282.0,75,0,0,1700000,3026000,62689357,0.688742236,33143.0
2010-09-29,2010,23,Wed,MIA,ATL,0,Turner Field,75.0,0.008,49586.0,86,0,0,1900000,6411149,84423667,0.92752818,36390.0
2010-09-29,2010,23,Wed,HOU,CIN,1,Great American Ball Park,74.1,0.0,42319.0,78,0,0,761000,2302815,72386544,0.79528125,14760.0
2010-09-29,2010,23,Wed,LAD,COL,0,Coors Field,82.6,0.0,50144.0,92,1,0,552000,3052498,84227000,0.92536748,33296.0
2010-09-29,2010,23,Wed,MIL,NYM,1,Citi Field,76.5,0.0,41922.0,70,0,0,1700000,19940274,132701445,1.457936312,28280.0
2010-09-29,2010,23,Wed,CHC,SD,1,Petco Park,79.1,0.0,42445.0,75,0,0,1400000,3298799,37799300,0.415285395,29400.0
2010-09-29,2010,23,Wed,ARI,SF,1,AT&T Park,82.1,0.0,41915.0,88,0,0,1600000,4648486,97828833,1.074805237,38228.0
2010-09-29,2010,23,Wed,PIT,STL,0,Busch Stadium III,76.1,0.0,45494.0,91,1,1,1100000,2811927,93540753,1.027693862,38112.0
2010-09-29,2010,23,Wed,PHI,WSH,1,Nationals Park,67.3,0.575,41339.0,59,0,0,711000,6436489,61425000,0.674851265,20026.0
2010-09-30,2010,23,Thu,BOS,CHW,1,US Cellular Field,67.4,0.0,40615.0,79,0,0,664000,9408576,108273197,1.189553177,30854.0
2010-09-30,2010,23,Thu,TB,KC,1,Kauffman Stadium,72.6,0.0,37903.0,65,0,0,1000000,2253579,72267710,0.793975669,21563.0
2010-09-30,2010,23,Thu,TOR,MIN,1,Target Field,,,38544.0,87,1,1,585000,3757952,97559167,1.071842527,39477.0
2010-09-30,2010,23,Thu,OAK,SEA,1,Safeco Field,68.6,0.0,47943.0,85,0,0,927000,4145494,98376667,1.080824064,16940.0
2010-09-30,2010,23,Thu,LAA,TEX,1,Globe Life Field,85.0,0.0,48114.0,87,0,0,1000000,8344032,55250545,0.607015062,33228.0
2010-09-30,2010,23,Thu,HOU,CIN,1,Great American Ball Park,80.4,0.0,42319.0,78,0,0,761000,2302815,72386544,0.79528125,17558.0
2010-09-30,2010,23,Thu,PIT,MIA,1,Sun Life Stadium,85.2,0.012,47662.0,87,0,0,783000,6457988,55641500,0.611310324,21021.0
2010-09-30,2010,23,Thu,MIL,NYM,1,Citi Field,75.2,0.638,41922.0,70,0,0,1700000,19940274,132701445,1.457936312,24661.0
2010-09-30,2010,23,Thu,CHC,SD,0,Petco Park,82.0,0.0,42445.0,75,0,0,1400000,3298799,37799300,0.415285395,28576.0
2010-09-30,2010,23,Thu,ARI,SF,0,AT&T Park,70.8,0.0,41915.0,88,0,0,1600000,4648486,97828833,1.074805237,37261.0
2010-09-30,2010,23,Thu,COL,STL,1,Busch Stadium III,75.5,0.0,45494.0,91,1,1,1100000,2811927,93540753,1.027693862,36739.0
2010-10-01,2010,23,Fri,DET,BAL,1,Camden Yards,70.5,1.28,45971.0,64,0,0,746000,2859024,81612500,0.896643042,20870.0
2010-10-01,2010,23,Fri,CLE,CHW,1,US Cellular Field,69.7,0.016,40615.0,79,0,0,664000,9408576,108273197,1.189553177,23128.0
2010-10-01,2010,23,Fri,TB,KC,1,Kauffman Stadium,73.4,0.0,37903.0,65,0,0,1000000,2253579,72267710,0.793975669,23374.0
2010-10-01,2010,23,Fri,TOR,MIN,1,Target Field,,,38544.0,87,1,1,585000,3757952,97559167,1.071842527,39937.0
2010-10-01,2010,23,Fri,OAK,SEA,1,Safeco Field,71.0,0.0,47943.0,85,0,0,927000,4145494,98376667,1.080824064,19656.0
2010-10-01,2010,23,Fri,LAA,TEX,1,Globe Life Field,81.4,0.0,48114.0,87,0,0,1000000,8344032,55250545,0.607015062,43149.0
2010-10-01,2010,23,Fri,PHI,ATL,1,Turner Field,75.5,0.0,49586.0,86,0,0,1900000,6411149,84423667,0.92752818,51139.0
2010-10-01,2010,23,Fri,MIL,CIN,1,Great American Ball Park,72.9,0.0,42319.0,78,0,0,761000,2302815,72386544,0.79528125,28844.0
2010-10-01,2010,23,Fri,PIT,MIA,1,Sun Life Stadium,82.3,0.0,47662.0,87,0,0,783000,6457988,55641500,0.611310324,23124.0
2010-10-01,2010,23,Fri,CHC,HOU,1,Minute Maid Park,89.6,0.0,41168.0,74,0,0,1600000,7796182,92355500,1.014671973,33869.0
2010-10-01,2010,23,Fri,ARI,LAD,1,Dodger Stadium,88.7,0.0,56000.0,95,1,1,4800000,12927614,94945517,1.043127427,36713.0
2010-10-01,2010,23,Fri,WSH,NYM,1,Citi Field,73.3,1.524,41922.0,70,0,0,1700000,19940274,132701445,1.457936312,29424.0
2010-10-01,2010,23,Fri,SD,SF,1,AT&T Park,66.0,0.0,41915.0,88,0,0,1600000,4648486,97828833,1.074805237,42409.0
2010-10-01,2010,23,Fri,COL,STL,1,Busch Stadium III,71.9,0.0,45494.0,91,1,1,1100000,2811927,93540753,1.027693862,36293.0
2010-10-02,2010,24,Sat,DET,BAL,1,Camden Yards,66.6,0.0,45971.0,64,0,0,746000,2859024,81612500,0.896643042,35332.0
2010-10-02,2010,23,Sat,NYY,BOS,0,Fenway Park,65.4,0.0,37731.0,95,1,0,2200000,5025517,162747333,1.788038152,37467.0
2010-10-02,2010,24,Sat,NYY,BOS,1,Fenway Park,65.4,0.0,37731.0,95,1,0,2200000,5025517,162747333,1.788038152,37589.0
2010-10-02,2010,24,Sat,CLE,CHW,1,US Cellular Field,59.2,0.488,40615.0,79,0,0,664000,9408576,108273197,1.189553177,23702.0
2010-10-02,2010,24,Sat,TB,KC,1,Kauffman Stadium,60.5,0.0,37903.0,65,0,0,1000000,2253579,72267710,0.793975669,32484.0
2010-10-02,2010,24,Sat,TOR,MIN,0,Target Field,,,38544.0,87,1,1,585000,3757952,97559167,1.071842527,40235.0
2010-10-02,2010,24,Sat,OAK,SEA,1,Safeco Field,62.6,0.0,47943.0,85,0,0,927000,4145494,98376667,1.080824064,17717.0
2010-10-02,2010,24,Sat,LAA,TEX,1,Globe Life Field,81.6,0.0,48114.0,87,0,0,1000000,8344032,55250545,0.607015062,45893.0
2010-10-02,2010,24,Sat,PHI,ATL,0,Turner Field,74.1,0.0,49586.0,86,0,0,1900000,6411149,84423667,0.92752818,54296.0
2010-10-02,2010,24,Sat,MIL,CIN,0,Great American Ball Park,71.6,0.146,42319.0,78,0,0,761000,2302815,72386544,0.79528125,28173.0
2010-10-02,2010,24,Sat,PIT,MIA,1,Sun Life Stadium,85.0,0.0,47662.0,87,0,0,783000,6457988,55641500,0.611310324,25332.0
2010-10-02,2010,24,Sat,CHC,HOU,1,Minute Maid Park,87.0,0.0,41168.0,74,0,0,1600000,7796182,92355500,1.014671973,36098.0
2010-10-02,2010,24,Sat,ARI,LAD,1,Dodger Stadium,86.0,0.0,56000.0,95,1,1,4800000,12927614,94945517,1.043127427,41918.0
2010-10-02,2010,24,Sat,WSH,NYM,0,Citi Field,65.2,0.0,41922.0,70,0,0,1700000,19940274,132701445,1.457936312,30386.0
2010-10-02,2010,24,Sat,SD,SF,0,AT&T Park,67.5,0.0,41915.0,88,0,0,1600000,4648486,97828833,1.074805237,42653.0
2010-10-02,2010,24,Sat,COL,STL,0,Busch Stadium III,67.4,0.055,45494.0,91,1,1,1100000,2811927,93540753,1.027693862,39633.0
2010-10-03,2010,24,Sun,DET,BAL,0,Camden Yards,64.6,0.094,45971.0,64,0,0,746000,2859024,81612500,0.896643042,23914.0
2010-10-03,2010,24,Sun,NYY,BOS,0,Fenway Park,57.5,0.008,37731.0,95,1,0,2200000,5025517,162747333,1.788038152,37453.0
2010-10-03,2010,24,Sun,CLE,CHW,0,US Cellular Field,54.0,0.083,40615.0,79,0,0,664000,9408576,108273197,1.189553177,24539.0
2010-10-03,2010,24,Sun,TB,KC,0,Kauffman Stadium,58.3,0.0,37903.0,65,0,0,1000000,2253579,72267710,0.793975669,20936.0
2010-10-03,2010,24,Sun,TOR,MIN,0,Target Field,,,38544.0,87,1,1,585000,3757952,97559167,1.071842527,40664.0
2010-10-03,2010,24,Sun,OAK,SEA,0,Safeco Field,61.7,0.0,47943.0,85,0,0,927000,4145494,98376667,1.080824064,23263.0
2010-10-03,2010,24,Sun,LAA,TEX,0,Globe Life Field,69.2,0.0,48114.0,87,0,0,1000000,8344032,55250545,0.607015062,45446.0
2010-10-03,2010,24,Sun,PHI,ATL,0,Turner Field,66.8,0.0,49586.0,86,0,0,1900000,6411149,84423667,0.92752818,52613.0
2010-10-03,2010,24,Sun,MIL,CIN,0,Great American Ball Park,55.6,0.012,42319.0,78,0,0,761000,2302815,72386544,0.79528125,37582.0
2010-10-03,2010,24,Sun,PIT,MIA,0,Sun Life Stadium,84.4,0.012,47662.0,87,0,0,783000,6457988,55641500,0.611310324,31803.0
2010-10-03,2010,24,Sun,CHC,HOU,0,Minute Maid Park,80.8,0.0,41168.0,74,0,0,1600000,7796182,92355500,1.014671973,31105.0
2010-10-03,2010,24,Sun,ARI,LAD,0,Dodger Stadium,82.3,0.0,56000.0,95,1,1,4800000,12927614,94945517,1.043127427,38007.0
2010-10-03,2010,24,Sun,WSH,NYM,0,Citi Field,61.1,0.425,41922.0,70,0,0,1700000,19940274,132701445,1.457936312,30849.0
2010-10-03,2010,24,Sun,SD,SF,0,AT&T Park,64.3,0.0,41915.0,88,0,0,1600000,4648486,97828833,1.074805237,42822.0
2010-10-03,2010,24,Sun,COL,STL,0,Busch Stadium III,59.3,0.0,45494.0,91,1,1,1100000,2811927,93540753,1.027693862,42409.0
2011-03-31,2011,1,Thu,MIL,CIN,0,Great American Ball Park,45.0,0.0,42319.0,91,1,1,761000,2302815,76181365,0.819227413,42398.0
2011-03-31,2011,1,Thu,SF,LAD,1,Dodger Stadium,88.3,0.0,56000.0,80,0,0,4800000,12927614,103788990,1.116110033,56000.0
2011-03-31,2011,1,Thu,SD,STL,0,Busch Stadium III,50.9,0.008,45494.0,86,0,0,1100000,2811927,105433572,1.133795285,46368.0
2011-03-31,2011,1,Thu,ATL,WSH,0,Nationals Park,42.0,0.122,41339.0,69,0,0,711000,6436489,63681929,0.684812906,39055.0
2011-03-31,2011,1,Thu,LAA,KC,0,Kauffman Stadium,47.3,0.016,37903.0,67,0,0,1000000,2253579,36126400,0.388490508,40055.0
2011-03-31,2011,1,Thu,DET,NYY,0,New Yankee Stadium,40.4,0.13,50287.0,95,1,0,3900000,19940274,201689030,2.168892384,48226.0
2011-04-01,2011,1,Fri,PIT,CHC,0,Wrigley Field,43.0,0.094,41072.0,75,0,0,1900000,9408576,125480664,1.349374611,41358.0
2011-04-01,2011,1,Fri,ARI,COL,0,Coors Field,66.3,0.0,50144.0,83,0,0,552000,3052498,87998071,0.946300084,49374.0
2011-04-01,2011,1,Fri,NYM,MIA,1,Sun Life Stadium,82.6,0.055,47662.0,80,0,0,783000,6457988,56944000,0.612355605,41237.0
2011-04-01,2011,1,Fri,SF,LAD,1,Dodger Stadium,86.3,0.0,56000.0,80,0,0,4800000,12927614,103788990,1.116110033,44834.0
2011-04-01,2011,1,Fri,HOU,PHI,0,Citizens Bank Park,46.6,0.295,43651.0,97,1,1,1300000,6330422,172976381,1.860126727,45237.0
2011-04-01,2011,1,Fri,CHW,CLE,0,Progressive Field,42.5,0.0,43000.0,69,0,0,726000,2171877,49188867,0.528959651,41721.0
2011-04-01,2011,1,Fri,LAA,KC,1,Kauffman Stadium,59.9,0.0,37903.0,67,0,0,1000000,2253579,36126400,0.388490508,13302.0
2011-04-01,2011,1,Fri,SEA,OAK,1,Coliseum,77.6,0.0,47170.0,81,0,0,530000,2463127,66536500,0.715509952,36067.0
2011-04-01,2011,1,Fri,BAL,TB,1,Tropicana Field,,,42735.0,96,1,1,528000,3424650,41932171,0.450923713,34078.0
2011-04-01,2011,1,Fri,BOS,TEX,0,Globe Life Field,87.9,0.004,48114.0,90,1,1,1000000,8344032,92299265,0.9925536,50146.0
2011-04-01,2011,1,Fri,MIN,TOR,1,Rogers Centre,,,49282.0,85,0,0,1700000,3026000,62517800,0.672294275,47984.0
2011-04-02,2011,1,Sat,PIT,CHC,0,Wrigley Field,47.1,0.051,41072.0,75,0,0,1900000,9408576,125480664,1.349374611,35782.0
2011-04-02,2011,1,Sat,MIL,CIN,1,Great American Ball Park,55.2,0.083,42319.0,91,1,1,761000,2302815,76181365,0.819227413,37967.0
2011-04-02,2011,1,Sat,ARI,COL,1,Coors Field,77.1,0.0,50144.0,83,0,0,552000,3052498,87998071,0.946300084,40216.0
2011-04-02,2011,1,Sat,NYM,MIA,1,Sun Life Stadium,82.3,0.004,47662.0,80,0,0,783000,6457988,56944000,0.612355605,32495.0
2011-04-02,2011,1,Sat,SF,LAD,0,Dodger Stadium,79.2,0.0,56000.0,80,0,0,4800000,12927614,103788990,1.116110033,40809.0
2011-04-02,2011,1,Sat,HOU,PHI,1,Citizens Bank Park,51.6,0.008,43651.0,97,1,1,1300000,6330422,172976381,1.860126727,45455.0
2011-04-02,2011,1,Sat,SD,STL,0,Busch Stadium III,65.0,0.0,45494.0,86,0,0,1100000,2811927,105433572,1.133795285,38527.0
2011-04-02,2011,1,Sat,ATL,WSH,0,Nationals Park,52.6,0.098,41339.0,69,0,0,711000,6436489,63681929,0.684812906,21941.0
2011-04-02,2011,1,Sat,CHW,CLE,0,Progressive Field,45.1,0.0,43000.0,69,0,0,726000,2171877,49188867,0.528959651,9853.0
2011-04-02,2011,1,Sat,LAA,KC,0,Kauffman Stadium,69.0,0.0,37903.0,67,0,0,1000000,2253579,36126400,0.388490508,17328.0
2011-04-02,2011,1,Sat,DET,NYY,0,New Yankee Stadium,52.9,0.0,50287.0,95,1,0,3900000,19940274,201689030,2.168892384,41462.0
2011-04-02,2011,1,Sat,SEA,OAK,1,Coliseum,67.7,0.0,47170.0,81,0,0,530000,2463127,66536500,0.715509952,15088.0
2011-04-02,2011,1,Sat,BAL,TB,1,Tropicana Field,,,42735.0,96,1,1,528000,3424650,41932171,0.450923713,22164.0
2011-04-02,2011,1,Sat,BOS,TEX,1,Globe Life Field,85.5,0.0,48114.0,90,1,1,1000000,8344032,92299265,0.9925536,48356.0
2011-04-02,2011,1,Sat,MIN,TOR,0,Rogers Centre,,,49282.0,85,0,0,1700000,3026000,62517800,0.672294275,27194.0
2011-04-03,2011,1,Sun,PIT,CHC,0,Wrigley Field,66.6,0.0,41072.0,75,0,0,1900000,9408576,125480664,1.349374611,30857.0
2011-04-03,2011,1,Sun,MIL,CIN,0,Great American Ball Park,71.8,0.0,42319.0,91,1,1,761000,2302815,76181365,0.819227413,24805.0
2011-04-03,2011,1,Sun,NYM,MIA,0,Sun Life Stadium,81.0,0.008,47662.0,80,0,0,783000,6457988,56944000,0.612355605,18936.0
2011-04-03,2011,1,Sun,SF,LAD,1,Dodger Stadium,63.7,0.004,56000.0,80,0,0,4800000,12927614,103788990,1.116110033,50896.0
2011-04-03,2011,1,Sun,HOU,PHI,0,Citizens Bank Park,56.9,0.075,43651.0,97,1,1,1300000,6330422,172976381,1.860126727,45562.0
2011-04-03,2011,1,Sun,SD,STL,0,Busch Stadium III,81.0,0.0,45494.0,86,0,0,1100000,2811927,105433572,1.133795285,36414.0
2011-04-03,2011,1,Sun,ATL,WSH,0,Nationals Park,58.5,0.012,41339.0,69,0,0,711000,6436489,63681929,0.684812906,22210.0
2011-04-03,2011,1,Sun,CHW,CLE,0,Progressive Field,48.9,0.075,43000.0,69,0,0,726000,2171877,49188867,0.528959651,8726.0
2011-04-03,2011,1,Sun,LAA,KC,0,Kauffman Stadium,83.4,1.26,37903.0,67,0,0,1000000,2253579,36126400,0.388490508,14085.0
2011-04-03,2011,1,Sun,DET,NYY,0,New Yankee Stadium,56.2,0.0,50287.0,95,1,0,3900000,19940274,201689030,2.168892384,40574.0
2011-04-03,2011,1,Sun,SEA,OAK,0,Coliseum,66.8,0.0,47170.0,81,0,0,530000,2463127,66536500,0.715509952,22292.0
2011-04-03,2011,1,Sun,BAL,TB,0,Tropicana Field,,,42735.0,96,1,1,528000,3424650,41932171,0.450923713,17408.0
2011-04-03,2011,1,Sun,BOS,TEX,0,Globe Life Field,87.3,0.0,48114.0,90,1,1,1000000,8344032,92299265,0.9925536,46326.0
2011-04-03,2011,1,Sun,MIN,TOR,0,Rogers Centre,,,49282.0,85,0,0,1700000,3026000,62517800,0.672294275,35505.0
2011-04-04,2011,1,Mon,ARI,CHC,0,Wrigley Field,66.1,0.201,41072.0,75,0,0,1900000,9408576,125480664,1.349374611,26292.0
2011-04-04,2011,1,Mon,ATL,MIL,0,Miller Park,,,41900.0,77,0,0,670000,1574452,85497333,0.919408033,46017.0
2011-04-04,2011,1,Mon,PIT,STL,1,Busch Stadium III,76.6,0.165,45494.0,86,0,0,1100000,2811927,105433572,1.133795285,32007.0
2011-04-04,2011,1,Mon,DET,BAL,0,Camden Yards,75.1,0.0,45971.0,66,0,0,746000,2859024,85304038,0.917329407,46593.0
2011-04-04,2011,1,Mon,MIN,NYY,1,New Yankee Stadium,60.5,0.059,50287.0,95,1,0,3900000,19940274,201689030,2.168892384,40311.0
2011-04-04,2011,1,Mon,SEA,TEX,1,Globe Life Field,73.2,0.0,48114.0,90,1,1,1000000,8344032,92299265,0.9925536,37618.0
2011-04-05,2011,1,Tue,ARI,CHC,0,Wrigley Field,47.7,0.0,41072.0,75,0,0,1900000,9408576,125480664,1.349374611,27039.0
2011-04-05,2011,1,Tue,HOU,CIN,1,Great American Ball Park,50.7,0.276,42319.0,91,1,1,761000,2302815,76181365,0.819227413,11821.0
2011-04-05,2011,1,Tue,LAD,COL,1,Coors Field,69.0,0.0,50144.0,83,0,0,552000,3052498,87998071,0.946300084,24693.0
2011-04-05,2011,1,Tue,WSH,MIA,1,Sun Life Stadium,84.6,0.083,47662.0,80,0,0,783000,6457988,56944000,0.612355605,10482.0
2011-04-05,2011,1,Tue,ATL,MIL,1,Miller Park,,,41900.0,77,0,0,670000,1574452,85497333,0.919408033,24117.0
2011-04-05,2011,1,Tue,NYM,PHI,1,Citizens Bank Park,68.1,0.854,43651.0,97,1,1,1300000,6330422,172976381,1.860126727,45365.0
2011-04-05,2011,1,Tue,SF,SD,0,Petco Park,65.4,0.0,42445.0,90,0,0,1400000,3298799,45869140,0.493260483,43146.0
2011-04-05,2011,1,Tue,PIT,STL,1,Busch Stadium III,62.1,0.0,45494.0,86,0,0,1100000,2811927,105433572,1.133795285,33666.0
2011-04-05,2011,1,Tue,BOS,CLE,1,Progressive Field,42.2,0.039,43000.0,69,0,0,726000,2171877,49188867,0.528959651,9025.0
2011-04-05,2011,1,Tue,CHW,KC,1,Kauffman Stadium,65.7,0.0,37903.0,67,0,0,1000000,2253579,36126400,0.388490508,12641.0
2011-04-05,2011,1,Tue,MIN,NYY,1,New Yankee Stadium,63.3,0.89,50287.0,95,1,0,3900000,19940274,201689030,2.168892384,40267.0
2011-04-05,2011,1,Tue,LAA,TB,1,Tropicana Field,,,42735.0,96,1,1,528000,3424650,41932171,0.450923713,13173.0
2011-04-05,2011,1,Tue,SEA,TEX,1,Globe Life Field,73.4,0.0,48114.0,90,1,1,1000000,8344032,92299265,0.9925536,30953.0
2011-04-05,2011,1,Tue,OAK,TOR,1,Rogers Centre,,,49282.0,85,0,0,1700000,3026000,62517800,0.672294275,11077.0
2011-04-06,2011,1,Wed,ARI,CHC,0,Wrigley Field,54.3,0.0,41072.0,75,0,0,1900000,9408576,125480664,1.349374611,32272.0
2011-04-06,2011,1,Wed,HOU,CIN,1,Great American Ball Park,68.4,0.0,42319.0,91,1,1,761000,2302815,76181365,0.819227413,17719.0
2011-04-06,2011,1,Wed,LAD,COL,0,Coors Field,66.6,0.055,50144.0,83,0,0,552000,3052498,87998071,0.946300084,22595.0
2011-04-06,2011,1,Wed,WSH,MIA,1,Sun Life Stadium,77.2,0.008,47662.0,80,0,0,783000,6457988,56944000,0.612355605,13825.0
2011-04-06,2011,1,Wed,ATL,MIL,1,Miller Park,,,41900.0,77,0,0,670000,1574452,85497333,0.919408033,23420.0
2011-04-06,2011,1,Wed,NYM,PHI,1,Citizens Bank Park,56.7,0.0,43651.0,97,1,1,1300000,6330422,172976381,1.860126727,45061.0
2011-04-06,2011,1,Wed,SF,SD,0,Petco Park,63.4,0.0,42445.0,90,0,0,1400000,3298799,45869140,0.493260483,24368.0
2011-04-06,2011,1,Wed,PIT,STL,0,Busch Stadium III,73.5,0.0,45494.0,86,0,0,1100000,2811927,105433572,1.133795285,34965.0
2011-04-06,2011,1,Wed,DET,BAL,1,Camden Yards,59.8,0.0,45971.0,66,0,0,746000,2859024,85304038,0.917329407,12451.0
2011-04-06,2011,1,Wed,BOS,CLE,1,Progressive Field,49.9,0.146,43000.0,69,0,0,726000,2171877,49188867,0.528959651,9523.0
2011-04-06,2011,1,Wed,CHW,KC,0,Kauffman Stadium,68.7,0.0,37903.0,67,0,0,1000000,2253579,36126400,0.388490508,13360.0
2011-04-06,2011,1,Wed,LAA,TB,0,Tropicana Field,,,42735.0,96,1,1,528000,3424650,41932171,0.450923713,11836.0
2011-04-06,2011,1,Wed,SEA,TEX,0,Globe Life Field,85.1,0.0,48114.0,90,1,1,1000000,8344032,92299265,0.9925536,25049.0
2011-04-06,2011,1,Wed,OAK,TOR,1,Rogers Centre,,,49282.0,85,0,0,1700000,3026000,62517800,0.672294275,11684.0
2011-04-07,2011,1,Thu,HOU,CIN,0,Great American Ball Park,69.7,0.016,42319.0,91,1,1,761000,2302815,76181365,0.819227413,20104.0
2011-04-07,2011,1,Thu,WSH,MIA,1,Sun Life Stadium,80.9,0.012,47662.0,80,0,0,783000,6457988,56944000,0.612355605,10696.0
2011-04-07,2011,2,Thu,ATL,MIL,0,Miller Park,,,41900.0,77,0,0,670000,1574452,85497333,0.919408033,24645.0
2011-04-07,2011,1,Thu,NYM,PHI,0,Citizens Bank Park,57.4,0.0,43651.0,97,1,1,1300000,6330422,172976381,1.860126727,45468.0
2011-04-07,2011,2,Thu,COL,PIT,0,PNC Park,64.0,0.0,38362.0,57,0,0,837000,2429917,46047000,0.495173127,39219.0
2011-04-07,2011,1,Thu,DET,BAL,1,Camden Yards,61.9,0.0,45971.0,66,0,0,746000,2859024,85304038,0.917329407,11648.0
2011-04-07,2011,1,Thu,TB,CHW,0,US Cellular Field,44.7,0.228,40615.0,88,0,0,664000,9408576,129285539,1.390290889,38579.0
2011-04-07,2011,1,Thu,BOS,CLE,0,Progressive Field,44.4,0.0,43000.0,69,0,0,726000,2171877,49188867,0.528959651,10594.0
2011-04-07,2011,1,Thu,MIN,NYY,0,New Yankee Stadium,49.0,0.197,50287.0,95,1,0,3900000,19940274,201689030,2.168892384,41512.0
2011-04-07,2011,1,Thu,OAK,TOR,0,Rogers Centre,,,49282.0,85,0,0,1700000,3026000,62517800,0.672294275,19528.0
2011-04-08,2011,1,Fri,CIN,ARI,1,Chase Field,,,48686.0,65,0,0,665000,5186958,53639833,0.576823763,48027.0
2011-04-08,2011,2,Fri,PHI,ATL,1,Turner Field,76.3,0.035,49586.0,91,1,0,1900000,6411149,87003192,0.935601507,51331.0
2011-04-08,2011,2,Fri,MIA,HOU,1,Minute Maid Park,86.8,0.0,41168.0,76,0,0,1600000,7796182,70694000,0.760218234,41042.0
2011-04-08,2011,2,Fri,CHC,MIL,1,Miller Park,,,41900.0,77,0,0,670000,1574452,85497333,0.919408033,34310.0
2011-04-08,2011,2,Fri,WSH,NYM,0,Citi Field,47.2,0.087,41922.0,79,0,0,1700000,19940274,120147310,1.292021612,41075.0
2011-04-08,2011,2,Fri,COL,PIT,1,PNC Park,55.0,0.465,38362.0,57,0,0,837000,2429917,46047000,0.495173127,29192.0
2011-04-08,2011,1,Fri,LAD,SD,1,Petco Park,57.1,0.189,42445.0,90,0,0,1400000,3298799,45869140,0.493260483,32585.0
2011-04-08,2011,2,Fri,STL,SF,0,AT&T Park,54.7,0.028,41915.0,92,1,1,1600000,4648486,118216333,1.271256569,42048.0
2011-04-08,2011,2,Fri,TOR,LAA,1,Angel Stadium,55.4,0.079,45050.0,80,0,0,1200000,12927614,138998524,1.494740889,43853.0
2011-04-08,2011,2,Fri,NYY,BOS,0,Fenway Park,50.5,0.0,37731.0,89,0,0,2200000,5025517,161407476,1.735718821,37178.0
2011-04-08,2011,2,Fri,TB,CHW,1,US Cellular Field,44.9,0.421,40615.0,88,0,0,664000,9408576,129285539,1.390290889,20199.0
2011-04-08,2011,2,Fri,KC,DET,0,Comerica Park,50.8,0.386,41083.0,81,0,0,1000000,4400587,105705232,1.136716621,44799.0
2011-04-08,2011,2,Fri,OAK,MIN,0,Target Field,,,38544.0,94,1,1,585000,3757952,112737000,1.212333763,40714.0
2011-04-08,2011,2,Fri,CLE,SEA,1,Safeco Field,54.1,0.0,47943.0,61,0,0,927000,4145494,86424600,0.929379534,45727.0
2011-04-09,2011,2,Sat,CIN,ARI,1,Chase Field,,,48686.0,65,0,0,665000,5186958,53639833,0.576823763,20719.0
2011-04-09,2011,2,Sat,PHI,ATL,0,Turner Field,83.2,0.0,49586.0,91,1,0,1900000,6411149,87003192,0.935601507,36256.0
