date,year,week,day_of_week,v_name,h_name,day_night,park_id,temp,precip,capacity,prev_year_wins,made_playoffs,won_division,InstagramFollowers,CityPopulation,Payroll,PayrollStd,attendance
2008-06-17,2008,11,Tue,MIA,SEA,1,Safeco Field,58.7,0.0,47943.0,88,0,0,927000,4145494,117666482,1.314007778,20214.0
2008-06-17,2008,11,Tue,CHC,TB,1,Tropicana Field,,,42735.0,66,0,0,528000,3424650,43820597,0.489354354,31607.0
2008-06-17,2008,11,Tue,ATL,TEX,1,Globe Life Field,92.0,0.004,48114.0,75,0,0,1000000,8344032,67712326,0.756158606,33558.0
2008-06-18,2008,11,Wed,OAK,ARI,1,Chase Field,,,48686.0,90,1,1,665000,5186958,66202712,0.739300411,28507.0
2008-06-18,2008,11,Wed,LAD,CIN,1,Great American Ball Park,75.2,0.0,42319.0,72,0,0,761000,2302815,74117695,0.827688787,20055.0
2008-06-18,2008,11,Wed,CLE,COL,1,Coors Field,85.1,0.02,50144.0,90,1,0,552000,3052498,68655500,0.76669124,28339.0
2008-06-18,2008,11,Wed,TOR,MIL,1,Miller Park,,,41900.0,83,0,0,670000,1574452,80937499,0.903847055,34442.0
2008-06-18,2008,11,Wed,BOS,PHI,0,Citizens Bank Park,75.1,0.075,43651.0,89,1,1,1300000,6330422,98269880,1.097401609,45187.0
2008-06-18,2008,11,Wed,DET,SF,0,AT&T Park,79.8,0.0,41915.0,71,0,0,1600000,4648486,76594500,0.855347819,38194.0
2008-06-18,2008,11,Wed,KC,STL,1,Busch Stadium III,80.6,0.0,45494.0,78,0,0,1100000,2811927,99624449,1.112528383,43810.0
2008-06-18,2008,11,Wed,NYM,LAA,1,Angel Stadium,87.4,0.0,45050.0,94,1,1,1200000,12927614,119216333,1.331315309,43138.0
2008-06-18,2008,11,Wed,HOU,BAL,1,Camden Yards,76.1,0.016,45971.0,69,0,0,746000,2859024,67196246,0.750395426,21112.0
2008-06-18,2008,11,Wed,PIT,CHW,1,US Cellular Field,69.5,0.0,40615.0,72,0,0,664000,9408576,121189332,1.353348228,28570.0
2008-06-18,2008,11,Wed,WSH,MIN,1,Metrodome,,,55000.0,79,0,0,585000,3757952,56932766,0.635780862,23841.0
2008-06-18,2008,11,Wed,SD,NYY,1,Old Yankee Stadium,74.4,0.059,56937.0,94,1,0,3900000,19940274,209081577,2.334860479,52628.0
2008-06-18,2008,11,Wed,MIA,SEA,1,Safeco Field,61.0,0.0,47943.0,88,0,0,927000,4145494,117666482,1.314007778,24163.0
2008-06-18,2008,11,Wed,CHC,TB,1,Tropicana Field,,,42735.0,66,0,0,528000,3424650,43820597,0.489354354,31496.0
2008-06-18,2008,11,Wed,ATL,TEX,1,Globe Life Field,94.0,0.0,48114.0,75,0,0,1000000,8344032,67712326,0.756158606,38545.0
2008-06-19,2008,11,Thu,OAK,ARI,0,Chase Field,,,48686.0,90,1,1,665000,5186958,66202712,0.739300411,31997.0
2008-06-19,2008,11,Thu,LAD,CIN,0,Great American Ball Park,77.5,0.0,42319.0,72,0,0,761000,2302815,74117695,0.827688787,30136.0
2008-06-19,2008,11,Thu,CLE,COL,1,Coors Field,81.1,0.0,50144.0,90,1,0,552000,3052498,68655500,0.76669124,33174.0
2008-06-19,2008,11,Thu,TOR,MIL,0,Miller Park,,,41900.0,83,0,0,670000,1574452,80937499,0.903847055,35173.0
2008-06-19,2008,11,Thu,KC,STL,0,Busch Stadium III,83.1,0.0,45494.0,78,0,0,1100000,2811927,99624449,1.112528383,44277.0
2008-06-19,2008,11,Thu,HOU,BAL,1,Camden Yards,72.7,0.0,45971.0,69,0,0,746000,2859024,67196246,0.750395426,31480.0
2008-06-19,2008,11,Thu,PIT,CHW,0,US Cellular Field,75.8,0.0,40615.0,72,0,0,664000,9408576,121189332,1.353348228,26685.0
2008-06-19,2008,11,Thu,WSH,MIN,0,Metrodome,,,55000.0,79,0,0,585000,3757952,56932766,0.635780862,24793.0
2008-06-19,2008,11,Thu,SD,NYY,0,Old Yankee Stadium,73.4,0.047,56937.0,94,1,0,3900000,19940274,209081577,2.334860479,54362.0
2008-06-19,2008,11,Thu,CHC,TB,1,Tropicana Field,,,42735.0,66,0,0,528000,3424650,43820597,0.489354354,34441.0
2008-06-19,2008,11,Thu,ATL,TEX,0,Globe Life Field,92.5,0.0,48114.0,75,0,0,1000000,8344032,67712326,0.756158606,28853.0
2008-06-20,2008,11,Fri,SEA,ATL,1,Turner Field,89.8,0.004,49586.0,84,0,0,1900000,6411149,102365683,1.143140352,40268.0
2008-06-20,2008,11,Fri,CHW,CHC,0,Wrigley Field,83.5,0.098,41072.0,85,1,1,1900000,9408576,118345833,1.321594242,41106.0
2008-06-20,2008,11,Fri,NYM,COL,1,Coors Field,78.1,0.047,50144.0,90,1,0,552000,3052498,68655500,0.76669124,30411.0
2008-06-20,2008,11,Fri,CLE,LAD,1,Dodger Stadium,106.0,0.0,56000.0,82,0,0,4800000,12927614,118588536,1.324304561,50667.0
2008-06-20,2008,11,Fri,BAL,MIL,1,Miller Park,,,41900.0,83,0,0,670000,1574452,80937499,0.903847055,36526.0
2008-06-20,2008,11,Fri,LAA,PHI,1,Citizens Bank Park,80.4,0.0,43651.0,89,1,1,1300000,6330422,98269880,1.097401609,45033.0
2008-06-20,2008,11,Fri,TOR,PIT,1,PNC Park,78.0,0.008,38362.0,68,0,0,837000,2429917,48689783,0.543729637,28962.0
2008-06-20,2008,11,Fri,DET,SD,1,Petco Park,83.2,0.0,42445.0,89,0,0,1400000,3298799,73677616,0.822774327,40683.0
2008-06-20,2008,11,Fri,TEX,WSH,1,Nationals Park,84.0,0.0,41339.0,73,0,0,711000,6436489,54961000,0.613761713,30359.0
2008-06-20,2008,11,Fri,STL,BOS,1,Fenway Park,77.1,0.0,37731.0,96,1,1,2200000,5025517,133390035,1.489596192,37671.0
2008-06-20,2008,11,Fri,SF,KC,1,Kauffman Stadium,79.5,0.339,37903.0,69,0,0,1000000,2253579,58245500,0.650440455,34588.0
2008-06-20,2008,11,Fri,ARI,MIN,1,Metrodome,,,55000.0,79,0,0,585000,3757952,56932766,0.635780862,29069.0
2008-06-20,2008,11,Fri,CIN,NYY,1,Old Yankee Stadium,78.2,0.0,56937.0,94,1,0,3900000,19940274,209081577,2.334860479,53421.0
2008-06-20,2008,11,Fri,MIA,OAK,1,Coliseum,100.0,0.0,47170.0,76,0,0,530000,2463127,47967126,0.535659566,15035.0
2008-06-20,2008,11,Fri,HOU,TB,1,Tropicana Field,,,42735.0,66,0,0,528000,3424650,43820597,0.489354354,14741.0
2008-06-21,2008,11,Sat,SEA,ATL,1,Turner Field,86.7,0.059,49586.0,84,0,0,1900000,6411149,102365683,1.143140352,47158.0
2008-06-21,2008,11,Sat,CHW,CHC,0,Wrigley Field,80.3,0.059,41072.0,85,1,1,1900000,9408576,118345833,1.321594242,41021.0
2008-06-21,2008,11,Sat,NYM,COL,1,Coors Field,82.1,0.0,50144.0,90,1,0,552000,3052498,68655500,0.76669124,35637.0
2008-06-21,2008,11,Sat,CLE,LAD,0,Dodger Stadium,104.9,0.0,56000.0,82,0,0,4800000,12927614,118588536,1.324304561,45036.0
2008-06-21,2008,11,Sat,BAL,MIL,1,Miller Park,,,41900.0,83,0,0,670000,1574452,80937499,0.903847055,42521.0
2008-06-21,2008,11,Sat,LAA,PHI,1,Citizens Bank Park,84.9,0.0,43651.0,89,1,1,1300000,6330422,98269880,1.097401609,45196.0
2008-06-21,2008,11,Sat,TOR,PIT,1,PNC Park,81.0,0.024,38362.0,68,0,0,837000,2429917,48689783,0.543729637,27014.0
2008-06-21,2008,11,Sat,DET,SD,1,Petco Park,85.8,0.0,42445.0,89,0,0,1400000,3298799,73677616,0.822774327,34749.0
2008-06-21,2008,11,Sat,TEX,WSH,1,Nationals Park,86.8,0.154,41339.0,73,0,0,711000,6436489,54961000,0.613761713,32975.0
2008-06-21,2008,12,Sat,STL,BOS,0,Fenway Park,79.8,0.0,37731.0,96,1,1,2200000,5025517,133390035,1.489596192,37227.0
2008-06-21,2008,11,Sat,SF,KC,1,Kauffman Stadium,81.8,0.0,37903.0,69,0,0,1000000,2253579,58245500,0.650440455,28903.0
2008-06-21,2008,11,Sat,ARI,MIN,1,Metrodome,,,55000.0,79,0,0,585000,3757952,56932766,0.635780862,25505.0
2008-06-21,2008,11,Sat,CIN,NYY,0,Old Yankee Stadium,81.8,0.0,56937.0,94,1,0,3900000,19940274,209081577,2.334860479,54509.0
2008-06-21,2008,11,Sat,MIA,OAK,1,Coliseum,93.8,0.0,47170.0,76,0,0,530000,2463127,47967126,0.535659566,19287.0
2008-06-21,2008,11,Sat,HOU,TB,1,Tropicana Field,,,42735.0,66,0,0,528000,3424650,43820597,0.489354354,29953.0
2008-06-22,2008,12,Sun,SEA,ATL,0,Turner Field,89.3,0.087,49586.0,84,0,0,1900000,6411149,102365683,1.143140352,30965.0
2008-06-22,2008,11,Sun,CHW,CHC,1,Wrigley Field,79.3,0.012,41072.0,85,1,1,1900000,9408576,118345833,1.321594242,41034.0
2008-06-22,2008,11,Sun,NYM,COL,0,Coors Field,87.7,0.0,50144.0,90,1,0,552000,3052498,68655500,0.76669124,45019.0
2008-06-22,2008,11,Sun,CLE,LAD,0,Dodger Stadium,103.6,0.0,56000.0,82,0,0,4800000,12927614,118588536,1.324304561,39993.0
2008-06-22,2008,11,Sun,BAL,MIL,0,Miller Park,,,41900.0,83,0,0,670000,1574452,80937499,0.903847055,43517.0
2008-06-22,2008,12,Sun,LAA,PHI,0,Citizens Bank Park,83.3,0.094,43651.0,89,1,1,1300000,6330422,98269880,1.097401609,44571.0
2008-06-22,2008,11,Sun,TOR,PIT,0,PNC Park,78.0,0.161,38362.0,68,0,0,837000,2429917,48689783,0.543729637,22983.0
2008-06-22,2008,12,Sun,DET,SD,0,Petco Park,86.2,0.0,42445.0,89,0,0,1400000,3298799,73677616,0.822774327,28779.0
2008-06-22,2008,12,Sun,TEX,WSH,0,Nationals Park,86.8,0.051,41339.0,73,0,0,711000,6436489,54961000,0.613761713,32690.0
2008-06-22,2008,12,Sun,STL,BOS,0,Fenway Park,80.1,0.055,37731.0,96,1,1,2200000,5025517,133390035,1.489596192,37085.0
2008-06-22,2008,11,Sun,SF,KC,0,Kauffman Stadium,82.0,0.0,37903.0,69,0,0,1000000,2253579,58245500,0.650440455,20499.0
2008-06-22,2008,11,Sun,ARI,MIN,0,Metrodome,,,55000.0,79,0,0,585000,3757952,56932766,0.635780862,31497.0
2008-06-22,2008,11,Sun,CIN,NYY,0,Old Yankee Stadium,79.9,0.307,56937.0,94,1,0,3900000,19940274,209081577,2.334860479,54234.0
2008-06-22,2008,11,Sun,MIA,OAK,0,Coliseum,76.9,0.0,47170.0,76,0,0,530000,2463127,47967126,0.535659566,22461.0
2008-06-22,2008,11,Sun,HOU,TB,0,Tropicana Field,,,42735.0,66,0,0,528000,3424650,43820597,0.489354354,19778.0
2008-06-23,2008,12,Mon,MIL,ATL,1,Turner Field,89.1,0.0,49586.0,84,0,0,1900000,6411149,102365683,1.143140352,25661.0
2008-06-23,2008,11,Mon,SEA,NYM,1,Shea Stadium,78.1,0.232,57333.0,88,0,0,1700000,19940274,137793376,1.538769281,49789.0
2008-06-23,2008,12,Mon,LAA,WSH,1,Nationals Park,85.9,0.008,41339.0,73,0,0,711000,6436489,54961000,0.613761713,24805.0
2008-06-23,2008,12,Mon,ARI,BOS,1,Fenway Park,77.1,0.134,37731.0,96,1,1,2200000,5025517,133390035,1.489596192,37694.0
2008-06-23,2008,12,Mon,COL,KC,1,Kauffman Stadium,83.0,0.0,37903.0,69,0,0,1000000,2253579,58245500,0.650440455,12260.0
2008-06-24,2008,12,Tue,MIL,ATL,1,Turner Field,92.1,0.0,49586.0,84,0,0,1900000,6411149,102365683,1.143140352,29224.0
2008-06-24,2008,12,Tue,BAL,CHC,1,Wrigley Field,79.9,0.0,41072.0,85,1,1,1900000,9408576,118345833,1.321594242,41537.0
2008-06-24,2008,11,Tue,TB,MIA,1,Sun Life Stadium,85.1,0.083,47662.0,71,0,0,783000,6457988,21811500,0.243573872,12352.0
2008-06-24,2008,12,Tue,TEX,HOU,1,Minute Maid Park,91.3,0.276,41168.0,73,0,0,1600000,7796182,88930414,0.993105715,40052.0
2008-06-24,2008,11,Tue,CHW,LAD,1,Dodger Stadium,88.9,0.0,56000.0,82,0,0,4800000,12927614,118588536,1.324304561,43900.0
2008-06-24,2008,11,Tue,SEA,NYM,1,Shea Stadium,78.0,0.157,57333.0,88,0,0,1700000,19940274,137793376,1.538769281,49386.0
2008-06-24,2008,12,Tue,NYY,PIT,1,PNC Park,77.0,0.047,38362.0,68,0,0,837000,2429917,48689783,0.543729637,38867.0
2008-06-24,2008,12,Tue,MIN,SD,1,Petco Park,73.5,0.0,42445.0,89,0,0,1400000,3298799,73677616,0.822774327,36948.0
2008-06-24,2008,12,Tue,LAA,WSH,1,Nationals Park,81.9,0.0,41339.0,73,0,0,711000,6436489,54961000,0.613761713,28531.0
2008-06-24,2008,12,Tue,ARI,BOS,1,Fenway Park,77.3,0.563,37731.0,96,1,1,2200000,5025517,133390035,1.489596192,37867.0
2008-06-24,2008,12,Tue,SF,CLE,1,Progressive Field,72.9,0.047,43000.0,96,1,1,726000,2171877,78970066,0.881876293,29024.0
2008-06-24,2008,11,Tue,STL,DET,1,Comerica Park,76.8,0.0,41083.0,88,0,0,1000000,4400587,137685196,1.537561211,44446.0
2008-06-24,2008,12,Tue,COL,KC,1,Kauffman Stadium,84.8,0.059,37903.0,69,0,0,1000000,2253579,58245500,0.650440455,19169.0
2008-06-24,2008,11,Tue,PHI,OAK,1,Coliseum,80.1,0.0,47170.0,76,0,0,530000,2463127,47967126,0.535659566,13348.0
2008-06-24,2008,12,Tue,CIN,TOR,1,Rogers Centre,,,49282.0,83,0,0,1700000,3026000,97793900,1.092086235,28153.0
2008-06-25,2008,12,Wed,MIL,ATL,0,Turner Field,92.7,0.0,49586.0,84,0,0,1900000,6411149,102365683,1.143140352,34829.0
2008-06-25,2008,12,Wed,BAL,CHC,1,Wrigley Field,79.1,0.539,41072.0,85,1,1,1900000,9408576,118345833,1.321594242,40754.0
2008-06-25,2008,12,Wed,TB,MIA,1,Sun Life Stadium,84.3,0.122,47662.0,71,0,0,783000,6457988,21811500,0.243573872,13165.0
2008-06-25,2008,12,Wed,TEX,HOU,1,Minute Maid Park,91.6,0.354,41168.0,73,0,0,1600000,7796182,88930414,0.993105715,32567.0
2008-06-25,2008,12,Wed,CHW,LAD,1,Dodger Stadium,83.5,0.0,56000.0,82,0,0,4800000,12927614,118588536,1.324304561,40162.0
2008-06-25,2008,12,Wed,SEA,NYM,1,Shea Stadium,81.6,0.0,57333.0,88,0,0,1700000,19940274,137793376,1.538769281,52154.0
2008-06-25,2008,12,Wed,NYY,PIT,1,PNC Park,81.6,0.0,38362.0,68,0,0,837000,2429917,48689783,0.543729637,38952.0
2008-06-25,2008,12,Wed,MIN,SD,1,Petco Park,70.3,0.0,42445.0,89,0,0,1400000,3298799,73677616,0.822774327,22324.0
2008-06-25,2008,12,Wed,LAA,WSH,1,Nationals Park,88.4,0.0,41339.0,73,0,0,711000,6436489,54961000,0.613761713,29180.0
2008-06-25,2008,12,Wed,ARI,BOS,1,Fenway Park,79.3,0.0,37731.0,96,1,1,2200000,5025517,133390035,1.489596192,37924.0
2008-06-25,2008,12,Wed,SF,CLE,1,Progressive Field,80.1,0.193,43000.0,96,1,1,726000,2171877,78970066,0.881876293,25654.0
2008-06-25,2008,12,Wed,STL,DET,1,Comerica Park,77.3,0.673,41083.0,88,0,0,1000000,4400587,137685196,1.537561211,40091.0
2008-06-25,2008,12,Wed,COL,KC,1,Kauffman Stadium,88.5,0.315,37903.0,69,0,0,1000000,2253579,58245500,0.650440455,16615.0
2008-06-25,2008,12,Wed,PHI,OAK,1,Coliseum,75.1,0.0,47170.0,76,0,0,530000,2463127,47967126,0.535659566,22231.0
2008-06-25,2008,12,Wed,CIN,TOR,1,Rogers Centre,,,49282.0,83,0,0,1700000,3026000,97793900,1.092086235,25437.0
2008-06-26,2008,12,Thu,BAL,CHC,0,Wrigley Field,87.0,0.004,41072.0,85,1,1,1900000,9408576,118345833,1.321594242,41670.0
2008-06-26,2008,12,Thu,TB,MIA,0,Sun Life Stadium,85.3,0.063,47662.0,71,0,0,783000,6457988,21811500,0.243573872,17107.0
2008-06-26,2008,12,Thu,TEX,HOU,1,Minute Maid Park,88.3,0.567,41168.0,73,0,0,1600000,7796182,88930414,0.993105715,36506.0
2008-06-26,2008,12,Thu,CHW,LAD,0,Dodger Stadium,81.2,0.0,56000.0,82,0,0,4800000,12927614,118588536,1.324304561,37956.0
2008-06-26,2008,12,Thu,MIN,SD,0,Petco Park,69.0,0.0,42445.0,89,0,0,1400000,3298799,73677616,0.822774327,28789.0
2008-06-26,2008,12,Thu,SF,CLE,1,Progressive Field,85.0,0.213,43000.0,96,1,1,726000,2171877,78970066,0.881876293,25257.0
2008-06-26,2008,12,Thu,STL,DET,0,Comerica Park,87.6,0.13,41083.0,88,0,0,1000000,4400587,137685196,1.537561211,41022.0
2008-06-26,2008,12,Thu,PHI,OAK,0,Coliseum,79.9,0.0,47170.0,76,0,0,530000,2463127,47967126,0.535659566,17228.0
2008-06-26,2008,12,Thu,CIN,TOR,1,Rogers Centre,,,49282.0,83,0,0,1700000,3026000,97793900,1.092086235,25129.0
2008-06-27,2008,12,Fri,ARI,MIA,1,Sun Life Stadium,86.0,0.0,47662.0,71,0,0,783000,6457988,21811500,0.243573872,15291.0
2008-06-27,2008,12,Fri,BOS,HOU,1,Minute Maid Park,90.2,0.008,41168.0,73,0,0,1600000,7796182,88930414,0.993105715,42327.0
2008-06-27,2008,12,Fri,LAA,LAD,1,Dodger Stadium,81.9,0.0,56000.0,82,0,0,4800000,12927614,118588536,1.324304561,50419.0
2008-06-27,2008,12,Fri,NYM,NYY,0,Old Yankee Stadium,86.5,0.063,56937.0,94,1,0,3900000,19940274,209081577,2.334860479,54978.0
2008-06-27,2008,12,Fri,TB,PIT,1,PNC Park,82.5,0.445,38362.0,68,0,0,837000,2429917,48689783,0.543729637,19970.0
2008-06-27,2008,12,Fri,SEA,SD,1,Petco Park,68.8,0.0,42445.0,89,0,0,1400000,3298799,73677616,0.822774327,28640.0
2008-06-27,2008,12,Fri,BAL,WSH,1,Nationals Park,94.1,0.063,41339.0,73,0,0,711000,6436489,54961000,0.613761713,35830.0
2008-06-27,2008,12,Fri,CHC,CHW,0,US Cellular Field,83.5,0.445,40615.0,72,0,0,664000,9408576,121189332,1.353348228,39132.0
2008-06-27,2008,12,Fri,CIN,CLE,1,Progressive Field,82.0,0.059,43000.0,96,1,1,726000,2171877,78970066,0.881876293,34844.0
2008-06-27,2008,12,Fri,COL,DET,1,Comerica Park,82.5,0.083,41083.0,88,0,0,1000000,4400587,137685196,1.537561211,40842.0
2008-06-27,2008,12,Fri,STL,KC,1,Kauffman Stadium,87.0,0.795,37903.0,69,0,0,1000000,2253579,58245500,0.650440455,36360.0
2008-06-27,2008,12,Fri,MIL,MIN,1,Metrodome,,,55000.0,79,0,0,585000,3757952,56932766,0.635780862,30104.0
2008-06-27,2008,12,Fri,NYY,NYM,1,Shea Stadium,85.9,0.024,57333.0,88,0,0,1700000,19940274,137793376,1.538769281,56308.0
2008-06-27,2008,12,Fri,SF,OAK,1,Coliseum,79.2,0.0,47170.0,76,0,0,530000,2463127,47967126,0.535659566,27125.0
2008-06-27,2008,12,Fri,PHI,TEX,1,Globe Life Field,96.4,0.0,48114.0,75,0,0,1000000,8344032,67712326,0.756158606,28623.0
2008-06-27,2008,12,Fri,ATL,TOR,1,Rogers Centre,,,49282.0,83,0,0,1700000,3026000,97793900,1.092086235,24282.0
2008-06-28,2008,12,Sat,ARI,MIA,1,Sun Life Stadium,86.1,0.0,47662.0,71,0,0,783000,6457988,21811500,0.243573872,27777.0
2008-06-28,2008,12,Sat,BOS,HOU,1,Minute Maid Park,87.7,0.185,41168.0,73,0,0,1600000,7796182,88930414,0.993105715,43073.0
2008-06-28,2008,12,Sat,LAA,LAD,1,Dodger Stadium,86.1,0.0,56000.0,82,0,0,4800000,12927614,118588536,1.324304561,55784.0
2008-06-28,2008,12,Sat,NYY,NYM,0,Shea Stadium,87.2,0.0,57333.0,88,0,0,1700000,19940274,137793376,1.538769281,56172.0
2008-06-28,2008,12,Sat,TB,PIT,1,PNC Park,83.9,0.146,38362.0,68,0,0,837000,2429917,48689783,0.543729637,17970.0
2008-06-28,2008,12,Sat,SEA,SD,1,Petco Park,72.3,0.0,42445.0,89,0,0,1400000,3298799,73677616,0.822774327,36396.0
2008-06-28,2008,12,Sat,BAL,WSH,1,Nationals Park,94.0,0.0,41339.0,73,0,0,711000,6436489,54961000,0.613761713,39479.0
2008-06-28,2008,12,Sat,CHC,CHW,0,US Cellular Field,79.9,0.087,40615.0,72,0,0,664000,9408576,121189332,1.353348228,39143.0
2008-06-28,2008,12,Sat,CIN,CLE,1,Progressive Field,83.6,0.583,43000.0,96,1,1,726000,2171877,78970066,0.881876293,39506.0
2008-06-28,2008,12,Sat,COL,DET,1,Comerica Park,81.0,0.598,41083.0,88,0,0,1000000,4400587,137685196,1.537561211,42729.0
2008-06-28,2008,12,Sat,STL,KC,1,Kauffman Stadium,83.4,0.0,37903.0,69,0,0,1000000,2253579,58245500,0.650440455,37537.0
2008-06-28,2008,12,Sat,MIL,MIN,1,Metrodome,,,55000.0,79,0,0,585000,3757952,56932766,0.635780862,38963.0
2008-06-28,2008,12,Sat,SF,OAK,1,Coliseum,72.9,0.0,47170.0,76,0,0,530000,2463127,47967126,0.535659566,36067.0
2008-06-28,2008,12,Sat,PHI,TEX,1,Globe Life Field,96.6,0.004,48114.0,75,0,0,1000000,8344032,67712326,0.756158606,35039.0
2008-06-28,2008,12,Sat,ATL,TOR,0,Rogers Centre,,,49282.0,83,0,0,1700000,3026000,97793900,1.092086235,28518.0
2008-06-29,2008,12,Sun,ARI,MIA,0,Sun Life Stadium,86.1,0.0,47662.0,71,0,0,783000,6457988,21811500,0.243573872,11327.0
2008-06-29,2008,12,Sun,BOS,HOU,0,Minute Maid Park,92.3,0.047,41168.0,73,0,0,1600000,7796182,88930414,0.993105715,42066.0
2008-06-29,2008,12,Sun,LAA,LAD,0,Dodger Stadium,90.7,0.0,56000.0,82,0,0,4800000,12927614,118588536,1.324304561,48155.0
2008-06-29,2008,12,Sun,NYY,NYM,0,Shea Stadium,84.8,0.012,57333.0,88,0,0,1700000,19940274,137793376,1.538769281,56277.0
2008-06-29,2008,12,Sun,TB,PIT,0,PNC Park,76.6,0.488,38362.0,68,0,0,837000,2429917,48689783,0.543729637,15828.0
2008-06-29,2008,12,Sun,SEA,SD,0,Petco Park,76.1,0.0,42445.0,89,0,0,1400000,3298799,73677616,0.822774327,29966.0
2008-06-29,2008,12,Sun,BAL,WSH,0,Nationals Park,90.1,0.335,41339.0,73,0,0,711000,6436489,54961000,0.613761713,39824.0
2008-06-29,2008,12,Sun,CHC,CHW,1,US Cellular Field,73.4,0.37,40615.0,72,0,0,664000,9408576,121189332,1.353348228,39573.0
2008-06-29,2008,12,Sun,CIN,CLE,0,Progressive Field,75.8,0.591,43000.0,96,1,1,726000,2171877,78970066,0.881876293,37079.0
2008-06-29,2008,12,Sun,COL,DET,0,Comerica Park,73.1,0.138,41083.0,88,0,0,1000000,4400587,137685196,1.537561211,41305.0
2008-06-29,2008,12,Sun,STL,KC,0,Kauffman Stadium,78.0,0.0,37903.0,69,0,0,1000000,2253579,58245500,0.650440455,31803.0
2008-06-29,2008,12,Sun,MIL,MIN,0,Metrodome,,,55000.0,79,0,0,585000,3757952,56932766,0.635780862,30655.0
2008-06-29,2008,12,Sun,SF,OAK,0,Coliseum,73.8,0.0,47170.0,76,0,0,530000,2463127,47967126,0.535659566,33841.0
2008-06-29,2008,12,Sun,PHI,TEX,1,Globe Life Field,87.6,0.362,48114.0,75,0,0,1000000,8344032,67712326,0.756158606,26283.0
2008-06-29,2008,12,Sun,ATL,TOR,0,Rogers Centre,,,49282.0,83,0,0,1700000,3026000,97793900,1.092086235,30514.0
2008-06-30,2008,12,Mon,MIL,ARI,1,Chase Field,,,48686.0,90,1,1,665000,5186958,66202712,0.739300411,23040.0
2008-06-30,2008,13,Mon,PIT,CIN,1,Great American Ball Park,73.5,0.028,42319.0,72,0,0,761000,2302815,74117695,0.827688787,20745.0
2008-06-30,2008,12,Mon,SD,COL,1,Coors Field,88.6,0.0,50144.0,90,1,0,552000,3052498,68655500,0.76669124,43248.0
2008-06-30,2008,12,Mon,WSH,MIA,1,Sun Life Stadium,86.1,0.012,47662.0,71,0,0,783000,6457988,21811500,0.243573872,10888.0
2008-06-30,2008,12,Mon,LAD,HOU,1,Minute Maid Park,90.2,0.118,41168.0,73,0,0,1600000,7796182,88930414,0.993105715,28827.0
2008-06-30,2008,12,Mon,CHC,SF,1,AT&T Park,65.2,0.0,41915.0,71,0,0,1600000,4648486,76594500,0.855347819,35311.0
2008-06-30,2008,13,Mon,NYM,STL,1,Busch Stadium III,78.5,0.0,45494.0,78,0,0,1100000,2811927,99624449,1.112528383,42206.0
2008-06-30,2008,12,Mon,OAK,LAA,1,Angel Stadium,85.9,0.0,45050.0,94,1,1,1200000,12927614,119216333,1.331315309,42046.0
2008-06-30,2008,12,Mon,KC,BAL,1,Camden Yards,82.0,0.083,45971.0,69,0,0,746000,2859024,67196246,0.750395426,15289.0
2008-06-30,2008,12,Mon,CLE,CHW,1,US Cellular Field,73.4,0.0,40615.0,72,0,0,664000,9408576,121189332,1.353348228,38466.0
2008-06-30,2008,12,Mon,DET,MIN,1,Metrodome,,,55000.0,79,0,0,585000,3757952,56932766,0.635780862,22196.0
2008-06-30,2008,12,Mon,TEX,NYY,1,Old Yankee Stadium,84.5,0.0,56937.0,94,1,0,3900000,19940274,209081577,2.334860479,53045.0
2008-06-30,2008,12,Mon,TOR,SEA,1,Safeco Field,85.1,0.0,47943.0,88,0,0,927000,4145494,117666482,1.314007778,30179.0
2008-06-30,2008,12,Mon,BOS,TB,1,Tropicana Field,,,42735.0,66,0,0,528000,3424650,43820597,0.489354354,34145.0
2008-07-01,2008,13,Tue,MIL,ARI,1,Chase Field,,,48686.0,90,1,1,665000,5186958,66202712,0.739300411,21736.0
2008-07-01,2008,13,Tue,PHI,ATL,1,Turner Field,84.4,0.0,49586.0,84,0,0,1900000,6411149,102365683,1.143140352,29206.0
2008-07-01,2008,13,Tue,PIT,CIN,1,Great American Ball Park,79.6,0.0,42319.0,72,0,0,761000,2302815,74117695,0.827688787,19345.0
2008-07-01,2008,13,Tue,SD,COL,1,Coors Field,88.9,0.024,50144.0,90,1,0,552000,3052498,68655500,0.76669124,26221.0
2008-07-01,2008,12,Tue,WSH,MIA,1,Sun Life Stadium,84.8,0.575,47662.0,71,0,0,783000,6457988,21811500,0.243573872,12166.0
2008-07-01,2008,13,Tue,LAD,HOU,1,Minute Maid Park,90.4,0.0,41168.0,73,0,0,1600000,7796182,88930414,0.993105715,31914.0
2008-07-01,2008,13,Tue,CHC,SF,1,AT&T Park,65.4,0.0,41915.0,71,0,0,1600000,4648486,76594500,0.855347819,33858.0
2008-07-01,2008,13,Tue,NYM,STL,1,Busch Stadium III,85.3,0.0,45494.0,78,0,0,1100000,2811927,99624449,1.112528383,42425.0
2008-07-01,2008,13,Tue,OAK,LAA,1,Angel Stadium,83.8,0.0,45050.0,94,1,1,1200000,12927614,119216333,1.331315309,42047.0
2008-07-01,2008,12,Tue,KC,BAL,1,Camden Yards,79.8,0.012,45971.0,69,0,0,746000,2859024,67196246,0.750395426,19756.0
