date,year,day_of_week,v_name,v_league,v_game_number,h_name,h_league,h_game_number,v_score,h_score,day_night,park_id,attendance,week,location,temp,precip,home team,capacity,Team,prev_year_wins,made_playoffs,won_division
2006-04-27,2006,Thu,MIN,AL,21,KC,AL,20,7,3,D,Kauffman Stadium,11391.0,3,Kansas City,67.5,0.0,Royals,37903.0,Royals,56,0,0
2006-04-27,2006,Thu,TB,AL,22,NYY,AL,20,1,4,N,Old Yankee Stadium,45826.0,3,New York,68.7,0.0,Yankees,56937.0,Yankees,95,1,1
2006-04-27,2006,Thu,BAL,AL,23,TOR,AL,20,7,5,N,Rogers Centre,18756.0,3,Toronto,,,Blue Jays,49282.0,Blue Jays,80,0,0
2006-04-27,2006,Thu,COL,NL,22,PHI,NL,21,6,3,D,Citizens Bank Park,21506.0,4,Philadelphia,70.6,0.0,Phillies,43651.0,Phillies,88,0,0
2006-04-27,2006,Thu,WSH,NL,22,STL,NL,22,2,6,N,Busch Stadium III,39515.0,4,St. Louis,68.2,0.0,Cardinals,45494.0,Cardinals,100,1,1
2006-04-28,2006,Fri,CHW,AL,22,LAA,AL,23,8,5,N,Angel Stadium,43940.0,4,Los Angeles,65.2,0.0,Angels,45050.0,Angels,95,1,1
2006-04-28,2006,Fri,SEA,AL,24,BAL,AL,24,2,5,N,Camden Yards,26934.0,4,Baltimore,63.5,0.0,Orioles,45971.0,Orioles,74,0,0
2006-04-28,2006,Fri,TEX,AL,23,CLE,AL,23,6,7,N,Progressive Field,22106.0,4,Cleveland,54.2,0.0,Indians,43000.0,Indians,93,0,0
2006-04-28,2006,Fri,MIN,AL,22,DET,AL,23,0,9,N,Comerica Park,23263.0,4,Detroit,55.8,0.0,Tigers,41083.0,Tigers,71,0,0
2006-04-28,2006,Fri,OAK,AL,23,KC,AL,21,5,3,N,Kauffman Stadium,12203.0,4,Kansas City,60.4,0.575,Royals,37903.0,Royals,56,0,0
2006-04-28,2006,Fri,TOR,AL,21,NYY,AL,21,7,2,N,Old Yankee Stadium,47204.0,4,New York,60.2,0.0,Yankees,56937.0,Yankees,95,1,1
2006-04-28,2006,Fri,BOS,AL,23,TB,AL,23,2,5,N,Tropicana Field,22565.0,4,Tampa Bay,,,Rays,42735.0,Rays,67,0,0
2006-04-28,2006,Fri,NYM,NL,22,ATL,NL,22,5,2,N,Turner Field,45389.0,4,Atlanta,76.1,0.0,Braves,49586.0,Braves,90,1,1
2006-04-28,2006,Fri,MIL,NL,23,CHC,NL,21,2,6,D,Wrigley Field,39522.0,4,Chicago,61.4,0.0,Cubs,41072.0,Cubs,79,0,0
2006-04-28,2006,Fri,HOU,NL,22,CIN,NL,23,4,5,N,Great American Ball Park,32089.0,4,Cincinatti,69.3,0.0,Reds,42319.0,Reds,73,0,0
2006-04-28,2006,Fri,COL,NL,23,MIA,NL,20,3,2,N,Sun Life Stadium,10419.0,3,Miami,80.4,0.0,Marlins,47662.0,Marlins,83,0,0
2006-04-28,2006,Fri,PHI,NL,22,PIT,NL,24,1,3,N,PNC Park,30568.0,4,Pittsburgh,61.5,0.0,Pirates,38362.0,Pirates,67,0,0
2006-04-28,2006,Fri,LAD,NL,23,SD,NL,22,3,0,N,Petco Park,36435.0,4,San Diego,63.8,0.016,Padres,42445.0,Padres,82,1,1
2006-04-28,2006,Fri,ARI,NL,23,SF,NL,22,2,10,N,AT&T Park,39561.0,4,San Francisco,65.0,0.0,Giants,41915.0,Giants,75,0,0
2006-04-28,2006,Fri,WSH,NL,23,STL,NL,23,8,3,N,Busch Stadium III,40841.0,4,St. Louis,71.3,0.0,Cardinals,45494.0,Cardinals,100,1,1
2006-04-29,2006,Sat,CHW,AL,23,LAA,AL,24,2,1,N,Angel Stadium,44065.0,4,Los Angeles,68.9,0.0,Angels,45050.0,Angels,95,1,1
2006-04-29,2006,Sat,SEA,AL,25,BAL,AL,25,8,6,D,Camden Yards,34161.0,4,Baltimore,64.0,0.0,Orioles,45971.0,Orioles,74,0,0
2006-04-29,2006,Sat,TEX,AL,24,CLE,AL,24,7,5,N,Progressive Field,37496.0,4,Cleveland,64.8,0.0,Indians,43000.0,Indians,93,0,0
2006-04-29,2006,Sat,MIN,AL,23,DET,AL,24,1,18,D,Comerica Park,24258.0,4,Detroit,60.4,0.0,Tigers,41083.0,Tigers,71,0,0
2006-04-29,2006,Sat,TOR,AL,22,NYY,AL,22,6,17,D,Old Yankee Stadium,50119.0,4,New York,61.2,0.0,Yankees,56937.0,Yankees,95,1,1
2006-04-29,2006,Sat,BOS,AL,24,TB,AL,24,9,6,N,Tropicana Field,27415.0,4,Tampa Bay,,,Rays,42735.0,Rays,67,0,0
2006-04-29,2006,Sat,NYM,NL,23,ATL,NL,23,1,0,N,Turner Field,46387.0,4,Atlanta,71.2,0.0,Braves,49586.0,Braves,90,1,1
2006-04-29,2006,Sat,MIL,NL,24,CHC,NL,22,16,2,D,Wrigley Field,40644.0,4,Chicago,59.8,0.154,Cubs,41072.0,Cubs,79,0,0
2006-04-29,2006,Sat,HOU,NL,23,CIN,NL,24,3,6,D,Great American Ball Park,24873.0,4,Cincinatti,68.4,0.008,Reds,42319.0,Reds,73,0,0
2006-04-29,2006,Sat,COL,NL,24,MIA,NL,21,8,7,N,Sun Life Stadium,15405.0,4,Miami,77.2,0.0,Marlins,47662.0,Marlins,83,0,0
2006-04-29,2006,Sat,PHI,NL,23,PIT,NL,25,2,3,N,PNC Park,33944.0,4,Pittsburgh,67.4,0.0,Pirates,38362.0,Pirates,67,0,0
2006-04-29,2006,Sat,LAD,NL,24,SD,NL,23,4,2,N,Petco Park,44337.0,4,San Diego,66.0,0.0,Padres,42445.0,Padres,82,1,1
2006-04-29,2006,Sat,ARI,NL,24,SF,NL,23,2,3,D,AT&T Park,38187.0,4,San Francisco,61.4,0.0,Giants,41915.0,Giants,75,0,0
2006-04-29,2006,Sat,WSH,NL,24,STL,NL,24,1,2,D,Busch Stadium III,39596.0,4,St. Louis,66.0,0.673,Cardinals,45494.0,Cardinals,100,1,1
2006-04-30,2006,Sun,CHW,AL,24,LAA,AL,25,6,5,D,Angel Stadium,44135.0,4,Los Angeles,71.2,0.0,Angels,45050.0,Angels,95,1,1
2006-04-30,2006,Sun,SEA,AL,26,BAL,AL,26,4,3,D,Camden Yards,32421.0,4,Baltimore,66.7,0.0,Orioles,45971.0,Orioles,74,0,0
2006-04-30,2006,Sun,TEX,AL,25,CLE,AL,25,8,4,N,Progressive Field,22989.0,4,Cleveland,68.5,0.0,Indians,43000.0,Indians,93,0,0
2006-04-30,2006,Sun,MIN,AL,24,DET,AL,25,0,6,D,Comerica Park,24323.0,4,Detroit,63.8,0.0,Tigers,41083.0,Tigers,71,0,0
2006-04-30,2006,Sun,OAK,AL,24,KC,AL,22,13,6,D,Kauffman Stadium,15224.0,4,Kansas City,65.4,0.327,Royals,37903.0,Royals,56,0,0
2006-04-30,2006,Sun,TOR,AL,23,NYY,AL,23,1,4,D,Old Yankee Stadium,52954.0,4,New York,66.5,0.0,Yankees,56937.0,Yankees,95,1,1
2006-04-30,2006,Sun,BOS,AL,25,TB,AL,25,4,5,D,Tropicana Field,26690.0,4,Tampa Bay,,,Rays,42735.0,Rays,67,0,0
2006-04-30,2006,Sun,NYM,NL,24,ATL,NL,24,5,8,D,Turner Field,35245.0,4,Atlanta,64.1,0.087,Braves,49586.0,Braves,90,1,1
2006-04-30,2006,Sun,MIL,NL,25,CHC,NL,23,9,0,D,Wrigley Field,39229.0,4,Chicago,57.1,0.925,Cubs,41072.0,Cubs,79,0,0
2006-04-30,2006,Sun,HOU,NL,24,CIN,NL,25,3,2,D,Great American Ball Park,22814.0,4,Cincinatti,68.0,0.339,Reds,42319.0,Reds,73,0,0
2006-04-30,2006,Sun,COL,NL,25,MIA,NL,22,3,1,D,Sun Life Stadium,13259.0,4,Miami,76.6,0.0,Marlins,47662.0,Marlins,83,0,0
2006-04-30,2006,Sun,PHI,NL,24,PIT,NL,26,5,1,D,PNC Park,22320.0,4,Pittsburgh,67.9,0.0,Pirates,38362.0,Pirates,67,0,0
2006-04-30,2006,Sun,LAD,NL,25,SD,NL,24,5,6,D,Petco Park,38116.0,4,San Diego,65.8,0.0,Padres,42445.0,Padres,82,1,1
2006-04-30,2006,Sun,ARI,NL,25,SF,NL,24,8,2,D,AT&T Park,38266.0,4,San Francisco,69.7,0.0,Giants,41915.0,Giants,75,0,0
2006-04-30,2006,Sun,WSH,NL,25,STL,NL,25,2,9,D,Busch Stadium III,39383.0,4,St. Louis,71.1,0.638,Cardinals,45494.0,Cardinals,100,1,1
2006-05-01,2006,Mon,OAK,AL,25,LAA,AL,26,1,0,N,Angel Stadium,41721.0,4,Los Angeles,71.2,0.0,Angels,45050.0,Angels,95,1,1
2006-05-01,2006,Mon,TOR,AL,24,BAL,AL,27,9,7,N,Camden Yards,14315.0,4,Baltimore,68.6,0.0,Orioles,45971.0,Orioles,74,0,0
2006-05-01,2006,Mon,NYY,AL,24,BOS,AL,26,3,7,N,Fenway Park,36339.0,4,Boston,52.1,0.024,Red Sox,37731.0,Red Sox,95,1,0
2006-05-01,2006,Mon,CHW,AL,25,CLE,AL,26,8,6,N,Progressive Field,17845.0,4,Cleveland,69.0,0.0,Indians,43000.0,Indians,93,0,0
2006-05-01,2006,Mon,KC,AL,23,DET,AL,26,2,3,N,Comerica Park,9597.0,4,Detroit,64.7,0.024,Tigers,41083.0,Tigers,71,0,0
2006-05-01,2006,Mon,SEA,AL,27,MIN,AL,25,8,2,N,Metrodome,11796.0,4,Minnesota,,,Twins,55000.0,Twins,83,0,0
2006-05-01,2006,Mon,TEX,AL,26,TB,AL,26,3,0,N,Tropicana Field,7295.0,4,Tampa Bay,,,Rays,42735.0,Rays,67,0,0
2006-05-01,2006,Mon,LAD,NL,26,ARI,NL,26,2,3,N,Chase Field,20099.0,4,Arizona,,,Diamondbacks,48686.0,Diamondbacks,77,0,0
2006-05-01,2006,Mon,COL,NL,26,ATL,NL,25,0,2,N,Turner Field,19212.0,4,Atlanta,72.4,0.0,Braves,49586.0,Braves,90,1,1
2006-05-01,2006,Mon,PIT,NL,27,CHC,NL,24,1,2,N,Wrigley Field,36602.0,4,Chicago,62.4,0.102,Cubs,41072.0,Cubs,79,0,0
2006-05-01,2006,Mon,STL,NL,26,CIN,NL,26,1,6,N,Great American Ball Park,20900.0,4,Cincinatti,70.3,0.319,Reds,42319.0,Reds,73,0,0
2006-05-01,2006,Mon,PHI,NL,25,MIA,NL,23,8,5,N,Sun Life Stadium,6017.0,4,Miami,79.8,0.0,Marlins,47662.0,Marlins,83,0,0
2006-05-01,2006,Mon,HOU,NL,25,MIL,NL,26,2,4,N,Miller Park,12258.0,4,Miluakee,,,Brewers,41900.0,Brewers,81,0,0
2006-05-01,2006,Mon,WSH,NL,26,NYM,NL,25,1,2,N,Shea Stadium,28310.0,4,New York,66.4,0.0,Mets,57333.0,Mets,83,0,0
2006-05-01,2006,Mon,SD,NL,25,SF,NL,25,10,4,N,AT&T Park,33780.0,4,San Francisco,70.5,0.0,Giants,41915.0,Giants,75,0,0
2006-05-02,2006,Tue,OAK,AL,26,LAA,AL,27,10,3,D,Angel Stadium,35943.0,4,Los Angeles,68.6,0.0,Angels,45050.0,Angels,95,1,1
2006-05-02,2006,Tue,TOR,AL,25,BAL,AL,28,2,9,N,Camden Yards,15795.0,5,Baltimore,76.6,0.0,Orioles,45971.0,Orioles,74,0,0
2006-05-02,2006,Tue,CHW,AL,26,CLE,AL,27,1,7,D,Progressive Field,22630.0,4,Cleveland,66.2,0.232,Indians,43000.0,Indians,93,0,0
2006-05-02,2006,Tue,KC,AL,24,DET,AL,27,1,4,N,Comerica Park,12415.0,4,Detroit,61.1,0.398,Tigers,41083.0,Tigers,71,0,0
2006-05-02,2006,Tue,SEA,AL,28,MIN,AL,26,1,5,N,Metrodome,14513.0,4,Minnesota,,,Twins,55000.0,Twins,83,0,0
2006-05-02,2006,Tue,TEX,AL,27,TB,AL,27,7,5,N,Tropicana Field,7147.0,4,Tampa Bay,,,Rays,42735.0,Rays,67,0,0
2006-05-02,2006,Tue,LAD,NL,27,ARI,NL,27,8,10,N,Chase Field,23198.0,4,Arizona,,,Diamondbacks,48686.0,Diamondbacks,77,0,0
2006-05-02,2006,Tue,COL,NL,27,ATL,NL,26,4,5,N,Turner Field,22813.0,4,Atlanta,80.1,0.0,Braves,49586.0,Braves,90,1,1
2006-05-02,2006,Tue,PIT,NL,28,CHC,NL,25,8,0,D,Wrigley Field,39110.0,4,Chicago,62.6,0.244,Cubs,41072.0,Cubs,79,0,0
2006-05-02,2006,Tue,STL,NL,27,CIN,NL,27,2,3,D,Great American Ball Park,25127.0,4,Cincinatti,69.6,0.469,Reds,42319.0,Reds,73,0,0
2006-05-02,2006,Tue,PHI,NL,26,MIA,NL,24,7,5,N,Sun Life Stadium,6652.0,4,Miami,80.0,0.0,Marlins,47662.0,Marlins,83,0,0
2006-05-02,2006,Tue,HOU,NL,26,MIL,NL,27,8,5,N,Miller Park,12664.0,4,Miluakee,,,Brewers,41900.0,Brewers,81,0,0
2006-05-02,2006,Tue,WSH,NL,27,NYM,NL,26,6,2,N,Shea Stadium,34046.0,4,New York,63.6,0.0,Mets,57333.0,Mets,83,0,0
2006-05-02,2006,Tue,SD,NL,26,SF,NL,26,5,3,D,AT&T Park,34641.0,4,San Francisco,70.7,0.0,Giants,41915.0,Giants,75,0,0
2006-05-03,2006,Wed,TOR,AL,26,BOS,AL,27,7,6,N,Fenway Park,35881.0,4,Boston,50.2,0.366,Red Sox,37731.0,Red Sox,95,1,0
2006-05-03,2006,Wed,SEA,AL,29,CHW,AL,27,5,6,N,US Cellular Field,27569.0,4,Chicago,71.8,0.0,White Sox,40615.0,White Sox,99,1,1
2006-05-03,2006,Wed,LAA,AL,28,DET,AL,28,1,2,N,Comerica Park,17171.0,5,Detroit,72.3,0.004,Tigers,41083.0,Tigers,71,0,0
2006-05-03,2006,Wed,KC,AL,25,MIN,AL,27,1,6,N,Metrodome,15996.0,4,Minnesota,,,Twins,55000.0,Twins,83,0,0
2006-05-03,2006,Wed,CLE,AL,28,OAK,AL,27,14,3,N,Coliseum,18248.0,4,Oakland,62.3,0.0,Athletics,47170.0,Athletics,88,0,0
2006-05-03,2006,Wed,NYY,AL,25,TB,AL,28,4,2,N,Tropicana Field,17059.0,5,Tampa Bay,,,Rays,42735.0,Rays,67,0,0
2006-05-03,2006,Wed,BAL,AL,29,TEX,AL,28,1,2,N,Globe Life Field,23783.0,5,Texas,84.2,0.012,Rangers,48114.0,Rangers,79,0,0
2006-05-03,2006,Wed,CHC,NL,26,ARI,NL,28,1,5,N,Chase Field,25331.0,5,Arizona,,,Diamondbacks,48686.0,Diamondbacks,77,0,0
2006-05-03,2006,Wed,CIN,NL,28,COL,NL,28,0,3,N,Coors Field,18214.0,5,Colorado,72.3,0.067,Rockies,50144.0,Rockies,67,0,0
2006-05-03,2006,Wed,STL,NL,28,HOU,NL,27,4,5,N,Minute Maid Park,37305.0,4,Houston,87.0,0.016,Astros,41168.0,Astros,89,1,0
2006-05-03,2006,Wed,SD,NL,27,LAD,NL,28,11,5,N,Dodger Stadium,33352.0,5,Los Angeles,68.7,0.0,Dodgers,56000.0,Dodgers,71,0,0
2006-05-03,2006,Wed,SF,NL,27,MIL,NL,28,2,0,N,Miller Park,17358.0,5,Miluakee,,,Brewers,41900.0,Brewers,81,0,0
2006-05-03,2006,Wed,PIT,NL,29,NYM,NL,27,3,4,N,Shea Stadium,33668.0,4,New York,65.5,0.039,Mets,57333.0,Mets,83,0,0
2006-05-03,2006,Wed,ATL,NL,27,PHI,NL,27,4,5,N,Citizens Bank Park,26443.0,4,Philadelphia,73.8,0.0,Phillies,43651.0,Phillies,88,0,0
2006-05-03,2006,Wed,MIA,NL,25,WSH,NL,28,6,5,N,RFK Stadium,21918.0,5,"Washington, D.C.",76.8,0.0,Nationals,45596.0,Nationals,81,0,0
2006-05-04,2006,Thu,TOR,AL,27,BOS,AL,28,4,7,N,Fenway Park,36396.0,5,Boston,68.1,0.0,Red Sox,37731.0,Red Sox,95,1,0
2006-05-04,2006,Thu,SEA,AL,30,CHW,AL,28,1,4,D,US Cellular Field,26313.0,5,Chicago,62.0,0.0,White Sox,40615.0,White Sox,99,1,1
2006-05-04,2006,Thu,LAA,AL,29,DET,AL,29,7,2,D,Comerica Park,24879.0,5,Detroit,72.0,0.0,Tigers,41083.0,Tigers,71,0,0
2006-05-04,2006,Thu,KC,AL,26,MIN,AL,28,1,0,N,Metrodome,11803.0,5,Minnesota,,,Twins,55000.0,Twins,83,0,0
2006-05-04,2006,Thu,CLE,AL,29,OAK,AL,28,4,12,D,Coliseum,14695.0,5,Oakland,67.2,0.0,Athletics,47170.0,Athletics,88,0,0
2006-05-04,2006,Thu,NYY,AL,26,TB,AL,29,10,5,N,Tropicana Field,22164.0,5,Tampa Bay,,,Rays,42735.0,Rays,67,0,0
2006-05-04,2006,Thu,BAL,AL,30,TEX,AL,29,2,8,N,Globe Life Field,21962.0,5,Texas,80.9,0.295,Rangers,48114.0,Rangers,79,0,0
2006-05-04,2006,Thu,CHC,NL,27,ARI,NL,29,0,6,N,Chase Field,24552.0,5,Arizona,,,Diamondbacks,48686.0,Diamondbacks,77,0,0
2006-05-04,2006,Thu,CIN,NL,29,COL,NL,29,7,1,N,Coors Field,18204.0,5,Colorado,59.0,0.173,Rockies,50144.0,Rockies,67,0,0
2006-05-04,2006,Thu,STL,NL,29,HOU,NL,28,3,4,N,Minute Maid Park,37290.0,5,Houston,85.8,0.051,Astros,41168.0,Astros,89,1,0
2006-05-04,2006,Thu,SD,NL,28,LAD,NL,29,3,0,N,Dodger Stadium,34137.0,5,Los Angeles,66.1,0.035,Dodgers,56000.0,Dodgers,71,0,0
2006-05-04,2006,Thu,SF,NL,28,MIL,NL,29,4,7,D,Miller Park,21038.0,5,Miluakee,,,Brewers,41900.0,Brewers,81,0,0
2006-05-04,2006,Thu,PIT,NL,30,NYM,NL,28,0,6,N,Shea Stadium,30756.0,5,New York,77.3,0.0,Mets,57333.0,Mets,83,0,0
2006-05-04,2006,Thu,ATL,NL,28,PHI,NL,28,3,6,N,Citizens Bank Park,24842.0,5,Philadelphia,80.6,0.0,Phillies,43651.0,Phillies,88,0,0
2006-05-04,2006,Thu,MIA,NL,26,WSH,NL,29,11,3,N,RFK Stadium,20984.0,5,"Washington, D.C.",83.5,0.0,Nationals,45596.0,Nationals,81,0,0
2006-05-05,2006,Fri,BAL,AL,31,BOS,AL,29,3,6,N,Fenway Park,36515.0,5,Boston,76.3,0.0,Red Sox,37731.0,Red Sox,95,1,0
2006-05-05,2006,Fri,KC,AL,27,CHW,AL,29,5,4,N,US Cellular Field,33628.0,5,Chicago,57.5,0.0,White Sox,40615.0,White Sox,99,1,1
2006-05-05,2006,Fri,DET,AL,30,MIN,AL,29,9,6,N,Metrodome,23892.0,5,Minnesota,,,Twins,55000.0,Twins,83,0,0
2006-05-05,2006,Fri,TB,AL,30,OAK,AL,29,3,1,N,Coliseum,12552.0,5,Oakland,62.6,0.0,Athletics,47170.0,Athletics,88,0,0
2006-05-05,2006,Fri,CLE,AL,30,SEA,AL,31,9,4,N,Safeco Field,32998.0,5,Seattle,72.4,0.0,Mariners,47943.0,Mariners,69,0,0
2006-05-05,2006,Fri,NYY,AL,27,TEX,AL,30,8,7,N,Globe Life Field,39002.0,5,Texas,76.3,0.157,Rangers,48114.0,Rangers,79,0,0
2006-05-05,2006,Fri,LAA,AL,30,TOR,AL,28,3,13,N,Rogers Centre,22227.0,5,Toronto,,,Blue Jays,49282.0,Blue Jays,80,0,0
2006-05-05,2006,Fri,CIN,NL,30,ARI,NL,30,1,7,N,Chase Field,21072.0,5,Arizona,,,Diamondbacks,48686.0,Diamondbacks,77,0,0
2006-05-05,2006,Fri,HOU,NL,29,COL,NL,30,4,5,N,Coors Field,20327.0,5,Colorado,53.0,0.15,Rockies,50144.0,Rockies,67,0,0
2006-05-05,2006,Fri,STL,NL,30,MIA,NL,27,7,2,N,Sun Life Stadium,13266.0,4,Miami,85.4,0.0,Marlins,47662.0,Marlins,83,0,0
2006-05-05,2006,Fri,MIL,NL,30,LAD,NL,30,3,4,N,Dodger Stadium,47731.0,5,Los Angeles,69.2,0.0,Dodgers,56000.0,Dodgers,71,0,0
2006-05-05,2006,Fri,ATL,NL,29,NYM,NL,29,7,8,N,Shea Stadium,47720.0,5,New York,76.6,0.0,Mets,57333.0,Mets,83,0,0
2006-05-05,2006,Fri,SF,NL,29,PHI,NL,29,3,8,N,Citizens Bank Park,37269.0,5,Philadelphia,79.1,0.0,Phillies,43651.0,Phillies,88,0,0
2006-05-05,2006,Fri,CHC,NL,28,SD,NL,29,0,1,N,Petco Park,37123.0,5,San Diego,64.9,0.0,Padres,42445.0,Padres,82,1,1
2006-05-05,2006,Fri,PIT,NL,31,WSH,NL,30,0,6,N,RFK Stadium,21059.0,5,"Washington, D.C.",81.5,0.016,Nationals,45596.0,Nationals,81,0,0
2006-05-06,2006,Sat,BAL,AL,32,BOS,AL,30,3,9,N,Fenway Park,36507.0,5,Boston,72.2,0.02,Red Sox,37731.0,Red Sox,95,1,0
2006-05-06,2006,Sat,KC,AL,28,CHW,AL,30,2,9,N,US Cellular Field,38593.0,5,Chicago,52.1,0.0,White Sox,40615.0,White Sox,99,1,1
2006-05-06,2006,Sat,DET,AL,31,MIN,AL,30,6,7,N,Metrodome,20907.0,5,Minnesota,,,Twins,55000.0,Twins,83,0,0
2006-05-06,2006,Sat,TB,AL,31,OAK,AL,30,2,3,D,Coliseum,25080.0,5,Oakland,64.9,0.0,Athletics,47170.0,Athletics,88,0,0
2006-05-06,2006,Sat,CLE,AL,31,SEA,AL,32,1,4,N,Safeco Field,28672.0,5,Seattle,55.2,0.047,Mariners,47943.0,Mariners,69,0,0
2006-05-06,2006,Sat,NYY,AL,28,TEX,AL,31,6,1,N,Globe Life Field,48634.0,5,Texas,73.0,1.874,Rangers,48114.0,Rangers,79,0,0
2006-05-06,2006,Sat,LAA,AL,31,TOR,AL,29,3,0,D,Rogers Centre,29761.0,5,Toronto,,,Blue Jays,49282.0,Blue Jays,80,0,0
2006-05-06,2006,Sat,CIN,NL,31,ARI,NL,31,1,3,N,Chase Field,27398.0,5,Arizona,,,Diamondbacks,48686.0,Diamondbacks,77,0,0
2006-05-06,2006,Sat,HOU,NL,30,COL,NL,31,0,5,N,Coors Field,26358.0,5,Colorado,65.4,0.0,Rockies,50144.0,Rockies,67,0,0
2006-05-06,2006,Sat,STL,NL,31,MIA,NL,28,7,6,N,Sun Life Stadium,14369.0,5,Miami,84.5,0.0,Marlins,47662.0,Marlins,83,0,0
2006-05-06,2006,Sat,MIL,NL,31,LAD,NL,31,4,5,N,Dodger Stadium,46087.0,5,Los Angeles,70.6,0.0,Dodgers,56000.0,Dodgers,71,0,0
2006-05-06,2006,Sat,ATL,NL,30,NYM,NL,30,5,6,D,Shea Stadium,48369.0,5,New York,73.2,0.0,Mets,57333.0,Mets,83,0,0
2006-05-06,2006,Sat,SF,NL,30,PHI,NL,30,1,4,N,Citizens Bank Park,44042.0,5,Philadelphia,77.8,0.0,Phillies,43651.0,Phillies,88,0,0
2006-05-06,2006,Sat,CHC,NL,29,SD,NL,30,1,2,N,Petco Park,37745.0,5,San Diego,65.8,0.0,Padres,42445.0,Padres,82,1,1
2006-05-06,2006,Sat,PIT,NL,32,WSH,NL,31,5,4,N,RFK Stadium,29953.0,5,"Washington, D.C.",79.4,0.02,Nationals,45596.0,Nationals,81,0,0
2006-05-07,2006,Sun,BAL,AL,33,BOS,AL,31,3,10,D,Fenway Park,36022.0,5,Boston,62.5,0.0,Red Sox,37731.0,Red Sox,95,1,0
2006-05-07,2006,Sun,KC,AL,29,CHW,AL,31,2,3,D,US Cellular Field,38870.0,5,Chicago,64.2,0.0,White Sox,40615.0,White Sox,99,1,1
2006-05-07,2006,Sun,DET,AL,32,MIN,AL,31,2,4,D,Metrodome,20548.0,5,Minnesota,,,Twins,55000.0,Twins,83,0,0
2006-05-07,2006,Sun,TB,AL,32,OAK,AL,31,3,2,D,Coliseum,22837.0,5,Oakland,73.1,0.0,Athletics,47170.0,Athletics,88,0,0
2006-05-07,2006,Sun,CLE,AL,32,SEA,AL,33,2,0,D,Safeco Field,35562.0,5,Seattle,55.0,0.307,Mariners,47943.0,Mariners,69,0,0
2006-05-07,2006,Sun,NYY,AL,29,TEX,AL,32,8,5,D,Globe Life Field,46013.0,5,Texas,73.5,0.016,Rangers,48114.0,Rangers,79,0,0
2006-05-07,2006,Sun,LAA,AL,32,TOR,AL,30,1,3,D,Rogers Centre,24351.0,5,Toronto,,,Blue Jays,49282.0,Blue Jays,80,0,0
2006-05-07,2006,Sun,CIN,NL,32,ARI,NL,32,9,8,D,Chase Field,27707.0,5,Arizona,,,Diamondbacks,48686.0,Diamondbacks,77,0,0
2006-05-07,2006,Sun,HOU,NL,31,COL,NL,32,3,5,D,Coors Field,30270.0,5,Colorado,68.9,0.008,Rockies,50144.0,Rockies,67,0,0
2006-05-07,2006,Sun,STL,NL,32,MIA,NL,29,9,1,D,Sun Life Stadium,13057.0,5,Miami,84.0,0.0,Marlins,47662.0,Marlins,83,0,0
2006-05-07,2006,Sun,MIL,NL,32,LAD,NL,32,2,10,D,Dodger Stadium,53532.0,5,Los Angeles,74.6,0.0,Dodgers,56000.0,Dodgers,71,0,0
2006-05-07,2006,Sun,ATL,NL,31,NYM,NL,31,13,3,D,Shea Stadium,48100.0,5,New York,63.6,0.0,Mets,57333.0,Mets,83,0,0
2006-05-07,2006,Sun,SF,NL,31,PHI,NL,31,5,9,N,Citizens Bank Park,39315.0,5,Philadelphia,66.8,0.0,Phillies,43651.0,Phillies,88,0,0
2006-05-07,2006,Sun,CHC,NL,30,SD,NL,31,3,6,D,Petco Park,39847.0,5,San Diego,64.3,0.0,Padres,42445.0,Padres,82,1,1
2006-05-07,2006,Sun,PIT,NL,33,WSH,NL,32,4,5,D,RFK Stadium,30659.0,5,"Washington, D.C.",67.1,0.138,Nationals,45596.0,Nationals,81,0,0
2006-05-08,2006,Mon,CLE,AL,33,KC,AL,30,3,4,N,Kauffman Stadium,9029.0,5,Kansas City,68.9,0.122,Royals,37903.0,Royals,56,0,0
2006-05-08,2006,Mon,TB,AL,33,SEA,AL,34,3,6,N,Safeco Field,16102.0,5,Seattle,54.8,0.071,Mariners,47943.0,Mariners,69,0,0
2006-05-08,2006,Mon,MIN,AL,32,TEX,AL,33,4,6,N,Globe Life Field,18608.0,5,Texas,82.0,0.02,Rangers,48114.0,Rangers,79,0,0
2006-05-08,2006,Mon,LAA,AL,33,TOR,AL,31,1,5,N,Rogers Centre,18611.0,5,Toronto,,,Blue Jays,49282.0,Blue Jays,80,0,0
2006-05-08,2006,Mon,CHC,NL,31,SD,NL,32,3,8,N,Petco Park,24139.0,5,San Diego,63.9,0.0,Padres,42445.0,Padres,82,1,1
2006-05-08,2006,Mon,HOU,NL,32,SF,NL,32,5,7,N,AT&T Park,36342.0,5,San Francisco,69.3,0.0,Giants,41915.0,Giants,75,0,0
2006-05-08,2006,Mon,COL,NL,33,STL,NL,33,6,2,N,Busch Stadium III,39007.0,5,St. Louis,70.2,0.004,Cardinals,45494.0,Cardinals,100,1,1
2006-05-09,2006,Tue,DET,AL,33,BAL,AL,34,6,7,N,Camden Yards,16566.0,5,Baltimore,71.2,0.0,Orioles,45971.0,Orioles,74,0,0
2006-05-09,2006,Tue,LAA,AL,34,CHW,AL,32,1,9,N,US Cellular Field,36539.0,5,Chicago,69.0,0.047,White Sox,40615.0,White Sox,99,1,1
