date,year,day_of_week,v_name,v_league,v_game_number,h_name,h_league,h_game_number,v_score,h_score,day_night,park_id,attendance,week,location,temp,precip,home team,capacity,Team,prev_year_wins,made_playoffs,won_division
2012-05-13,2012,Sun,DET,AL,34,OAK,AL,35,3,1,D,Coliseum,17147.0,6,Oakland,65.7,0.0,Athletics,47170.0,Athletics,74,0,0
2012-05-13,2012,Sun,LAA,AL,35,TEX,AL,35,6,13,N,Globe Life Field,46669.0,6,Texas,78.0,0.004,Rangers,48114.0,Rangers,96,1,1
2012-05-13,2012,Sun,SF,NL,34,ARI,NL,35,7,3,D,Chase Field,35430.0,6,Arizona,,,Diamondbacks,48686.0,Diamondbacks,94,1,1
2012-05-13,2012,Sun,WSH,NL,34,CIN,NL,33,6,9,D,Great American Ball Park,28361.0,5,Cincinatti,69.5,0.748,Reds,42319.0,Reds,79,0,0
2012-05-13,2012,Sun,COL,NL,33,LAD,NL,34,5,11,D,Dodger Stadium,49124.0,5,Los Angeles,79.6,0.0,Dodgers,56000.0,Dodgers,82,0,0
2012-05-13,2012,Sun,NYM,NL,34,MIA,NL,34,4,8,D,Marlins Park,26401.0,5,Miami,80.5,0.035,Marlins,36742.0,Marlins,72,0,0
2012-05-13,2012,Sun,CHC,NL,34,MIL,NL,34,8,2,D,Miller Park,42167.0,5,Miluakee,,,Brewers,41900.0,Brewers,96,1,1
2012-05-13,2012,Sun,SD,NL,35,PHI,NL,35,2,3,D,Citizens Bank Park,45442.0,6,Philadelphia,80.5,0.0,Phillies,43651.0,Phillies,102,1,1
2012-05-13,2012,Sun,HOU,NL,34,PIT,NL,34,2,3,D,PNC Park,27517.0,5,Pittsburgh,71.4,0.114,Pirates,38362.0,Pirates,72,0,0
2012-05-13,2012,Sun,ATL,NL,35,STL,NL,34,7,4,D,Busch Stadium III,45729.0,5,St. Louis,75.4,0.0,Cardinals,45494.0,Cardinals,90,1,0
2012-05-14,2012,Mon,OAK,AL,36,LAA,AL,36,5,0,N,Angel Stadium,32851.0,6,Los Angeles,75.2,0.0,Angels,45050.0,Angels,86,0,0
2012-05-14,2012,Mon,NYY,AL,35,BAL,AL,36,8,5,N,Camden Yards,16492.0,6,Baltimore,67.3,0.264,Orioles,45971.0,Orioles,69,0,0
2012-05-14,2012,Mon,SEA,AL,37,BOS,AL,35,1,6,N,Fenway Park,37334.0,6,Boston,68.5,0.004,Red Sox,37731.0,Red Sox,90,0,0
2012-05-14,2012,Mon,DET,AL,35,CHW,AL,36,5,7,N,US Cellular Field,23538.0,6,Chicago,72.7,0.0,White Sox,40615.0,White Sox,79,0,0
2012-05-14,2012,Mon,CLE,AL,35,MIN,AL,35,5,4,N,Target Field,32313.0,6,Minnesota,,,Twins,38544.0,Twins,63,0,0
2012-05-14,2012,Mon,KC,AL,34,TEX,AL,36,3,1,N,Globe Life Field,38702.0,6,Texas,78.9,0.0,Rangers,48114.0,Rangers,96,1,1
2012-05-14,2012,Mon,TB,AL,36,TOR,AL,36,7,1,N,Rogers Centre,15289.0,6,Toronto,,,Blue Jays,49282.0,Blue Jays,81,0,0
2012-05-14,2012,Mon,CIN,NL,34,ATL,NL,36,3,1,N,Turner Field,19697.0,6,Atlanta,76.4,0.358,Braves,49586.0,Braves,89,0,0
2012-05-14,2012,Mon,ARI,NL,36,LAD,NL,35,1,3,N,Dodger Stadium,24312.0,6,Los Angeles,80.6,0.0,Dodgers,56000.0,Dodgers,82,0,0
2012-05-14,2012,Mon,PIT,NL,35,MIA,NL,35,3,2,N,Marlins Park,25666.0,6,Miami,82.5,0.063,Marlins,36742.0,Marlins,72,0,0
2012-05-14,2012,Mon,MIL,NL,35,NYM,NL,35,1,3,N,Citi Field,20061.0,6,New York,69.4,0.0,Mets,41922.0,Mets,77,0,0
2012-05-14,2012,Mon,HOU,NL,35,PHI,NL,36,1,5,N,Citizens Bank Park,43824.0,6,Philadelphia,68.9,0.063,Phillies,43651.0,Phillies,102,1,1
2012-05-14,2012,Mon,COL,NL,34,SF,NL,35,2,3,N,AT&T Park,41254.0,6,San Francisco,62.1,0.0,Giants,41915.0,Giants,86,0,0
2012-05-14,2012,Mon,CHC,NL,35,STL,NL,35,6,4,N,Busch Stadium III,44276.0,6,St. Louis,76.9,0.0,Cardinals,45494.0,Cardinals,90,1,0
2012-05-14,2012,Mon,SD,NL,36,WSH,NL,35,5,8,N,Nationals Park,19434.0,6,"Washington, D.C.",69.3,0.256,Nationals,41339.0,Nationals,80,0,0
2012-05-15,2012,Tue,OAK,AL,37,LAA,AL,37,0,4,D,Angel Stadium,31762.0,6,Los Angeles,74.0,0.0,Angels,45050.0,Angels,86,0,0
2012-05-15,2012,Tue,NYY,AL,36,BAL,AL,37,2,5,N,Camden Yards,24055.0,6,Baltimore,76.2,0.374,Orioles,45971.0,Orioles,69,0,0
2012-05-15,2012,Tue,SEA,AL,38,BOS,AL,36,0,5,D,Fenway Park,37292.0,6,Boston,70.8,0.575,Red Sox,37731.0,Red Sox,90,0,0
2012-05-15,2012,Tue,DET,AL,36,CHW,AL,37,10,8,D,US Cellular Field,21473.0,6,Chicago,78.0,0.0,White Sox,40615.0,White Sox,79,0,0
2012-05-15,2012,Tue,CLE,AL,36,MIN,AL,36,5,0,D,Target Field,35732.0,6,Minnesota,,,Twins,38544.0,Twins,63,0,0
2012-05-15,2012,Tue,KC,AL,35,TEX,AL,37,7,4,N,Globe Life Field,37210.0,6,Texas,79.9,0.0,Rangers,48114.0,Rangers,96,1,1
2012-05-15,2012,Tue,TB,AL,37,TOR,AL,37,4,3,N,Rogers Centre,15612.0,6,Toronto,,,Blue Jays,49282.0,Blue Jays,81,0,0
2012-05-15,2012,Tue,CIN,NL,35,ATL,NL,37,2,6,N,Turner Field,21530.0,6,Atlanta,76.9,0.004,Braves,49586.0,Braves,89,0,0
2012-05-15,2012,Tue,ARI,NL,37,LAD,NL,36,5,1,N,Dodger Stadium,47077.0,6,Los Angeles,79.2,0.0,Dodgers,56000.0,Dodgers,82,0,0
2012-05-15,2012,Tue,PIT,NL,36,MIA,NL,36,2,6,N,Marlins Park,24242.0,6,Miami,82.2,0.22,Marlins,36742.0,Marlins,72,0,0
2012-05-15,2012,Tue,MIL,NL,36,NYM,NL,36,8,0,N,Citi Field,22268.0,6,New York,63.6,0.354,Mets,41922.0,Mets,77,0,0
2012-05-15,2012,Tue,HOU,NL,36,PHI,NL,37,3,4,D,Citizens Bank Park,43781.0,6,Philadelphia,73.2,0.327,Phillies,43651.0,Phillies,102,1,1
2012-05-15,2012,Tue,COL,NL,35,SF,NL,36,5,4,N,AT&T Park,41332.0,6,San Francisco,62.2,0.0,Giants,41915.0,Giants,86,0,0
2012-05-15,2012,Tue,CHC,NL,36,STL,NL,36,6,7,D,Busch Stadium III,45538.0,6,St. Louis,80.0,0.0,Cardinals,45494.0,Cardinals,90,1,0
2012-05-15,2012,Tue,SD,NL,37,WSH,NL,36,6,1,D,Nationals Park,23902.0,6,"Washington, D.C.",78.3,0.315,Nationals,41339.0,Nationals,80,0,0
2012-05-16,2012,Wed,CHW,AL,38,LAA,AL,38,2,7,N,Angel Stadium,39027.0,6,Los Angeles,79.0,0.0,Angels,45050.0,Angels,86,0,0
2012-05-16,2012,Wed,SEA,AL,39,CLE,AL,37,3,9,N,Progressive Field,12092.0,6,Cleveland,64.0,0.098,Indians,43000.0,Indians,80,0,0
2012-05-16,2012,Wed,MIN,AL,37,DET,AL,37,11,7,N,Comerica Park,33955.0,6,Detroit,63.8,0.185,Tigers,41083.0,Tigers,95,1,1
2012-05-16,2012,Wed,BAL,AL,38,KC,AL,36,4,3,N,Kauffman Stadium,17949.0,6,Kansas City,76.0,0.0,Royals,37903.0,Royals,71,0,0
2012-05-16,2012,Wed,BOS,AL,37,TB,AL,38,1,2,N,Tropicana Field,20843.0,6,Tampa Bay,,,Rays,42735.0,Rays,91,1,0
2012-05-16,2012,Wed,OAK,AL,38,TEX,AL,38,1,4,N,Globe Life Field,46370.0,6,Texas,84.2,0.0,Rangers,48114.0,Rangers,96,1,1
2012-05-16,2012,Wed,NYY,AL,37,TOR,AL,38,1,8,N,Rogers Centre,28915.0,6,Toronto,,,Blue Jays,49282.0,Blue Jays,81,0,0
2012-05-16,2012,Wed,MIA,NL,37,ATL,NL,38,8,4,N,Turner Field,21106.0,6,Atlanta,79.7,0.0,Braves,49586.0,Braves,89,0,0
2012-05-16,2012,Wed,PHI,NL,38,CHC,NL,37,9,2,N,Wrigley Field,38678.0,6,Chicago,75.6,0.004,Cubs,41072.0,Cubs,71,0,0
2012-05-16,2012,Wed,ARI,NL,38,COL,NL,36,1,6,N,Coors Field,32162.0,6,Colorado,81.9,0.0,Rockies,50144.0,Rockies,73,0,0
2012-05-16,2012,Wed,MIL,NL,37,HOU,NL,37,3,8,N,Minute Maid Park,15453.0,6,Houston,81.0,0.0,Astros,41168.0,Astros,56,0,0
2012-05-16,2012,Wed,CIN,NL,36,NYM,NL,37,6,3,N,Citi Field,22659.0,6,New York,76.5,0.004,Mets,41922.0,Mets,77,0,0
2012-05-16,2012,Wed,LAD,NL,37,SD,NL,38,2,4,D,Petco Park,21019.0,6,San Diego,70.3,0.0,Padres,42445.0,Padres,71,0,0
2012-05-16,2012,Wed,STL,NL,37,SF,NL,37,4,1,N,AT&T Park,41324.0,6,San Francisco,61.5,0.0,Giants,41915.0,Giants,86,0,0
2012-05-16,2012,Wed,PIT,NL,37,WSH,NL,37,4,7,N,Nationals Park,25942.0,6,"Washington, D.C.",81.8,0.024,Nationals,41339.0,Nationals,80,0,0
2012-05-17,2012,Thu,CHW,AL,39,LAA,AL,39,6,1,D,Angel Stadium,30786.0,6,Los Angeles,75.4,0.0,Angels,45050.0,Angels,86,0,0
2012-05-17,2012,Thu,SEA,AL,40,CLE,AL,38,5,6,D,Progressive Field,12894.0,6,Cleveland,59.1,0.0,Indians,43000.0,Indians,80,0,0
2012-05-17,2012,Thu,MIN,AL,38,DET,AL,38,4,3,D,Comerica Park,37840.0,6,Detroit,62.9,0.0,Tigers,41083.0,Tigers,95,1,1
2012-05-17,2012,Thu,BAL,AL,39,KC,AL,37,5,3,D,Kauffman Stadium,31076.0,6,Kansas City,81.2,0.0,Royals,37903.0,Royals,71,0,0
2012-05-17,2012,Thu,BOS,AL,38,TB,AL,39,5,3,N,Tropicana Field,19842.0,6,Tampa Bay,,,Rays,42735.0,Rays,91,1,0
2012-05-17,2012,Thu,OAK,AL,39,TEX,AL,39,5,4,D,Globe Life Field,47182.0,6,Texas,86.1,0.0,Rangers,48114.0,Rangers,96,1,1
2012-05-17,2012,Thu,NYY,AL,38,TOR,AL,39,1,4,N,Rogers Centre,31266.0,6,Toronto,,,Blue Jays,49282.0,Blue Jays,81,0,0
2012-05-17,2012,Thu,MIA,NL,38,ATL,NL,39,0,7,N,Turner Field,27724.0,6,Atlanta,80.7,0.134,Braves,49586.0,Braves,89,0,0
2012-05-17,2012,Thu,PHI,NL,39,CHC,NL,38,8,7,N,Wrigley Field,37986.0,6,Chicago,67.6,0.0,Cubs,41072.0,Cubs,71,0,0
2012-05-17,2012,Thu,ARI,NL,39,COL,NL,37,9,7,D,Coors Field,32035.0,6,Colorado,77.9,0.0,Rockies,50144.0,Rockies,73,0,0
2012-05-17,2012,Thu,MIL,NL,38,HOU,NL,38,0,4,N,Minute Maid Park,15173.0,6,Houston,85.0,0.0,Astros,41168.0,Astros,56,0,0
2012-05-17,2012,Thu,CIN,NL,37,NYM,NL,38,4,9,D,Citi Field,29943.0,6,New York,70.3,0.0,Mets,41922.0,Mets,77,0,0
2012-05-17,2012,Thu,LAD,NL,38,SD,NL,39,8,1,N,Petco Park,27883.0,6,San Diego,70.4,0.0,Padres,42445.0,Padres,71,0,0
2012-05-17,2012,Thu,STL,NL,38,SF,NL,38,5,7,D,AT&T Park,41225.0,6,San Francisco,64.2,0.0,Giants,41915.0,Giants,86,0,0
2012-05-17,2012,Thu,PIT,NL,38,WSH,NL,38,5,3,N,Nationals Park,25757.0,6,"Washington, D.C.",74.3,0.0,Nationals,41339.0,Nationals,80,0,0
2012-05-18,2012,Fri,MIA,NL,39,CLE,AL,39,3,2,N,Progressive Field,29378.0,6,Cleveland,74.6,0.0,Indians,43000.0,Indians,80,0,0
2012-05-18,2012,Fri,PIT,NL,39,DET,AL,39,0,6,N,Comerica Park,41661.0,6,Detroit,70.4,0.0,Tigers,41083.0,Tigers,95,1,1
2012-05-18,2012,Fri,ARI,NL,40,KC,AL,38,6,4,N,Kauffman Stadium,33694.0,6,Kansas City,84.3,0.0,Royals,37903.0,Royals,71,0,0
2012-05-18,2012,Fri,CIN,NL,38,NYY,AL,39,0,4,N,New Yankee Stadium,42015.0,6,New York,69.4,0.0,Yankees,50287.0,Yankees,97,1,1
2012-05-18,2012,Fri,ATL,NL,40,TB,AL,40,5,3,N,Tropicana Field,19693.0,6,Tampa Bay,,,Rays,42735.0,Rays,91,1,0
2012-05-18,2012,Fri,NYM,NL,39,TOR,AL,40,5,14,N,Rogers Centre,26712.0,6,Toronto,,,Blue Jays,49282.0,Blue Jays,81,0,0
2012-05-18,2012,Fri,CHW,AL,40,CHC,NL,39,3,2,D,Wrigley Field,34937.0,6,Chicago,77.7,0.0,Cubs,41072.0,Cubs,71,0,0
2012-05-18,2012,Fri,SEA,AL,41,COL,NL,38,4,0,N,Coors Field,34887.0,6,Colorado,82.5,0.0,Rockies,50144.0,Rockies,73,0,0
2012-05-18,2012,Fri,TEX,AL,40,HOU,NL,39,4,1,N,Minute Maid Park,34715.0,6,Houston,84.9,0.0,Astros,41168.0,Astros,56,0,0
2012-05-18,2012,Fri,STL,NL,39,LAD,NL,39,5,6,N,Dodger Stadium,40906.0,6,Los Angeles,76.3,0.0,Dodgers,56000.0,Dodgers,82,0,0
2012-05-18,2012,Fri,MIN,AL,39,MIL,NL,39,11,3,N,Miller Park,32421.0,6,Miluakee,,,Brewers,41900.0,Brewers,96,1,1
2012-05-18,2012,Fri,BOS,AL,39,PHI,NL,40,4,6,N,Citizens Bank Park,45205.0,6,Philadelphia,73.7,0.0,Phillies,43651.0,Phillies,102,1,1
2012-05-18,2012,Fri,LAA,AL,40,SD,NL,40,7,2,N,Petco Park,31389.0,6,San Diego,64.9,0.0,Padres,42445.0,Padres,71,0,0
2012-05-18,2012,Fri,OAK,AL,40,SF,NL,39,6,8,N,AT&T Park,41477.0,6,San Francisco,68.3,0.0,Giants,41915.0,Giants,86,0,0
2012-05-18,2012,Fri,BAL,AL,40,WSH,NL,39,2,1,N,Nationals Park,36680.0,6,"Washington, D.C.",74.4,0.0,Nationals,41339.0,Nationals,80,0,0
2012-05-19,2012,Sat,MIA,NL,40,CLE,AL,40,0,2,D,Progressive Field,29799.0,6,Cleveland,81.4,0.0,Indians,43000.0,Indians,80,0,0
2012-05-19,2012,Sat,PIT,NL,40,DET,AL,40,4,3,D,Comerica Park,42953.0,6,Detroit,79.5,0.0,Tigers,41083.0,Tigers,95,1,1
2012-05-19,2012,Sat,ARI,NL,41,KC,AL,39,3,7,N,Kauffman Stadium,27469.0,6,Kansas City,84.3,0.0,Royals,37903.0,Royals,71,0,0
2012-05-19,2012,Sat,CIN,NL,39,NYY,AL,40,6,5,D,New Yankee Stadium,45302.0,6,New York,77.1,0.0,Yankees,50287.0,Yankees,97,1,1
2012-05-19,2012,Sat,ATL,NL,41,TB,AL,41,2,5,D,Tropicana Field,27433.0,6,Tampa Bay,,,Rays,42735.0,Rays,91,1,0
2012-05-19,2012,Sat,NYM,NL,40,TOR,AL,41,0,2,D,Rogers Centre,34962.0,6,Toronto,,,Blue Jays,49282.0,Blue Jays,81,0,0
2012-05-19,2012,Sat,CHW,AL,41,CHC,NL,40,7,4,N,Wrigley Field,40228.0,6,Chicago,84.3,0.0,Cubs,41072.0,Cubs,71,0,0
2012-05-19,2012,Sat,SEA,AL,42,COL,NL,39,10,3,D,Coors Field,30784.0,6,Colorado,74.4,0.22,Rockies,50144.0,Rockies,73,0,0
2012-05-19,2012,Sat,TEX,AL,41,HOU,NL,40,5,6,N,Minute Maid Park,42673.0,6,Houston,85.0,0.0,Astros,41168.0,Astros,56,0,0
2012-05-19,2012,Sat,STL,NL,40,LAD,NL,40,0,6,N,Dodger Stadium,39383.0,6,Los Angeles,80.3,0.0,Dodgers,56000.0,Dodgers,82,0,0
2012-05-19,2012,Sat,MIN,AL,40,MIL,NL,40,5,4,D,Miller Park,42398.0,6,Miluakee,,,Brewers,41900.0,Brewers,96,1,1
2012-05-19,2012,Sat,BOS,AL,40,PHI,NL,41,7,5,N,Citizens Bank Park,45656.0,6,Philadelphia,80.2,0.0,Phillies,43651.0,Phillies,102,1,1
2012-05-19,2012,Sat,LAA,AL,41,SD,NL,41,2,3,N,Petco Park,43427.0,6,San Diego,65.9,0.0,Padres,42445.0,Padres,71,0,0
2012-05-19,2012,Sat,OAK,AL,41,SF,NL,40,0,4,D,AT&T Park,41411.0,6,San Francisco,68.8,0.0,Giants,41915.0,Giants,86,0,0
2012-05-19,2012,Sat,BAL,AL,41,WSH,NL,40,6,5,N,Nationals Park,42331.0,6,"Washington, D.C.",81.0,0.0,Nationals,41339.0,Nationals,80,0,0
2012-05-20,2012,Sun,MIA,NL,41,CLE,AL,41,5,3,D,Progressive Field,23668.0,6,Cleveland,83.6,0.0,Indians,43000.0,Indians,80,0,0
2012-05-20,2012,Sun,PIT,NL,41,DET,AL,41,3,4,D,Comerica Park,39971.0,6,Detroit,81.7,0.0,Tigers,41083.0,Tigers,95,1,1
2012-05-20,2012,Sun,ARI,NL,42,KC,AL,40,2,0,D,Kauffman Stadium,24234.0,6,Kansas City,74.5,0.0,Royals,37903.0,Royals,71,0,0
2012-05-20,2012,Sun,CIN,NL,40,NYY,AL,41,5,2,D,New Yankee Stadium,45622.0,6,New York,77.2,0.0,Yankees,50287.0,Yankees,97,1,1
2012-05-20,2012,Sun,ATL,NL,42,TB,AL,42,2,0,D,Tropicana Field,24759.0,7,Tampa Bay,,,Rays,42735.0,Rays,91,1,0
2012-05-20,2012,Sun,NYM,NL,41,TOR,AL,42,6,5,D,Rogers Centre,41867.0,7,Toronto,,,Blue Jays,49282.0,Blue Jays,81,0,0
2012-05-20,2012,Sun,CHW,AL,42,CHC,NL,41,6,0,D,Wrigley Field,38374.0,6,Chicago,87.4,0.138,Cubs,41072.0,Cubs,71,0,0
2012-05-20,2012,Sun,SEA,AL,43,COL,NL,40,6,4,D,Coors Field,36662.0,6,Colorado,73.0,0.0,Rockies,50144.0,Rockies,73,0,0
2012-05-20,2012,Sun,TEX,AL,42,HOU,NL,41,6,1,D,Minute Maid Park,35873.0,6,Houston,86.6,0.0,Astros,41168.0,Astros,56,0,0
2012-05-20,2012,Sun,STL,NL,41,LAD,NL,41,5,6,N,Dodger Stadium,44005.0,6,Los Angeles,88.5,0.0,Dodgers,56000.0,Dodgers,82,0,0
2012-05-20,2012,Sun,MIN,AL,41,MIL,NL,41,4,16,D,Miller Park,33064.0,6,Miluakee,,,Brewers,41900.0,Brewers,96,1,1
2012-05-20,2012,Sun,BOS,AL,41,PHI,NL,42,5,1,D,Citizens Bank Park,45586.0,7,Philadelphia,77.7,0.0,Phillies,43651.0,Phillies,102,1,1
2012-05-20,2012,Sun,LAA,AL,42,SD,NL,42,2,3,D,Petco Park,33975.0,7,San Diego,68.3,0.0,Padres,42445.0,Padres,71,0,0
2012-05-20,2012,Sun,OAK,AL,42,SF,NL,41,6,2,D,AT&T Park,41378.0,6,San Francisco,71.8,0.0,Giants,41915.0,Giants,86,0,0
2012-05-20,2012,Sun,BAL,AL,42,WSH,NL,41,3,9,D,Nationals Park,41918.0,6,"Washington, D.C.",79.8,0.071,Nationals,41339.0,Nationals,80,0,0
2012-05-21,2012,Mon,BOS,AL,42,BAL,AL,43,8,6,N,Camden Yards,16392.0,7,Baltimore,73.4,0.28,Orioles,45971.0,Orioles,69,0,0
2012-05-21,2012,Mon,KC,AL,41,NYY,AL,42,6,0,N,New Yankee Stadium,39229.0,7,New York,66.5,0.335,Yankees,50287.0,Yankees,97,1,1
2012-05-21,2012,Mon,LAA,AL,43,OAK,AL,43,1,2,N,Coliseum,11292.0,7,Oakland,68.3,0.0,Athletics,47170.0,Athletics,74,0,0
2012-05-21,2012,Mon,TEX,AL,43,SEA,AL,44,1,6,N,Safeco Field,18672.0,7,Seattle,57.7,0.335,Mariners,47943.0,Mariners,67,0,0
2012-05-21,2012,Mon,TOR,AL,43,TB,AL,43,6,2,N,Tropicana Field,10844.0,7,Tampa Bay,,,Rays,42735.0,Rays,91,1,0
2012-05-21,2012,Mon,LAD,NL,42,ARI,NL,43,6,1,N,Chase Field,24768.0,7,Arizona,,,Diamondbacks,48686.0,Diamondbacks,94,1,1
2012-05-21,2012,Mon,ATL,NL,43,CIN,NL,41,1,4,N,Great American Ball Park,17606.0,6,Cincinatti,81.8,0.299,Reds,42319.0,Reds,79,0,0
2012-05-21,2012,Mon,CHC,NL,42,HOU,NL,42,4,8,N,Minute Maid Park,16895.0,7,Houston,89.8,0.0,Astros,41168.0,Astros,56,0,0
2012-05-21,2012,Mon,COL,NL,41,MIA,NL,42,4,7,N,Marlins Park,25155.0,7,Miami,82.7,0.039,Marlins,36742.0,Marlins,72,0,0
2012-05-21,2012,Mon,SF,NL,42,MIL,NL,42,4,3,N,Miller Park,31644.0,7,Miluakee,,,Brewers,41900.0,Brewers,96,1,1
2012-05-21,2012,Mon,WSH,NL,42,PHI,NL,43,2,1,N,Citizens Bank Park,43787.0,7,Philadelphia,67.1,0.772,Phillies,43651.0,Phillies,102,1,1
2012-05-21,2012,Mon,NYM,NL,42,PIT,NL,42,4,5,N,PNC Park,14556.0,7,Pittsburgh,76.5,0.012,Pirates,38362.0,Pirates,72,0,0
2012-05-21,2012,Mon,SD,NL,43,STL,NL,42,3,4,N,Busch Stadium III,40360.0,7,St. Louis,79.7,0.047,Cardinals,45494.0,Cardinals,90,1,0
2012-05-22,2012,Tue,BOS,AL,43,BAL,AL,44,1,4,N,Camden Yards,25171.0,7,Baltimore,74.8,0.016,Orioles,45971.0,Orioles,69,0,0
2012-05-22,2012,Tue,MIN,AL,42,CHW,AL,43,9,2,N,US Cellular Field,20026.0,7,Chicago,61.9,0.0,White Sox,40615.0,White Sox,79,0,0
2012-05-22,2012,Tue,DET,AL,42,CLE,AL,42,3,5,N,Progressive Field,15049.0,7,Cleveland,66.9,0.0,Indians,43000.0,Indians,80,0,0
2012-05-22,2012,Tue,KC,AL,42,NYY,AL,43,2,3,N,New Yankee Stadium,37674.0,7,New York,66.9,0.583,Yankees,50287.0,Yankees,97,1,1
2012-05-22,2012,Tue,LAA,AL,44,OAK,AL,44,5,0,N,Coliseum,12894.0,7,Oakland,73.6,0.0,Athletics,47170.0,Athletics,74,0,0
2012-05-22,2012,Tue,TEX,AL,44,SEA,AL,45,3,1,N,Safeco Field,15604.0,7,Seattle,53.5,0.276,Mariners,47943.0,Mariners,67,0,0
2012-05-22,2012,Tue,TOR,AL,44,TB,AL,44,5,8,N,Tropicana Field,12307.0,7,Tampa Bay,,,Rays,42735.0,Rays,91,1,0
2012-05-22,2012,Tue,LAD,NL,43,ARI,NL,44,8,7,N,Chase Field,25738.0,7,Arizona,,,Diamondbacks,48686.0,Diamondbacks,94,1,1
2012-05-22,2012,Tue,ATL,NL,44,CIN,NL,42,3,4,N,Great American Ball Park,26438.0,7,Cincinatti,73.0,0.028,Reds,42319.0,Reds,79,0,0
2012-05-22,2012,Tue,CHC,NL,43,HOU,NL,43,1,2,N,Minute Maid Park,20091.0,7,Houston,90.5,0.0,Astros,41168.0,Astros,56,0,0
2012-05-22,2012,Tue,COL,NL,42,MIA,NL,43,6,7,N,Marlins Park,22242.0,7,Miami,79.4,0.177,Marlins,36742.0,Marlins,72,0,0
2012-05-22,2012,Tue,SF,NL,43,MIL,NL,43,6,4,N,Miller Park,30451.0,7,Miluakee,,,Brewers,41900.0,Brewers,96,1,1
2012-05-22,2012,Tue,WSH,NL,43,PHI,NL,44,5,2,N,Citizens Bank Park,45569.0,7,Philadelphia,74.8,0.02,Phillies,43651.0,Phillies,102,1,1
2012-05-22,2012,Tue,NYM,NL,43,PIT,NL,43,3,2,N,PNC Park,15794.0,7,Pittsburgh,76.8,0.016,Pirates,38362.0,Pirates,72,0,0
2012-05-22,2012,Tue,SD,NL,44,STL,NL,43,0,4,N,Busch Stadium III,39151.0,7,St. Louis,76.6,0.0,Cardinals,45494.0,Cardinals,90,1,0
2012-05-23,2012,Wed,BOS,AL,44,BAL,AL,45,6,5,D,Camden Yards,27806.0,7,Baltimore,76.8,0.079,Orioles,45971.0,Orioles,69,0,0
2012-05-23,2012,Wed,MIN,AL,43,CHW,AL,44,0,6,N,US Cellular Field,20064.0,7,Chicago,77.7,0.0,White Sox,40615.0,White Sox,79,0,0
2012-05-23,2012,Wed,DET,AL,43,CLE,AL,43,2,4,N,Progressive Field,22000.0,7,Cleveland,73.8,0.0,Indians,43000.0,Indians,80,0,0
2012-05-23,2012,Wed,KC,AL,43,NYY,AL,44,3,8,N,New Yankee Stadium,40407.0,7,New York,72.4,0.189,Yankees,50287.0,Yankees,97,1,1
2012-05-23,2012,Wed,LAA,AL,45,OAK,AL,45,3,1,D,Coliseum,23617.0,7,Oakland,75.3,0.0,Athletics,47170.0,Athletics,74,0,0
2012-05-23,2012,Wed,TEX,AL,45,SEA,AL,46,3,5,D,Safeco Field,23097.0,7,Seattle,56.2,0.535,Mariners,47943.0,Mariners,67,0,0
2012-05-23,2012,Wed,TOR,AL,45,TB,AL,45,4,5,D,Tropicana Field,11471.0,7,Tampa Bay,,,Rays,42735.0,Rays,91,1,0
2012-05-23,2012,Wed,LAD,NL,44,ARI,NL,45,4,11,N,Chase Field,27645.0,7,Arizona,,,Diamondbacks,48686.0,Diamondbacks,94,1,1
2012-05-23,2012,Wed,ATL,NL,45,CIN,NL,43,1,2,N,Great American Ball Park,20411.0,7,Cincinatti,76.5,0.0,Reds,42319.0,Reds,79,0,0
2012-05-23,2012,Wed,CHC,NL,44,HOU,NL,44,1,5,N,Minute Maid Park,18732.0,7,Houston,87.2,0.0,Astros,41168.0,Astros,56,0,0
2012-05-23,2012,Wed,COL,NL,43,MIA,NL,44,8,4,N,Marlins Park,23985.0,7,Miami,79.1,0.323,Marlins,36742.0,Marlins,72,0,0
2012-05-23,2012,Wed,SF,NL,44,MIL,NL,44,5,8,D,Miller Park,37691.0,7,Miluakee,,,Brewers,41900.0,Brewers,96,1,1
2012-05-23,2012,Wed,WSH,NL,44,PHI,NL,45,1,4,N,Citizens Bank Park,43926.0,7,Philadelphia,78.4,0.343,Phillies,43651.0,Phillies,102,1,1
2012-05-23,2012,Wed,NYM,NL,44,PIT,NL,44,3,1,D,PNC Park,25731.0,7,Pittsburgh,78.5,0.0,Pirates,38362.0,Pirates,72,0,0
2012-05-23,2012,Wed,SD,NL,45,STL,NL,44,3,6,N,Busch Stadium III,40715.0,7,St. Louis,84.0,0.0,Cardinals,45494.0,Cardinals,90,1,0
2012-05-24,2012,Thu,MIN,AL,44,CHW,AL,45,8,11,N,US Cellular Field,20167.0,7,Chicago,82.1,0.0,White Sox,40615.0,White Sox,79,0,0
2012-05-24,2012,Thu,DET,AL,44,CLE,AL,44,1,2,D,Progressive Field,23622.0,7,Cleveland,83.5,0.0,Indians,43000.0,Indians,80,0,0
2012-05-24,2012,Thu,LAA,AL,46,SEA,AL,47,3,0,N,Safeco Field,18048.0,7,Seattle,59.3,0.016,Mariners,47943.0,Mariners,67,0,0
2012-05-24,2012,Thu,ATL,NL,46,CIN,NL,44,3,6,N,Great American Ball Park,23312.0,7,Cincinatti,83.5,0.0,Reds,42319.0,Reds,79,0,0
