latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-73.78723,7.0,-18000,America/New_York,GMT-5

time,temperature_2m_max (°F),rain_sum (inch)
2009-03-21,44.8,0.000
2009-03-22,53.0,0.000
2009-03-23,41.8,0.000
2009-03-24,45.9,0.000
2009-03-25,48.8,0.000
2009-03-26,45.0,0.205
2009-03-27,61.0,0.000
2009-03-28,55.7,0.055
2009-03-29,53.9,0.803
2009-03-30,52.9,0.000
2009-03-31,56.6,0.000
2009-04-01,48.1,0.071
2009-04-02,60.6,0.028
2009-04-03,59.0,0.469
2009-04-04,53.8,0.000
2009-04-05,62.4,0.000
2009-04-06,53.5,0.362
2009-04-07,47.6,0.004
2009-04-08,48.1,0.012
2009-04-09,58.0,0.000
2009-04-10,56.6,0.063
2009-04-11,46.8,0.528
2009-04-12,46.9,0.000
2009-04-13,54.5,0.000
2009-04-14,45.8,0.232
2009-04-15,54.6,0.016
2009-04-16,58.6,0.000
2009-04-17,66.1,0.000
2009-04-18,74.6,0.000
2009-04-19,58.0,0.000
2009-04-20,49.4,0.594
2009-04-21,59.1,0.087
2009-04-22,54.7,0.134
2009-04-23,56.6,0.020
2009-04-24,66.5,0.000
2009-04-25,80.5,0.000
2009-04-26,84.2,0.000
2009-04-27,76.7,0.000
2009-04-28,85.1,0.000
2009-04-29,63.2,0.047
2009-04-30,57.5,0.000
2009-05-01,69.1,0.378
2009-05-02,64.8,0.130
2009-05-03,57.3,0.409
2009-05-04,57.1,0.512
2009-05-05,54.6,0.228
2009-05-06,60.8,0.362
2009-05-07,71.6,0.551
2009-05-08,69.3,0.000
2009-05-09,75.4,0.244
2009-05-10,66.6,0.000
2009-05-11,63.3,0.000
2009-05-12,64.6,0.000
2009-05-13,64.5,0.000
2009-05-14,67.0,0.228
2009-05-15,73.0,0.024
2009-05-16,67.9,0.031
2009-05-17,65.2,0.248
2009-05-18,56.2,0.000
2009-05-19,65.1,0.000
2009-05-20,77.8,0.000
2009-05-21,80.2,0.000
2009-05-22,83.2,0.000
2009-05-23,70.5,0.000
2009-05-24,82.0,0.150
2009-05-25,78.3,0.000
2009-05-26,62.2,0.157
2009-05-27,65.9,0.067
2009-05-28,62.4,0.024
2009-05-29,71.3,0.126
2009-05-30,75.8,0.012
2009-05-31,78.5,0.000
2009-06-01,70.6,0.000
2009-06-02,78.9,0.031
2009-06-03,73.3,0.362
2009-06-04,69.4,0.433
2009-06-05,59.8,0.571
2009-06-06,74.3,0.000
2009-06-07,78.1,0.000
2009-06-08,74.8,0.079
2009-06-09,73.4,0.350
2009-06-10,69.9,0.000
2009-06-11,66.1,0.224
2009-06-12,77.2,0.421
2009-06-13,73.1,0.047
2009-06-14,72.6,0.059
2009-06-15,67.1,0.205
2009-06-16,66.6,0.008
2009-06-17,67.6,0.000
2009-06-18,64.8,1.665
2009-06-19,76.9,0.031
2009-06-20,72.5,1.043
2009-06-21,75.7,0.386
2009-06-22,73.4,0.020
2009-06-23,76.0,0.031
2009-06-24,74.4,0.189
2009-06-25,76.8,0.000
2009-06-26,84.9,0.122
2009-06-27,78.9,0.043
2009-06-28,77.4,0.000
2009-06-29,79.4,0.004
2009-06-30,81.1,0.000
2009-07-01,78.4,0.165
2009-07-02,77.8,0.303
2009-07-03,78.0,0.083
2009-07-04,77.8,0.000
2009-07-05,77.9,0.000
2009-07-06,80.3,0.000
2009-07-07,79.6,0.276
2009-07-08,75.1,0.000
2009-07-09,70.0,0.000
2009-07-10,74.0,0.000
2009-07-11,76.7,0.028
2009-07-12,81.2,0.098
2009-07-13,78.0,0.008
2009-07-14,79.7,0.000
2009-07-15,82.8,0.000
2009-07-16,84.7,0.035
2009-07-17,85.9,0.362
2009-07-18,81.8,0.220
2009-07-19,79.8,0.000
2009-07-20,79.0,0.024
2009-07-21,71.0,1.291
2009-07-22,79.9,0.008
2009-07-23,75.2,1.252
2009-07-24,77.3,0.043
2009-07-25,80.9,0.012
2009-07-26,83.5,0.280
2009-07-27,81.8,0.051
2009-07-28,83.2,0.012
2009-07-29,81.7,0.157
2009-07-30,84.9,0.146
2009-07-31,84.9,1.315
2009-08-01,81.4,0.000
2009-08-02,77.0,0.264
2009-08-03,81.0,0.016
2009-08-04,83.9,0.000
2009-08-05,85.4,0.130
2009-08-06,76.4,0.000
2009-08-07,77.9,0.000
2009-08-08,76.6,0.000
2009-08-09,78.0,0.110
2009-08-10,90.0,0.134
2009-08-11,87.0,0.000
2009-08-12,78.8,0.264
2009-08-13,73.6,0.299
2009-08-14,82.1,0.008
2009-08-15,84.4,0.000
2009-08-16,87.7,0.000
2009-08-17,90.4,0.000
2009-08-18,88.9,0.000
2009-08-19,88.7,0.012
2009-08-20,86.6,0.008
2009-08-21,88.8,0.205
2009-08-22,80.7,0.795
2009-08-23,81.9,0.291
2009-08-24,82.1,0.000
2009-08-25,82.3,0.000
2009-08-26,85.7,0.035
2009-08-27,76.5,0.043
2009-08-28,69.5,1.272
2009-08-29,72.3,1.311
2009-08-30,79.6,0.039
2009-08-31,70.7,0.000
2009-09-01,71.2,0.000
2009-09-02,73.5,0.000
2009-09-03,74.9,0.000
2009-09-04,79.8,0.000
2009-09-05,80.1,0.000
2009-09-06,72.4,0.000
2009-09-07,71.4,0.000
2009-09-08,74.9,0.000
2009-09-09,74.1,0.000
2009-09-10,67.1,0.118
2009-09-11,65.2,0.815
2009-09-12,70.3,0.122
2009-09-13,78.6,0.000
2009-09-14,77.3,0.000
2009-09-15,76.6,0.000
2009-09-16,67.4,0.063
2009-09-17,63.7,0.043
2009-09-18,73.6,0.000
2009-09-19,68.0,0.000
2009-09-20,70.9,0.000
2009-09-21,71.7,0.000
2009-09-22,73.4,0.000
2009-09-23,77.4,0.047
2009-09-24,80.0,0.079
2009-09-25,68.8,0.000
2009-09-26,61.6,0.016
2009-09-27,68.9,0.638
2009-09-28,73.1,0.055
2009-09-29,66.4,0.000
2009-09-30,59.4,0.000
2009-10-01,56.4,0.000
2009-10-02,64.3,0.024
2009-10-03,66.9,0.323
2009-10-04,71.0,0.012
2009-10-05,65.2,0.000
2009-10-06,64.9,0.000
2009-10-07,66.6,0.244
2009-10-08,64.1,0.000
2009-10-09,69.8,0.094
2009-10-10,63.7,0.102
2009-10-11,63.1,0.000
2009-10-12,53.4,0.000
2009-10-13,62.2,0.000
2009-10-14,52.8,0.000
2009-10-15,47.4,0.768
2009-10-16,46.5,0.130
2009-10-17,50.2,0.075
2009-10-18,45.0,1.146
2009-10-19,54.7,0.000
2009-10-20,63.4,0.000
2009-10-21,65.3,0.000
2009-10-22,69.8,0.000
2009-10-23,58.0,0.091
2009-10-24,67.1,1.122
2009-10-25,60.6,0.031
2009-10-26,58.0,0.000
2009-10-27,55.3,0.886
2009-10-28,55.8,1.079
2009-10-29,55.7,0.000
2009-10-30,55.7,0.000
2009-10-31,69.2,0.154
2009-11-01,56.0,0.307
2009-11-02,51.8,0.000
2009-11-03,58.6,0.000
2009-11-04,49.7,0.000
2009-11-05,51.1,0.016
2009-11-06,48.1,0.000
2009-11-07,49.9,0.000
2009-11-08,65.2,0.000
2009-11-09,63.3,0.000
2009-11-10,62.8,0.000
2009-11-11,53.3,0.000
2009-11-12,48.3,0.134
2009-11-13,52.7,1.094
2009-11-14,58.1,0.500
2009-11-15,64.6,0.008
2009-11-16,57.4,0.000
2009-11-17,52.7,0.000
2009-11-18,51.6,0.000
2009-11-19,58.7,0.024
2009-11-20,58.2,0.811
2009-11-21,55.4,0.000
2009-11-22,52.7,0.000
2009-11-23,49.7,0.004
2009-11-24,54.9,0.047
2009-11-25,51.8,0.028
2009-11-26,54.8,0.000
2009-11-27,48.8,0.012
2009-11-28,49.7,0.000
2009-11-29,53.8,0.000
2009-11-30,52.8,0.244
2009-12-01,45.8,0.000
2009-12-02,53.9,0.189
2009-12-03,61.4,0.878
2009-12-04,50.8,0.000
2009-12-05,42.3,0.571
2009-12-06,39.8,0.008
2009-12-07,39.3,0.000
2009-12-08,42.6,0.000
2009-12-09,52.5,1.594
2009-12-10,42.8,0.000
2009-12-11,29.7,0.000
2009-12-12,35.8,0.000
2009-12-13,49.4,0.693
2009-12-14,44.7,0.000
2009-12-15,50.7,0.000
2009-12-16,38.0,0.000
2009-12-17,30.5,0.000
2009-12-18,31.0,0.000
2009-12-19,28.5,0.000
2009-12-20,28.8,0.000
2009-12-21,33.5,0.000
2009-12-22,33.7,0.000
2009-12-23,28.0,0.000
2009-12-24,34.9,0.000
2009-12-25,38.0,0.110
2009-12-26,51.5,0.740
2009-12-27,53.7,0.500
2009-12-28,40.0,0.000
2009-12-29,30.0,0.000
2009-12-30,31.5,0.000
2009-12-31,34.0,0.024
2010-01-01,40.2,0.024
2010-01-02,31.2,0.000
2010-01-03,22.6,0.000
2010-01-04,30.1,0.000
2010-01-05,31.0,0.000
2010-01-06,34.4,0.000
2010-01-07,38.7,0.000
2010-01-08,35.1,0.000
2010-01-09,28.5,0.000
2010-01-10,29.2,0.000
2010-01-11,33.4,0.000
2010-01-12,36.0,0.000
2010-01-13,35.8,0.000
2010-01-14,39.2,0.000
2010-01-15,46.9,0.000
2010-01-16,46.9,0.000
2010-01-17,40.3,0.382
2010-01-18,48.1,0.071
2010-01-19,47.2,0.000
2010-01-20,41.6,0.000
2010-01-21,39.9,0.000
2010-01-22,42.7,0.000
2010-01-23,38.6,0.000
2010-01-24,48.0,0.000
2010-01-25,54.9,1.138
2010-01-26,42.1,0.059
2010-01-27,39.5,0.000
2010-01-28,40.9,0.000
2010-01-29,24.7,0.000
2010-01-30,22.2,0.000
2010-01-31,30.8,0.000
2010-02-01,35.5,0.000
2010-02-02,33.9,0.000
2010-02-03,40.1,0.000
2010-02-04,36.3,0.000
2010-02-05,37.0,0.000
2010-02-06,30.3,0.000
2010-02-07,32.0,0.000
2010-02-08,34.5,0.000
2010-02-09,38.2,0.000
2010-02-10,33.7,0.008
2010-02-11,34.6,0.000
2010-02-12,33.5,0.000
2010-02-13,30.7,0.000
2010-02-14,36.5,0.000
2010-02-15,36.1,0.008
2010-02-16,33.7,0.067
2010-02-17,34.5,0.000
2010-02-18,38.7,0.000
2010-02-19,41.0,0.000
2010-02-20,44.0,0.000
2010-02-21,41.8,0.000
2010-02-22,40.0,0.000
2010-02-23,37.6,0.378
2010-02-24,39.3,0.465
2010-02-25,35.4,0.429
2010-02-26,32.3,0.004
2010-02-27,36.4,0.000
2010-02-28,38.1,0.000
2010-03-01,43.5,0.000
2010-03-02,42.1,0.031
2010-03-03,39.6,0.087
2010-03-04,42.9,0.000
2010-03-05,42.6,0.000
2010-03-06,46.4,0.000
2010-03-07,50.2,0.000
2010-03-08,55.4,0.000
2010-03-09,55.7,0.000
2010-03-10,50.7,0.000
2010-03-11,53.5,0.004
2010-03-12,44.1,0.406
2010-03-13,46.1,2.701
2010-03-14,48.1,0.228
2010-03-15,44.5,0.276
2010-03-16,59.4,0.004
2010-03-17,61.8,0.000
2010-03-18,64.3,0.000
2010-03-19,67.0,0.000
2010-03-20,68.8,0.000
2010-03-21,61.1,0.000
2010-03-22,56.5,0.622
2010-03-23,55.4,0.539
2010-03-24,58.6,0.000
2010-03-25,60.8,0.000
2010-03-26,53.3,0.260
2010-03-27,41.3,0.000
2010-03-28,47.1,0.150
2010-03-29,52.3,2.728
2010-03-30,48.4,2.543
2010-03-31,55.0,0.028
2010-04-01,65.2,0.000
2010-04-02,61.6,0.000
2010-04-03,60.4,0.000
2010-04-04,71.8,0.000
2010-04-05,67.1,0.000
2010-04-06,68.8,0.020
2010-04-07,84.7,0.000
2010-04-08,77.3,0.000
2010-04-09,61.4,0.433
2010-04-10,59.0,0.000
2010-04-11,72.1,0.039
2010-04-12,63.6,0.000
2010-04-13,54.7,0.004
2010-04-14,63.1,0.000
2010-04-15,69.6,0.000
2010-04-16,56.1,0.122
2010-04-17,53.8,0.063
2010-04-18,55.3,0.000
2010-04-19,59.4,0.000
2010-04-20,65.3,0.000
2010-04-21,66.0,0.039
2010-04-22,69.5,0.051
2010-04-23,65.3,0.000
2010-04-24,64.9,0.000
2010-04-25,52.1,0.862
2010-04-26,52.3,0.354
2010-04-27,58.2,0.055
2010-04-28,55.3,0.008
2010-04-29,65.8,0.000
2010-04-30,74.2,0.000
2010-05-01,82.2,0.000
2010-05-02,86.8,0.000
2010-05-03,77.8,0.276
2010-05-04,79.3,0.000
2010-05-05,76.4,0.000
2010-05-06,77.7,0.004
2010-05-07,71.3,0.000
2010-05-08,77.6,0.035
2010-05-09,54.1,0.000
2010-05-10,59.5,0.000
2010-05-11,57.2,0.016
2010-05-12,49.7,0.476
2010-05-13,65.8,0.000
2010-05-14,80.5,0.094
2010-05-15,71.5,0.000
2010-05-16,69.7,0.000
2010-05-17,73.3,0.000
2010-05-18,58.0,0.528
2010-05-19,63.2,0.000
2010-05-20,77.7,0.000
2010-05-21,81.3,0.000
2010-05-22,71.0,0.000
2010-05-23,72.2,0.012
2010-05-24,72.2,0.035
2010-05-25,79.4,0.000
2010-05-26,93.3,0.000
2010-05-27,75.2,0.000
2010-05-28,73.0,0.000
2010-05-29,76.0,0.000
2010-05-30,85.4,0.000
2010-05-31,85.8,0.000
2010-06-01,86.1,0.268
2010-06-02,83.3,0.000
2010-06-03,87.7,0.146
2010-06-04,86.5,0.000
2010-06-05,89.2,0.000
2010-06-06,91.8,0.063
2010-06-07,74.7,0.000
2010-06-08,72.7,0.000
2010-06-09,70.2,0.776
2010-06-10,77.2,0.134
2010-06-11,70.4,0.000
2010-06-12,77.7,0.000
2010-06-13,78.0,0.102
2010-06-14,76.9,0.008
2010-06-15,79.0,0.000
2010-06-16,76.5,0.024
2010-06-17,75.1,0.000
2010-06-18,84.5,0.000
2010-06-19,81.4,0.000
2010-06-20,90.6,0.008
2010-06-21,89.8,0.000
2010-06-22,86.6,0.252
2010-06-23,90.9,0.012
2010-06-24,94.8,0.024
2010-06-25,87.1,0.000
2010-06-26,91.2,0.000
2010-06-27,91.7,0.000
2010-06-28,96.5,0.071
2010-06-29,90.9,0.000
2010-06-30,81.3,0.000
2010-07-01,78.2,0.000
2010-07-02,81.5,0.000
2010-07-03,89.9,0.000
2010-07-04,98.5,0.000
2010-07-05,99.5,0.000
2010-07-06,102.6,0.000
2010-07-07,99.9,0.000
2010-07-08,85.4,0.043
2010-07-09,86.3,0.004
2010-07-10,82.4,0.138
2010-07-11,89.6,0.035
2010-07-12,91.6,0.028
2010-07-13,82.4,0.516
2010-07-14,76.8,0.760
2010-07-15,82.4,0.024
2010-07-16,88.9,0.000
2010-07-17,90.4,0.000
2010-07-18,90.8,0.000
2010-07-19,92.4,0.110
2010-07-20,87.7,0.000
2010-07-21,91.0,0.059
2010-07-22,87.2,0.000
2010-07-23,85.5,0.024
2010-07-24,94.8,0.016
2010-07-25,88.8,0.457
2010-07-26,84.4,0.000
2010-07-27,89.0,0.000
2010-07-28,86.8,0.004
2010-07-29,87.1,0.067
2010-07-30,82.2,0.000
2010-07-31,82.6,0.000
2010-08-01,81.2,0.071
2010-08-02,81.1,0.000
2010-08-03,84.3,0.000
2010-08-04,88.7,0.008
2010-08-05,93.0,0.008
2010-08-06,87.7,0.000
2010-08-07,85.0,0.004
2010-08-08,86.3,0.004
2010-08-09,92.8,0.000
2010-08-10,90.8,0.059
2010-08-11,91.5,0.000
2010-08-12,80.0,0.079
2010-08-13,81.1,0.004
2010-08-14,79.6,0.000
2010-08-15,80.6,0.354
2010-08-16,85.2,0.051
2010-08-17,87.5,0.071
2010-08-18,79.5,0.008
2010-08-19,86.4,0.000
2010-08-20,88.2,0.000
2010-08-21,83.1,0.004
2010-08-22,76.7,1.272
2010-08-23,72.2,0.130
2010-08-24,68.0,0.039
2010-08-25,72.1,0.217
2010-08-26,79.8,0.000
2010-08-27,76.9,0.000
2010-08-28,80.4,0.000
2010-08-29,91.2,0.000
2010-08-30,90.4,0.000
2010-08-31,94.4,0.000
2010-09-01,93.9,0.000
2010-09-02,92.2,0.000
2010-09-03,83.2,0.083
2010-09-04,81.8,0.000
2010-09-05,76.5,0.000
2010-09-06,79.5,0.000
2010-09-07,86.8,0.000
2010-09-08,89.1,0.008
2010-09-09,71.6,0.000
2010-09-10,72.4,0.004
2010-09-11,79.3,0.000
2010-09-12,67.7,0.181
2010-09-13,75.0,0.039
2010-09-14,78.7,0.000
2010-09-15,71.4,0.000
2010-09-16,74.0,0.252
2010-09-17,70.3,0.335
2010-09-18,68.8,0.016
2010-09-19,78.3,0.000
2010-09-20,72.6,0.000
2010-09-21,71.9,0.000
2010-09-22,85.7,0.094
2010-09-23,78.6,0.000
2010-09-24,83.8,0.000
2010-09-25,87.4,0.000
2010-09-26,75.1,0.008
2010-09-27,71.1,0.508
2010-09-28,73.1,0.575
2010-09-29,76.5,0.000
2010-09-30,75.2,0.638
2010-10-01,73.3,1.524
2010-10-02,65.2,0.000
2010-10-03,61.1,0.425
2010-10-04,56.9,0.587
2010-10-05,64.1,0.146
2010-10-06,62.3,0.012
2010-10-07,69.0,0.000
2010-10-08,70.2,0.000
2010-10-09,69.9,0.000
2010-10-10,67.2,0.000
2010-10-11,73.3,0.008
2010-10-12,66.5,0.421
2010-10-13,62.1,0.000
2010-10-14,61.3,0.500
2010-10-15,56.7,0.067
2010-10-16,57.2,0.008
2010-10-17,66.8,0.000
2010-10-18,59.4,0.028
2010-10-19,57.3,0.091
2010-10-20,60.0,0.000
2010-10-21,60.6,0.000
2010-10-22,51.1,0.000
2010-10-23,62.2,0.000
2010-10-24,64.7,0.008
2010-10-25,70.5,0.047
2010-10-26,69.4,0.000
2010-10-27,71.7,0.457
2010-10-28,72.4,0.000
2010-10-29,55.4,0.000
2010-10-30,55.9,0.000
2010-10-31,56.2,0.000
2010-11-01,48.7,0.000
2010-11-02,49.4,0.000
2010-11-03,51.4,0.000
2010-11-04,50.5,0.913
2010-11-05,51.5,0.071
2010-11-06,50.7,0.000
2010-11-07,48.9,0.000
2010-11-08,42.2,0.126
2010-11-09,52.6,0.000
2010-11-10,55.2,0.000
2010-11-11,53.5,0.000
2010-11-12,58.2,0.000
2010-11-13,61.0,0.000
2010-11-14,57.7,0.000
2010-11-15,57.0,0.000
2010-11-16,57.1,0.287
2010-11-17,58.8,0.500
2010-11-18,54.0,0.000
2010-11-19,46.5,0.000
2010-11-20,53.7,0.000
2010-11-21,45.4,0.000
2010-11-22,61.0,0.000
2010-11-23,59.8,0.000
2010-11-24,48.1,0.000
2010-11-25,43.5,0.150
2010-11-26,52.7,0.228
2010-11-27,42.2,0.000
2010-11-28,45.2,0.000
2010-11-29,46.5,0.000
2010-11-30,55.9,0.012
2010-12-01,59.0,1.118
2010-12-02,42.0,0.000
2010-12-03,40.3,0.000
2010-12-04,39.3,0.000
2010-12-05,35.0,0.000
2010-12-06,34.6,0.000
2010-12-07,35.3,0.000
2010-12-08,32.7,0.000
2010-12-09,29.1,0.000
2010-12-10,33.5,0.000
2010-12-11,42.1,0.000
2010-12-12,53.5,0.984
2010-12-13,45.4,0.142
2010-12-14,25.4,0.000
2010-12-15,27.5,0.000
2010-12-16,30.8,0.000
2010-12-17,35.5,0.000
2010-12-18,36.2,0.000
2010-12-19,36.6,0.000
2010-12-20,35.8,0.000
2010-12-21,37.9,0.000
2010-12-22,38.9,0.000
2010-12-23,35.3,0.000
2010-12-24,38.5,0.000
2010-12-25,34.1,0.000
2010-12-26,30.1,0.000
2010-12-27,23.3,0.000
2010-12-28,33.7,0.000
2010-12-29,34.0,0.000
2010-12-30,31.9,0.000
2010-12-31,37.7,0.000
2011-01-01,41.8,0.000
2011-01-02,45.4,0.106
2011-01-03,35.0,0.000
2011-01-04,38.4,0.000
2011-01-05,37.6,0.000
2011-01-06,33.1,0.000
2011-01-07,35.1,0.012
2011-01-08,32.8,0.000
2011-01-09,31.2,0.000
2011-01-10,34.6,0.000
2011-01-11,31.6,0.000
2011-01-12,31.7,0.000
2011-01-13,26.5,0.000
2011-01-14,24.3,0.000
2011-01-15,33.4,0.000
2011-01-16,32.6,0.000
2011-01-17,24.9,0.000
2011-01-18,43.8,0.614
2011-01-19,39.5,0.055
2011-01-20,32.1,0.000
2011-01-21,31.4,0.024
2011-01-22,21.5,0.000
2011-01-23,22.1,0.000
2011-01-24,18.5,0.000
2011-01-25,33.9,0.004
2011-01-26,32.7,0.020
2011-01-27,34.2,0.000
2011-01-28,33.1,0.000
2011-01-29,33.6,0.000
2011-01-30,35.6,0.000
2011-01-31,27.2,0.000
2011-02-01,32.4,0.118
2011-02-02,41.5,0.673
2011-02-03,29.0,0.000
2011-02-04,30.9,0.000
2011-02-05,44.3,0.193
2011-02-06,40.3,0.000
2011-02-07,39.8,0.035
2011-02-08,37.5,0.071
2011-02-09,28.2,0.000
2011-02-10,25.6,0.000
2011-02-11,35.0,0.000
2011-02-12,36.5,0.000
2011-02-13,43.1,0.000
2011-02-14,55.2,0.000
2011-02-15,33.5,0.000
2011-02-16,43.6,0.000
2011-02-17,55.6,0.000
2011-02-18,64.3,0.000
2011-02-19,45.4,0.000
2011-02-20,38.6,0.000
2011-02-21,36.1,0.000
2011-02-22,34.8,0.000
2011-02-23,40.8,0.000
2011-02-24,43.4,0.020
2011-02-25,52.8,1.154
2011-02-26,41.9,0.000
2011-02-27,48.1,0.000
2011-02-28,62.0,0.303
2011-03-01,43.3,0.000
2011-03-02,51.6,0.000
2011-03-03,32.4,0.000
2011-03-04,38.4,0.000
2011-03-05,55.0,0.000
2011-03-06,53.2,1.472
2011-03-07,50.6,0.638
2011-03-08,45.7,0.000
2011-03-09,41.2,0.000
2011-03-10,49.7,0.583
2011-03-11,55.0,0.921
2011-03-12,53.9,0.000
2011-03-13,49.1,0.000
2011-03-14,44.2,0.000
2011-03-15,45.2,0.000
2011-03-16,51.4,0.512
2011-03-17,60.6,0.000
2011-03-18,72.6,0.000
2011-03-19,50.4,0.000
2011-03-20,46.6,0.000
2011-03-21,45.8,0.417
2011-03-22,50.9,0.000
2011-03-23,40.1,0.272
2011-03-24,44.8,0.008
2011-03-25,41.5,0.000
2011-03-26,39.8,0.000
2011-03-27,43.2,0.000
2011-03-28,44.6,0.000
2011-03-29,48.8,0.000
2011-03-30,50.6,0.000
2011-03-31,40.8,0.165
2011-04-01,42.7,0.228
2011-04-02,52.5,0.000
2011-04-03,55.7,0.000
2011-04-04,61.1,0.055
2011-04-05,62.4,0.791
2011-04-06,53.9,0.185
2011-04-07,48.9,0.071
2011-04-08,47.2,0.087
2011-04-09,54.3,0.000
2011-04-10,55.8,0.000
2011-04-11,73.4,0.000
2011-04-12,64.3,0.390
2011-04-13,56.4,0.264
2011-04-14,65.8,0.000
2011-04-15,51.5,0.000
2011-04-16,53.7,0.799
2011-04-17,58.3,0.315
2011-04-18,60.1,0.000
2011-04-19,54.3,0.087
2011-04-20,69.9,0.000
2011-04-21,57.3,0.000
2011-04-22,47.6,0.008
2011-04-23,59.7,0.713
2011-04-24,76.0,0.539
2011-04-25,66.8,0.004
2011-04-26,75.4,0.000
2011-04-27,69.4,0.008
2011-04-28,71.8,0.248
2011-04-29,67.0,0.000
2011-04-30,61.9,0.000
2011-05-01,64.2,0.000
2011-05-02,62.6,0.000
2011-05-03,69.0,0.000
2011-05-04,61.5,0.335
2011-05-05,61.9,0.000
2011-05-06,66.2,0.008
2011-05-07,68.0,0.004
2011-05-08,68.8,0.000
2011-05-09,66.9,0.000
2011-05-10,69.7,0.000
2011-05-11,66.1,0.000
2011-05-12,67.0,0.000
2011-05-13,66.2,0.000
2011-05-14,63.9,0.055
2011-05-15,67.5,0.630
2011-05-16,63.2,0.335
2011-05-17,62.6,1.346
2011-05-18,66.7,1.154
2011-05-19,70.8,0.024
2011-05-20,66.7,0.091
2011-05-21,71.4,0.024
2011-05-22,60.9,0.000
2011-05-23,66.1,0.374
2011-05-24,79.2,0.020
2011-05-25,78.0,0.000
2011-05-26,77.2,0.000
2011-05-27,82.9,0.000
2011-05-28,77.6,0.043
2011-05-29,78.2,0.008
2011-05-30,85.5,0.433
2011-05-31,82.5,0.000
2011-06-01,86.7,0.000
2011-06-02,73.7,0.000
2011-06-03,72.7,0.000
2011-06-04,75.1,0.000
2011-06-05,66.1,0.000
2011-06-06,77.6,0.031
2011-06-07,86.1,0.000
2011-06-08,93.0,0.000
2011-06-09,95.7,0.079
2011-06-10,85.9,0.075
2011-06-11,72.9,0.161
2011-06-12,72.3,0.417
2011-06-13,71.3,0.118
2011-06-14,66.8,0.622
2011-06-15,78.8,0.000
2011-06-16,80.7,0.000
2011-06-17,76.0,0.791
2011-06-18,80.1,0.000
2011-06-19,78.7,0.000
2011-06-20,76.9,0.000
2011-06-21,79.6,0.000
2011-06-22,78.0,0.059
2011-06-23,74.0,0.543
2011-06-24,73.3,0.106
2011-06-25,78.2,0.012
2011-06-26,78.5,0.008
2011-06-27,78.9,0.000
2011-06-28,79.7,0.000
2011-06-29,79.7,0.047
2011-06-30,79.5,0.000
2011-07-01,80.6,0.000
2011-07-02,82.4,0.000
2011-07-03,77.5,0.402
2011-07-04,85.0,0.000
2011-07-05,86.6,0.000
2011-07-06,87.8,0.000
2011-07-07,88.4,0.075
2011-07-08,83.0,1.276
2011-07-09,85.2,0.287
2011-07-10,81.8,0.000
2011-07-11,89.2,0.000
2011-07-12,91.0,0.000
2011-07-13,85.0,0.000
2011-07-14,80.5,0.000
2011-07-15,83.0,0.000
2011-07-16,86.7,0.000
2011-07-17,88.7,0.000
2011-07-18,94.3,0.094
2011-07-19,88.6,0.000
2011-07-20,84.6,0.000
2011-07-21,95.4,0.000
2011-07-22,101.8,0.000
2011-07-23,101.2,0.000
2011-07-24,89.5,0.110
2011-07-25,79.7,0.189
2011-07-26,87.2,0.035
2011-07-27,84.1,0.000
2011-07-28,85.0,0.000
2011-07-29,82.6,0.083
2011-07-30,90.8,0.000
2011-07-31,88.7,0.000
2011-08-01,91.5,0.028
2011-08-02,90.7,0.000
2011-08-03,86.1,0.138
2011-08-04,79.6,0.055
2011-08-05,81.9,0.000
2011-08-06,81.7,0.220
2011-08-07,86.1,0.591
2011-08-08,86.8,0.000
2011-08-09,82.2,0.890
2011-08-10,82.9,0.016
2011-08-11,80.9,0.000
2011-08-12,82.8,0.000
2011-08-13,83.1,0.110
2011-08-14,71.6,2.417
2011-08-15,75.1,1.087
2011-08-16,75.7,0.055
2011-08-17,83.2,0.000
2011-08-18,80.5,0.331
2011-08-19,81.0,0.138
2011-08-20,82.3,0.000
2011-08-21,82.5,0.689
2011-08-22,76.0,0.000
2011-08-23,75.8,0.000
2011-08-24,77.8,0.000
2011-08-25,83.5,0.118
2011-08-26,82.2,0.000
2011-08-27,77.6,1.429
2011-08-28,74.2,2.783
2011-08-29,75.3,0.000
2011-08-30,77.8,0.000
2011-08-31,80.3,0.000
2011-09-01,78.2,0.000
2011-09-02,75.1,0.000
2011-09-03,79.8,0.000
2011-09-04,82.4,0.000
2011-09-05,80.7,0.012
2011-09-06,71.4,1.252
2011-09-07,75.0,0.327
2011-09-08,75.9,0.858
2011-09-09,82.4,0.000
2011-09-10,77.8,0.106
2011-09-11,71.9,0.012
2011-09-12,78.1,0.000
2011-09-13,79.9,0.000
2011-09-14,82.2,0.020
2011-09-15,74.0,0.157
2011-09-16,64.7,0.000
2011-09-17,63.7,0.000
2011-09-18,64.1,0.000
2011-09-19,65.2,0.000
2011-09-20,68.5,0.098
2011-09-21,72.8,0.020
2011-09-22,77.4,0.031
2011-09-23,69.7,1.091
2011-09-24,77.1,0.004
2011-09-25,77.9,0.000
2011-09-26,78.4,0.000
2011-09-27,75.6,0.008
2011-09-28,72.1,0.142
2011-09-29,76.5,0.646
2011-09-30,75.4,0.146
2011-10-01,66.7,0.528
2011-10-02,63.7,0.106
2011-10-03,58.1,0.217
