date,temperature_2m_max (°F),rain_sum (inch)
2/23/2015,78.3,0
2/24/2015,79.9,0
2/25/2015,80.5,0
2/26/2015,83.2,0.008
2/27/2015,76.2,0.169
2/28/2015,76.6,0.15
3/1/2015,78.4,0.012
3/2/2015,78,0
3/3/2015,78.6,0
3/4/2015,79.5,0
3/5/2015,81.1,0
3/6/2015,81.3,0
3/7/2015,77.1,0.173
3/8/2015,74.7,0.067
3/9/2015,78.7,0.016
3/10/2015,79.8,0.008
3/11/2015,80.9,0.012
3/12/2015,80.3,0.004
3/13/2015,78.3,0.094
3/14/2015,80.4,0
3/15/2015,80.7,0
3/16/2015,80,0.024
3/17/2015,83.4,0
3/18/2015,81.4,0
3/19/2015,81.4,0.012
3/20/2015,82.9,0
3/21/2015,83.8,0
3/22/2015,84.1,0
3/23/2015,85.2,0
3/24/2015,81.6,0.012
3/25/2015,82.7,0
3/26/2015,82,0.035
3/27/2015,86.1,0.142
3/28/2015,72.9,0.012
3/29/2015,74.3,0
3/30/2015,76.8,0
3/31/2015,78.4,0
4/1/2015,80,0
4/2/2015,79.8,0
4/3/2015,80.7,0
4/4/2015,82.4,0
4/5/2015,81.1,0
4/6/2015,81.5,0
4/7/2015,82,0
4/8/2015,80.9,0
4/9/2015,81.6,0
4/10/2015,82.5,0
4/11/2015,82.9,0.004
4/12/2015,82.5,0.004
4/13/2015,82.4,0
4/14/2015,83.5,0
4/15/2015,83.5,0
4/16/2015,84.4,0.008
4/17/2015,85,0
4/18/2015,85.9,0
4/19/2015,86,0
4/20/2015,86.1,0
4/21/2015,85.2,0.402
4/22/2015,79.9,0.661
4/23/2015,82.7,0.106
4/24/2015,84,0.169
4/25/2015,85.2,0.024
4/26/2015,90.6,0.004
4/27/2015,88.3,0.035
4/28/2015,85.3,0.768
4/29/2015,81.5,0.567
4/30/2015,80.9,0.012
5/1/2015,80.6,0
5/2/2015,78.4,0
5/3/2015,78.1,0
5/4/2015,78,0
5/5/2015,77,0.264
5/6/2015,79.6,0.02
5/7/2015,83.3,0.051
5/8/2015,83.5,0.012
5/9/2015,84.6,0.012
5/10/2015,84.3,0
5/11/2015,83.6,0.024
5/12/2015,83.3,0.079
5/13/2015,83.9,0
5/14/2015,84.5,0
5/15/2015,84.3,0
5/16/2015,84.5,0
5/17/2015,83.1,0.012
5/18/2015,83.8,0
5/19/2015,84.2,0
5/20/2015,86.8,0.008
5/21/2015,87.6,0.134
5/22/2015,87,0.201
5/23/2015,85.8,0
5/24/2015,84,0.012
5/25/2015,85.1,0.028
5/26/2015,84.6,0
5/27/2015,82.9,0.039
5/28/2015,80.9,0
5/29/2015,83.2,0
5/30/2015,83.9,0.004
5/31/2015,83.9,0.016
6/1/2015,84.8,0.087
6/2/2015,82.2,0
6/3/2015,79.6,0.531
6/4/2015,82.8,0.071
6/5/2015,83.1,0.181
6/6/2015,82.4,0.26
6/7/2015,82.5,0.008
6/8/2015,83.7,0.039
6/9/2015,83.9,0.091
6/10/2015,84.6,0.071
6/11/2015,84.8,0.071
6/12/2015,85.7,0
6/13/2015,85.2,0.059
6/14/2015,84.6,0.094
6/15/2015,85.5,0.071
6/16/2015,86.4,0
6/17/2015,86.4,0
6/18/2015,87.9,0
6/19/2015,88,0.02
6/20/2015,88.3,0.008
6/21/2015,88.4,0.004
6/22/2015,86.5,0.02
6/23/2015,88.1,0.004
6/24/2015,88,0
6/25/2015,87.3,0
6/26/2015,87.8,0.295
6/27/2015,86.1,0.122
6/28/2015,87.9,0.094
6/29/2015,88.8,0.024
6/30/2015,87.9,0.039
7/1/2015,88.3,0.008
7/2/2015,88.7,0.02
7/3/2015,88.1,0.091
7/4/2015,87.1,0.055
7/5/2015,87.6,0.004
7/6/2015,89,0.024
7/7/2015,86.7,0.102
7/8/2015,86.7,0
7/9/2015,87.9,0.004
7/10/2015,88.3,0.039
7/11/2015,87.6,0
7/12/2015,88.1,0.02
7/13/2015,88.3,0.087
7/14/2015,89.7,0.098
7/15/2015,88.8,0.142
7/16/2015,86.1,0.043
7/17/2015,87.8,0.012
7/18/2015,87.9,0.004
7/19/2015,88.4,0.083
7/20/2015,88.8,0.016
7/21/2015,90.1,0
7/22/2015,89.7,0.039
7/23/2015,89.2,0.071
7/24/2015,91.5,0.043
7/25/2015,85.2,0.154
7/26/2015,84.7,0.22
7/27/2015,88.3,0
7/28/2015,89.8,0
7/29/2015,89.9,0.051
7/30/2015,90.6,0
7/31/2015,91.5,0.201
8/1/2015,89.3,0.043
8/2/2015,87.9,0.043
8/3/2015,87,0.071
8/4/2015,88.7,0.024
8/5/2015,89.9,0
8/6/2015,90.6,0
8/7/2015,91.8,0.118
8/8/2015,89.5,0
8/9/2015,89.2,0.075
8/10/2015,88.7,0.039
8/11/2015,90.2,0.091
8/12/2015,90,0.012
8/13/2015,89.4,0.11
8/14/2015,86.3,0.185
8/15/2015,85.4,0.22
8/16/2015,88.3,0.004
8/17/2015,88.2,0.008
8/18/2015,88.9,0
8/19/2015,89.3,0.02
8/20/2015,88.9,0.008
8/21/2015,89.6,0
8/22/2015,90.5,0.087
8/23/2015,89,0.173
8/24/2015,88.1,0.102
8/25/2015,87.9,0.059
8/26/2015,87.3,1.358
8/27/2015,84.7,0.516
8/28/2015,86.2,0.291
8/29/2015,85.2,0.539
8/30/2015,81.3,0.697
8/31/2015,86.1,0.004
9/1/2015,87.5,0.043
9/2/2015,87.6,0.083
9/3/2015,87.3,0.008
9/4/2015,87.2,0.11
9/5/2015,85.4,0.992
9/6/2015,84.3,0.236
9/7/2015,84.3,0.236
9/8/2015,86.6,0.02
9/9/2015,87.1,0.063
9/10/2015,86.2,0.213
9/11/2015,86.8,0.157
9/12/2015,86.8,0.173
9/13/2015,88.8,0.091
9/14/2015,87.4,0.039
9/15/2015,85.3,0.323
9/16/2015,83.2,0.299
9/17/2015,82.1,1.13
9/18/2015,83,0.496
9/19/2015,87.2,0.075
9/20/2015,87.3,0
9/21/2015,85.5,0.209
9/22/2015,85.3,0.201
9/23/2015,84.5,0.213
9/24/2015,83,0.185
9/25/2015,84.3,0.189
9/26/2015,85.2,0.028
9/27/2015,86,0.181
9/28/2015,85.2,0.016
9/29/2015,86.1,0.13
9/30/2015,87.6,0.004
10/1/2015,88.6,0
10/2/2015,86.1,0
10/3/2015,86.6,0
10/4/2015,85.4,0
10/5/2015,84.6,0.028
10/6/2015,84.4,0
10/7/2015,82.9,0.496
10/8/2015,83.9,0.094
10/9/2015,84.3,0.142
10/10/2015,85.1,0.02
10/11/2015,83.6,0.012
10/12/2015,84.1,0
10/13/2015,84.4,0.157
10/14/2015,83.3,0.264
10/15/2015,83,0.067
10/16/2015,81,0.634
10/17/2015,80.8,0.043
10/18/2015,81.8,0.016
10/19/2015,78,0.327
10/20/2015,79.5,0.008
10/21/2015,82,0.016
10/22/2015,81.7,0.02
10/23/2015,80.6,0.055
10/24/2015,81.1,0.012
10/25/2015,82,0
10/26/2015,81.6,0
10/27/2015,83.1,0.004
10/28/2015,80.2,0.441
10/29/2015,82.8,0.11
10/30/2015,83.4,0.012
10/31/2015,82.3,0
11/1/2015,83.7,0
11/2/2015,83.6,0
11/3/2015,83.8,0.004
11/4/2015,83.3,0.039
11/5/2015,83.4,0
11/6/2015,83.3,0
11/7/2015,84,0.012
11/8/2015,84.2,0
11/9/2015,84.5,0
11/10/2015,85.3,0
11/11/2015,84.8,0
11/12/2015,84.4,0
11/13/2015,83.8,0.185
11/14/2015,78.8,0.228
11/15/2015,78.4,0.295
11/16/2015,79,0.512
11/17/2015,80.2,0.055
11/18/2015,81.8,0.028
11/19/2015,81.4,0.031
11/20/2015,80.2,0.102
11/21/2015,79.8,0.358
11/22/2015,79.8,1.035
11/23/2015,75.2,0.016
11/24/2015,73,0.008
11/25/2015,76.2,0.055
11/26/2015,77.3,0.098
11/27/2015,77.5,0
11/28/2015,78,0.008
11/29/2015,78.8,0.024
11/30/2015,77.9,0.031
12/1/2015,78.9,0.028
12/2/2015,81.3,0.028
12/3/2015,80.2,0.705
12/4/2015,76,1.354
12/5/2015,77.1,0.421
12/6/2015,78.2,0.236
12/7/2015,75.8,0.783
12/8/2015,73.9,0.823
12/9/2015,78,0.071
12/10/2015,78,0.012
12/11/2015,78.5,0.016
12/12/2015,79,0.004
12/13/2015,78.3,0.028
12/14/2015,79.8,0.012
12/15/2015,80.9,0
12/16/2015,80,0
12/17/2015,80.5,0.004
12/18/2015,81.5,0.11
12/19/2015,73.7,0.024
12/20/2015,75.3,0
12/21/2015,78.6,0.028
12/22/2015,79.1,0.035
12/23/2015,79.9,0.008
12/24/2015,80.6,0.004
12/25/2015,79.8,0
12/26/2015,79.8,0.016
12/27/2015,79,0
12/28/2015,80.6,0
12/29/2015,80.8,0
12/30/2015,79.8,0.028
12/31/2015,80.4,0.004
1/1/2016,81.4,0.012
1/2/2016,79.4,0.067
1/3/2016,76.8,0.091
1/4/2016,69.4,0
1/5/2016,71.6,0.004
1/6/2016,71.6,0.74
1/7/2016,74.2,0
1/8/2016,74.9,0.181
1/9/2016,78.9,0.039
1/10/2016,76.4,0.173
1/11/2016,70.8,0.012
1/12/2016,68.3,0.276
1/13/2016,71.7,0
1/14/2016,72.3,0.091
1/15/2016,76.5,1.035
1/16/2016,74.3,0.02
1/17/2016,76.5,0.154
1/18/2016,65.4,0
1/19/2016,62.7,0
1/20/2016,69.1,0
1/21/2016,71.1,0
1/22/2016,70.9,2.098
1/23/2016,63.6,0
1/24/2016,58.9,0
1/25/2016,69.4,0
1/26/2016,75.8,0
1/27/2016,76.8,0.48
1/28/2016,76.5,0.591
1/29/2016,69.6,0
1/30/2016,70.2,0
1/31/2016,74.6,0.004
2/1/2016,76,0.303
2/2/2016,77.4,0
2/3/2016,77.3,0
2/4/2016,77.7,0
2/5/2016,73.7,0.173
2/6/2016,75.3,0.008
2/7/2016,63.1,0.087
2/8/2016,65.4,0
2/9/2016,66.2,0
2/10/2016,63.8,0
2/11/2016,65.7,0
2/12/2016,71.7,0
2/13/2016,73.4,0
2/14/2016,70.1,0
2/15/2016,73.4,0.055
2/16/2016,77.4,0.28
2/17/2016,73.5,0
2/18/2016,74.4,0
2/19/2016,70.8,0
2/20/2016,72.3,0.004
2/21/2016,74.8,0
2/22/2016,76.4,0
2/23/2016,77.7,0.016
2/24/2016,81.2,0.079
2/25/2016,70,0.02
2/26/2016,70.8,0
2/27/2016,69.3,0
2/28/2016,71.2,0
2/29/2016,74.6,0
3/1/2016,77.1,0
3/2/2016,80.4,0
3/3/2016,79.4,0
3/4/2016,82.8,0.008
3/5/2016,74.2,0.083
3/6/2016,76.9,0
3/7/2016,72.5,0
3/8/2016,75,0
3/9/2016,76.2,0
3/10/2016,77.6,0
3/11/2016,77.9,0
3/12/2016,78.6,0
3/13/2016,79.8,0.02
3/14/2016,81.9,0
3/15/2016,81.8,0
3/16/2016,81.4,0
3/17/2016,81.6,0
3/18/2016,83.6,0
3/19/2016,82,0.035
3/20/2016,80.4,0.173
3/21/2016,72.5,0.201
3/22/2016,71.6,0
3/23/2016,76.5,0
3/24/2016,77.8,0.035
3/25/2016,81.2,0.071
3/26/2016,81.3,0.016
3/27/2016,80.6,0.031
3/28/2016,83,0.122
3/29/2016,80.4,0.465
3/30/2016,75.3,0.787
3/31/2016,81.2,0.004
4/1/2016,82.6,0
4/2/2016,85.1,0.008
4/3/2016,76.8,0.201
4/4/2016,78,0.283
4/5/2016,78.6,0
4/6/2016,74.5,0.043
4/7/2016,81.5,0.02
4/8/2016,80,0
4/9/2016,77.2,0
4/10/2016,75.9,0
4/11/2016,76.6,0.004
4/12/2016,79.8,0
4/13/2016,80.7,0
4/14/2016,82.3,0
4/15/2016,83.6,0.35
4/16/2016,78.6,0.264
4/17/2016,75.4,0.098
4/18/2016,76.8,0
4/19/2016,76.5,0
4/20/2016,77.1,0
4/21/2016,78.3,0
4/22/2016,79.9,0.012
4/23/2016,85.8,0
4/24/2016,82.4,0
4/25/2016,79.1,0.008
4/26/2016,79.6,0
4/27/2016,80.6,0
4/28/2016,83.2,0.016
4/29/2016,83.1,0
4/30/2016,81.6,0
5/1/2016,82.9,0.043
5/2/2016,83.5,0
5/3/2016,86.3,0.075
5/4/2016,80.7,1.008
5/5/2016,80.6,0.138
5/6/2016,79.1,0
5/7/2016,78,0
5/8/2016,79.5,0
5/9/2016,81.1,0
5/10/2016,82.8,0
5/11/2016,82.3,0
5/12/2016,82.7,0
5/13/2016,83.9,0
5/14/2016,85.5,0.016
5/15/2016,85.2,0
5/16/2016,85.2,0.008
5/17/2016,82,0.591
5/18/2016,83.7,1.437
5/19/2016,84.3,0.043
5/20/2016,84.7,0.051
5/21/2016,85.2,0.244
5/22/2016,86,0
5/23/2016,82.5,0.185
5/24/2016,80.7,0.748
5/25/2016,82,0
5/26/2016,81.2,0.012
5/27/2016,81.6,0.087
5/28/2016,81.3,0.252
5/29/2016,84.9,0.012
5/30/2016,83.8,0.028
5/31/2016,83.7,0.059
6/1/2016,84.3,0.012
6/2/2016,85.5,0.13
6/3/2016,84.8,0.035
6/4/2016,85.6,0
6/5/2016,86.4,0.028
6/6/2016,87,0.043
6/7/2016,86.8,0.323
6/8/2016,83,0.811
6/9/2016,84.5,0.283
6/10/2016,83.4,0.984
6/11/2016,84.4,0.768
6/12/2016,85.8,0.075
6/13/2016,85.1,0.075
6/14/2016,87,0.02
6/15/2016,85.2,0.094
6/16/2016,86.4,0.169
6/17/2016,84.4,0.193
6/18/2016,87.9,0.224
6/19/2016,81.8,0.24
6/20/2016,81,0.059
6/21/2016,81.6,0.358
6/22/2016,84.8,0
6/23/2016,86.7,0.035
6/24/2016,85.8,0.028
6/25/2016,87.2,0.024
6/26/2016,86,0.043
6/27/2016,86,0.185
6/28/2016,85.9,0.063
6/29/2016,85.1,0.516
6/30/2016,83.4,0.303
7/1/2016,85.6,0.327
7/2/2016,83.3,0.244
7/3/2016,84.6,0.161
7/4/2016,86.3,0.236
7/5/2016,87.9,0.031
7/6/2016,87.4,0
7/7/2016,88.5,0
7/8/2016,87.8,0.043
7/9/2016,87,0.035
7/10/2016,88.8,0
7/11/2016,86,0.083
7/12/2016,87.6,0.244
7/13/2016,86.8,0.217
7/14/2016,87.1,0.122
7/15/2016,86.4,0.043
7/16/2016,86.1,0.213
7/17/2016,86.9,0.039
7/18/2016,87,0.094
7/19/2016,87.4,0.047
7/20/2016,82.9,0.323
7/21/2016,84.8,0.252
7/22/2016,84.9,0.512
7/23/2016,85.5,0.094
7/24/2016,83.1,0.071
7/25/2016,85.9,0
7/26/2016,87.3,0.008
7/27/2016,86.9,0.004
7/28/2016,86.6,0.008
7/29/2016,88.6,0.031
7/30/2016,89.4,0.075
7/31/2016,85.8,0.311
8/1/2016,86.8,0.236
8/2/2016,86.6,0.63
8/3/2016,83.3,0.378
8/4/2016,86.1,0
8/5/2016,87.5,0.004
8/6/2016,88.8,0.079
8/7/2016,87.3,0.165
8/8/2016,84.1,0.189
8/9/2016,86.5,0.492
8/10/2016,87.7,0.146
8/11/2016,85.5,0.295
8/12/2016,83.7,0.154
8/13/2016,86.9,0.028
8/14/2016,85.3,0.185
8/15/2016,86.1,0.008
8/16/2016,84.6,0.366
8/17/2016,83.7,0.11
8/18/2016,84.3,0.272
8/19/2016,86.1,0.083
8/20/2016,88,0.016
8/21/2016,88.6,0.051
8/22/2016,89,0.039
8/23/2016,88.7,0.004
8/24/2016,85.3,0.283
8/25/2016,85.6,0.382
8/26/2016,86,0.728
8/27/2016,85.4,0.213
8/28/2016,83.7,0.256
8/29/2016,83.8,0.579
8/30/2016,80.5,0.843
8/31/2016,82.1,0.74
9/1/2016,86.1,0.059
9/2/2016,87,0.012
9/3/2016,87,0.134
9/4/2016,86.8,0
9/5/2016,84.8,0.335
9/6/2016,82.5,0.878
9/7/2016,82.9,0.295
9/8/2016,83.8,0.161
9/9/2016,84.8,0.161
9/10/2016,84.1,0.177
9/11/2016,83.4,0.378
9/12/2016,83.9,0.244
9/13/2016,82.7,0.307
9/14/2016,86.1,0.024
9/15/2016,86.7,0.201
9/16/2016,86.9,0.028
9/17/2016,87.1,0.012
9/18/2016,86.7,0.075
9/19/2016,88.1,0.138
9/20/2016,86.1,0.114
9/21/2016,86.5,0.055
9/22/2016,84.6,0.169
9/23/2016,84,0.35
9/24/2016,84.4,1.228
9/25/2016,82.5,0.394
9/26/2016,81.8,0.114
9/27/2016,82.6,0.488
9/28/2016,85.1,0.118
9/29/2016,86.1,0.11
9/30/2016,84.4,0.272
10/1/2016,84.3,0.134
10/2/2016,82.3,0.354
10/3/2016,83.9,0.287
