latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
38.84007,-76.96719,7.0,-18000,America/New_York,GMT-5

time,temperature_2m_max (°F),rain_sum (inch)
2008-03-28,72.1,0.016
2008-03-29,50.6,0.000
2008-03-30,49.3,0.000
2008-03-31,56.5,0.000
2008-04-01,72.1,0.110
2008-04-02,56.2,0.000
2008-04-03,52.0,0.465
2008-04-04,66.5,0.102
2008-04-05,62.8,0.102
2008-04-06,51.3,0.386
2008-04-07,48.3,0.004
2008-04-08,53.2,0.000
2008-04-09,66.8,0.000
2008-04-10,73.9,0.000
2008-04-11,79.5,0.000
2008-04-12,73.8,0.201
2008-04-13,57.3,0.004
2008-04-14,55.1,0.000
2008-04-15,59.6,0.000
2008-04-16,65.8,0.000
2008-04-17,74.0,0.000
2008-04-18,82.7,0.000
2008-04-19,80.3,0.000
2008-04-20,65.5,0.764
2008-04-21,61.8,0.693
2008-04-22,69.4,0.004
2008-04-23,73.5,0.000
2008-04-24,76.6,0.000
2008-04-25,78.7,0.000
2008-04-26,79.8,0.134
2008-04-27,59.3,0.161
2008-04-28,62.1,0.602
2008-04-29,61.1,0.028
2008-04-30,58.7,0.016
2008-05-01,66.6,0.008
2008-05-02,81.3,0.004
2008-05-03,80.9,0.012
2008-05-04,71.8,0.000
2008-05-05,71.5,0.000
2008-05-06,76.2,0.000
2008-05-07,81.1,0.000
2008-05-08,74.9,0.260
2008-05-09,63.6,1.295
2008-05-10,62.3,0.398
2008-05-11,63.3,1.087
2008-05-12,50.6,1.323
2008-05-13,70.4,0.000
2008-05-14,74.9,0.000
2008-05-15,74.9,0.039
2008-05-16,71.3,0.650
2008-05-17,73.8,0.000
2008-05-18,72.0,0.067
2008-05-19,64.1,0.000
2008-05-20,61.8,0.268
2008-05-21,67.8,0.000
2008-05-22,65.6,0.000
2008-05-23,69.3,0.000
2008-05-24,70.2,0.000
2008-05-25,74.6,0.000
2008-05-26,83.7,0.000
2008-05-27,82.0,0.181
2008-05-28,68.3,0.000
2008-05-29,76.8,0.000
2008-05-30,82.5,0.000
2008-05-31,84.1,0.134
2008-06-01,84.1,0.000
2008-06-02,78.9,0.000
2008-06-03,82.5,0.500
2008-06-04,88.4,0.406
2008-06-05,86.9,0.028
2008-06-06,87.6,0.000
2008-06-07,96.4,0.000
2008-06-08,96.0,0.000
2008-06-09,96.6,0.000
2008-06-10,98.5,0.024
2008-06-11,86.3,0.000
2008-06-12,89.8,0.000
2008-06-13,90.2,0.000
2008-06-14,90.7,0.205
2008-06-15,85.1,0.024
2008-06-16,90.5,0.138
2008-06-17,77.1,0.000
2008-06-18,78.9,0.000
2008-06-19,74.9,0.000
2008-06-20,83.9,0.000
2008-06-21,86.7,0.154
2008-06-22,86.7,0.051
2008-06-23,85.8,0.008
2008-06-24,81.9,0.000
2008-06-25,88.4,0.000
2008-06-26,93.1,0.000
2008-06-27,94.1,0.063
2008-06-28,93.9,0.000
2008-06-29,90.1,0.335
2008-06-30,83.8,0.161
2008-07-01,80.8,0.000
2008-07-02,86.5,0.000
2008-07-03,92.3,0.000
2008-07-04,87.4,0.091
2008-07-05,81.0,0.339
2008-07-06,82.1,0.508
2008-07-07,84.5,0.039
2008-07-08,89.8,0.063
2008-07-09,83.4,0.461
2008-07-10,84.5,0.000
2008-07-11,88.4,0.000
2008-07-12,89.3,0.000
2008-07-13,91.0,0.157
2008-07-14,83.5,0.650
2008-07-15,86.0,0.000
2008-07-16,88.7,0.000
2008-07-17,93.2,0.000
2008-07-18,93.6,0.000
2008-07-19,93.4,0.000
2008-07-20,94.2,0.000
2008-07-21,92.8,0.000
2008-07-22,96.4,0.016
2008-07-23,87.6,0.799
2008-07-24,82.8,0.031
2008-07-25,86.7,0.000
2008-07-26,86.0,0.000
2008-07-27,86.1,0.248
2008-07-28,88.0,0.000
2008-07-29,90.2,0.051
2008-07-30,90.7,0.000
2008-07-31,85.9,0.012
2008-08-01,91.3,0.000
2008-08-02,89.5,0.646
2008-08-03,84.7,0.000
2008-08-04,87.2,0.000
2008-08-05,89.6,0.004
2008-08-06,91.1,0.000
2008-08-07,88.5,0.059
2008-08-08,82.8,0.000
2008-08-09,82.0,0.000
2008-08-10,88.0,0.055
2008-08-11,77.6,0.000
2008-08-12,82.7,0.000
2008-08-13,84.6,0.000
2008-08-14,86.5,0.610
2008-08-15,83.4,0.000
2008-08-16,83.9,0.000
2008-08-17,86.9,0.000
2008-08-18,89.1,0.000
2008-08-19,92.0,0.000
2008-08-20,81.3,0.000
2008-08-21,84.6,0.000
2008-08-22,83.9,0.000
2008-08-23,83.3,0.004
2008-08-24,87.3,0.000
2008-08-25,91.0,0.020
2008-08-26,79.6,0.000
2008-08-27,78.9,0.000
2008-08-28,70.2,0.531
2008-08-29,75.8,0.276
2008-08-30,85.8,0.000
2008-08-31,85.9,0.000
2008-09-01,85.9,0.000
2008-09-02,89.8,0.000
2008-09-03,92.4,0.000
2008-09-04,93.6,0.000
2008-09-05,87.5,1.705
2008-09-06,76.3,1.906
2008-09-07,80.6,0.000
2008-09-08,83.1,0.000
2008-09-09,75.7,0.524
2008-09-10,73.1,0.000
2008-09-11,75.7,0.000
2008-09-12,76.6,0.067
2008-09-13,87.5,0.043
2008-09-14,91.1,0.000
2008-09-15,81.4,0.000
2008-09-16,73.4,0.000
2008-09-17,75.1,0.000
2008-09-18,79.6,0.000
2008-09-19,71.6,0.000
2008-09-20,72.1,0.000
2008-09-21,78.3,0.000
2008-09-22,79.4,0.004
2008-09-23,73.0,0.000
2008-09-24,73.5,0.000
2008-09-25,65.1,0.772
2008-09-26,67.2,0.228
2008-09-27,78.4,0.102
2008-09-28,76.4,0.441
2008-09-29,73.0,0.000
2008-09-30,75.4,0.512
2008-10-01,70.6,0.098
2008-10-02,64.1,0.000
2008-10-03,70.9,0.000
2008-10-04,71.3,0.000
2008-10-05,74.3,0.000
2008-10-06,69.5,0.000
2008-10-07,64.1,0.000
2008-10-08,69.5,0.012
2008-10-09,77.2,0.000
2008-10-10,75.2,0.000
2008-10-11,74.1,0.000
2008-10-12,74.2,0.000
2008-10-13,80.5,0.000
2008-10-14,82.6,0.000
2008-10-15,81.0,0.000
2008-10-16,83.5,0.000
2008-10-17,64.1,0.012
2008-10-18,60.0,0.000
2008-10-19,58.2,0.000
2008-10-20,63.2,0.000
2008-10-21,62.1,0.000
2008-10-22,57.2,0.000
2008-10-23,56.6,0.000
2008-10-24,58.9,0.063
2008-10-25,64.9,0.665
2008-10-26,63.6,0.000
2008-10-27,52.0,0.138
2008-10-28,51.3,0.181
2008-10-29,50.4,0.035
2008-10-30,53.4,0.000
2008-10-31,64.3,0.000
2008-11-01,72.0,0.000
2008-11-02,58.0,0.000
2008-11-03,61.9,0.000
2008-11-04,58.1,0.287
2008-11-05,65.0,0.417
2008-11-06,65.6,0.150
2008-11-07,69.3,0.004
2008-11-08,65.0,0.232
2008-11-09,58.2,0.000
2008-11-10,50.4,0.000
2008-11-11,48.8,0.000
2008-11-12,52.0,0.000
2008-11-13,52.2,0.740
2008-11-14,57.0,0.016
2008-11-15,69.8,0.421
2008-11-16,50.1,0.000
2008-11-17,47.9,0.012
2008-11-18,40.0,0.000
2008-11-19,38.4,0.000
2008-11-20,45.2,0.000
2008-11-21,40.1,0.016
2008-11-22,35.1,0.000
2008-11-23,41.1,0.000
2008-11-24,48.1,0.134
2008-11-25,47.0,0.091
2008-11-26,44.6,0.000
2008-11-27,48.2,0.000
2008-11-28,52.0,0.000
2008-11-29,47.4,0.000
2008-11-30,46.1,0.622
2008-12-01,50.4,0.055
2008-12-02,45.3,0.000
2008-12-03,45.5,0.000
2008-12-04,53.0,0.059
2008-12-05,40.3,0.004
2008-12-06,38.3,0.000
2008-12-07,34.0,0.000
2008-12-08,33.7,0.000
2008-12-09,54.8,0.000
2008-12-10,62.4,0.445
2008-12-11,46.5,1.921
2008-12-12,44.0,0.244
2008-12-13,37.1,0.000
2008-12-14,46.2,0.000
2008-12-15,65.3,0.043
2008-12-16,54.0,0.402
2008-12-17,51.3,0.059
2008-12-18,43.4,0.000
2008-12-19,55.1,0.303
2008-12-20,46.6,0.000
2008-12-21,43.2,0.075
2008-12-22,27.5,0.000
2008-12-23,32.7,0.000
2008-12-24,59.0,0.016
2008-12-25,58.7,0.020
2008-12-26,41.8,0.000
2008-12-27,59.3,0.000
2008-12-28,67.7,0.000
2008-12-29,49.4,0.000
2008-12-30,50.5,0.000
2008-12-31,43.1,0.000
2009-01-01,33.9,0.000
2009-01-02,42.0,0.000
2009-01-03,43.8,0.000
2009-01-04,44.3,0.000
2009-01-05,48.3,0.008
2009-01-06,38.8,0.547
2009-01-07,43.5,1.209
2009-01-08,42.0,0.000
2009-01-09,37.8,0.000
2009-01-10,44.0,0.161
2009-01-11,44.9,0.161
2009-01-12,38.8,0.000
2009-01-13,40.2,0.000
2009-01-14,31.8,0.000
2009-01-15,29.8,0.000
2009-01-16,19.1,0.000
2009-01-17,24.7,0.000
2009-01-18,39.4,0.000
2009-01-19,38.0,0.000
2009-01-20,31.3,0.000
2009-01-21,32.3,0.000
2009-01-22,44.3,0.000
2009-01-23,52.6,0.000
2009-01-24,40.8,0.004
2009-01-25,34.3,0.000
2009-01-26,34.4,0.000
2009-01-27,31.9,0.071
2009-01-28,48.1,0.307
2009-01-29,40.0,0.000
2009-01-30,41.9,0.000
2009-01-31,35.0,0.000
2009-02-01,56.1,0.000
2009-02-02,54.6,0.004
2009-02-03,41.1,0.000
2009-02-04,34.8,0.000
2009-02-05,26.6,0.000
2009-02-06,42.6,0.000
2009-02-07,56.5,0.000
2009-02-08,62.9,0.000
2009-02-09,50.8,0.000
2009-02-10,61.1,0.008
2009-02-11,68.1,0.000
2009-02-12,62.8,0.000
2009-02-13,47.9,0.000
2009-02-14,48.1,0.000
2009-02-15,43.5,0.000
2009-02-16,39.5,0.000
2009-02-17,41.7,0.000
2009-02-18,45.6,0.146
2009-02-19,46.7,0.004
2009-02-20,38.0,0.000
2009-02-21,44.1,0.000
2009-02-22,43.3,0.031
2009-02-23,36.4,0.000
2009-02-24,39.0,0.000
2009-02-25,47.8,0.000
2009-02-26,55.3,0.000
2009-02-27,66.2,0.024
2009-02-28,51.4,0.039
2009-03-01,39.2,0.047
2009-03-02,30.3,0.000
2009-03-03,29.1,0.000
2009-03-04,36.5,0.000
2009-03-05,44.0,0.000
2009-03-06,65.2,0.000
2009-03-07,74.0,0.000
2009-03-08,76.6,0.000
2009-03-09,64.0,0.000
2009-03-10,50.2,0.000
2009-03-11,74.8,0.000
2009-03-12,48.1,0.000
2009-03-13,42.4,0.051
2009-03-14,45.8,0.150
2009-03-15,42.3,0.276
2009-03-16,48.8,0.110
2009-03-17,52.1,0.083
2009-03-18,65.3,0.000
2009-03-19,52.7,0.059
2009-03-20,48.2,0.000
2009-03-21,49.4,0.000
2009-03-22,60.6,0.000
2009-03-23,51.2,0.000
2009-03-24,48.1,0.000
2009-03-25,50.8,0.000
2009-03-26,49.7,0.280
2009-03-27,62.4,0.327
2009-03-28,53.9,0.886
2009-03-29,74.6,0.189
2009-03-30,56.6,0.000
2009-03-31,58.5,0.000
2009-04-01,59.4,0.232
2009-04-02,60.2,0.016
2009-04-03,71.4,0.626
2009-04-04,63.5,0.000
2009-04-05,68.0,0.000
2009-04-06,65.9,0.201
2009-04-07,47.6,0.000
2009-04-08,55.0,0.000
2009-04-09,61.2,0.000
2009-04-10,71.9,0.020
2009-04-11,56.2,0.724
2009-04-12,54.3,0.000
2009-04-13,56.0,0.193
2009-04-14,50.2,0.185
2009-04-15,47.2,0.366
2009-04-16,63.1,0.000
2009-04-17,69.5,0.000
2009-04-18,75.3,0.000
2009-04-19,69.1,0.024
2009-04-20,58.9,1.291
2009-04-21,68.5,0.051
2009-04-22,58.2,0.315
2009-04-23,61.4,0.000
2009-04-24,74.4,0.000
2009-04-25,88.4,0.000
2009-04-26,90.3,0.000
2009-04-27,89.4,0.000
2009-04-28,86.0,0.000
2009-04-29,69.6,0.138
2009-04-30,64.1,0.000
2009-05-01,75.3,0.177
2009-05-02,71.0,0.134
2009-05-03,61.6,0.894
2009-05-04,55.0,0.661
2009-05-05,61.7,0.346
2009-05-06,69.7,0.142
2009-05-07,74.4,0.378
2009-05-08,78.8,0.000
2009-05-09,84.9,0.067
2009-05-10,72.6,0.000
2009-05-11,62.3,0.016
2009-05-12,67.5,0.000
2009-05-13,70.8,0.000
2009-05-14,75.1,0.075
2009-05-15,77.7,0.083
2009-05-16,81.2,0.193
2009-05-17,68.7,0.551
2009-05-18,62.3,0.000
2009-05-19,67.4,0.000
2009-05-20,74.9,0.000
2009-05-21,79.2,0.000
2009-05-22,82.9,0.000
2009-05-23,84.8,0.016
2009-05-24,84.3,0.043
2009-05-25,81.2,0.197
2009-05-26,68.3,0.457
2009-05-27,74.0,0.020
2009-05-28,81.0,0.512
2009-05-29,80.7,0.433
2009-05-30,78.5,0.000
2009-05-31,79.0,0.008
2009-06-01,76.1,0.000
2009-06-02,89.4,0.004
2009-06-03,84.9,0.791
2009-06-04,66.5,0.736
2009-06-05,60.6,1.020
2009-06-06,74.2,0.004
2009-06-07,80.6,0.000
2009-06-08,85.7,0.000
2009-06-09,86.0,0.291
2009-06-10,82.4,0.102
2009-06-11,81.5,0.094
2009-06-12,83.2,0.106
2009-06-13,83.4,0.059
2009-06-14,80.4,0.000
2009-06-15,81.2,0.000
2009-06-16,77.1,0.047
2009-06-17,69.8,0.146
2009-06-18,82.5,0.602
2009-06-19,83.0,0.000
2009-06-20,86.7,0.169
2009-06-21,78.6,0.028
2009-06-22,82.8,0.008
2009-06-23,81.1,0.000
2009-06-24,84.8,0.000
2009-06-25,88.9,0.000
2009-06-26,87.9,0.008
2009-06-27,83.3,0.000
2009-06-28,81.0,0.028
2009-06-29,84.7,0.008
2009-06-30,85.7,0.000
2009-07-01,84.7,0.110
2009-07-02,81.0,0.047
2009-07-03,80.3,0.000
2009-07-04,83.6,0.000
2009-07-05,76.7,0.063
2009-07-06,85.2,0.000
2009-07-07,87.9,0.000
2009-07-08,83.0,0.000
2009-07-09,82.2,0.000
2009-07-10,82.1,0.000
2009-07-11,88.3,0.000
2009-07-12,88.7,0.071
2009-07-13,86.8,0.000
2009-07-14,85.2,0.000
2009-07-15,90.4,0.000
2009-07-16,94.2,0.000
2009-07-17,90.1,0.138
2009-07-18,83.8,0.000
2009-07-19,81.9,0.000
2009-07-20,82.8,0.000
2009-07-21,83.9,0.028
2009-07-22,88.4,0.039
2009-07-23,85.9,0.220
2009-07-24,85.3,0.004
2009-07-25,91.7,0.000
2009-07-26,95.0,0.114
2009-07-27,88.7,0.118
2009-07-28,89.7,0.035
2009-07-29,86.5,0.579
2009-07-30,87.5,0.000
2009-07-31,89.1,0.398
2009-08-01,86.2,0.008
2009-08-02,82.8,0.374
2009-08-03,86.5,0.000
2009-08-04,90.5,0.000
2009-08-05,85.7,0.000
2009-08-06,77.0,0.402
2009-08-07,82.4,0.000
2009-08-08,86.7,0.000
2009-08-09,95.5,0.000
2009-08-10,96.2,0.000
2009-08-11,92.9,0.201
2009-08-12,86.9,0.394
2009-08-13,84.1,0.087
2009-08-14,84.5,0.020
2009-08-15,86.3,0.000
2009-08-16,90.9,0.000
2009-08-17,92.0,0.000
2009-08-18,94.6,0.213
2009-08-19,89.5,0.106
2009-08-20,93.7,0.039
2009-08-21,89.0,0.114
2009-08-22,77.8,1.437
2009-08-23,85.7,0.122
2009-08-24,83.9,0.000
2009-08-25,85.7,0.000
2009-08-26,89.1,0.000
2009-08-27,86.3,0.000
2009-08-28,81.5,0.441
2009-08-29,85.4,0.130
2009-08-30,84.1,0.000
2009-08-31,75.5,0.000
2009-09-01,74.4,0.000
2009-09-02,75.7,0.000
2009-09-03,77.7,0.000
2009-09-04,82.2,0.000
2009-09-05,87.2,0.000
2009-09-06,84.3,0.000
2009-09-07,78.6,0.063
2009-09-08,73.4,0.043
2009-09-09,78.8,0.000
2009-09-10,72.2,0.016
2009-09-11,63.2,0.772
2009-09-12,68.1,0.039
2009-09-13,80.3,0.000
2009-09-14,82.1,0.000
2009-09-15,83.7,0.000
2009-09-16,74.7,0.031
2009-09-17,71.3,0.000
2009-09-18,80.0,0.004
2009-09-19,74.8,0.000
2009-09-20,74.8,0.000
2009-09-21,77.8,0.000
2009-09-22,77.6,0.012
2009-09-23,86.0,0.000
2009-09-24,85.0,0.008
2009-09-25,74.0,0.130
2009-09-26,68.1,0.642
2009-09-27,75.1,0.461
2009-09-28,79.7,0.008
2009-09-29,67.7,0.000
2009-09-30,65.9,0.063
2009-10-01,64.4,0.000
2009-10-02,73.8,0.075
2009-10-03,77.4,0.016
2009-10-04,70.3,0.000
2009-10-05,69.5,0.000
2009-10-06,71.4,0.000
2009-10-07,69.0,0.059
2009-10-08,69.7,0.016
2009-10-09,84.8,0.000
2009-10-10,75.8,0.087
2009-10-11,67.8,0.000
2009-10-12,60.0,0.000
2009-10-13,69.8,0.000
2009-10-14,53.5,0.075
2009-10-15,48.5,0.492
2009-10-16,43.1,0.268
2009-10-17,42.7,0.996
2009-10-18,52.1,0.319
2009-10-19,56.5,0.000
2009-10-20,68.4,0.000
2009-10-21,73.5,0.000
2009-10-22,75.2,0.000
2009-10-23,67.1,0.118
2009-10-24,72.7,0.980
2009-10-25,60.8,0.000
2009-10-26,61.6,0.000
2009-10-27,58.7,0.795
2009-10-28,70.1,0.791
2009-10-29,61.3,0.000
2009-10-30,59.6,0.000
2009-10-31,69.9,0.283
2009-11-01,53.8,1.421
2009-11-02,58.7,0.000
2009-11-03,63.7,0.000
2009-11-04,52.9,0.012
2009-11-05,56.7,0.000
2009-11-06,49.8,0.000
2009-11-07,57.7,0.000
2009-11-08,70.7,0.000
2009-11-09,69.1,0.000
2009-11-10,65.0,0.004
2009-11-11,55.1,1.587
2009-11-12,45.3,1.118
2009-11-13,55.3,0.220
2009-11-14,60.3,0.024
2009-11-15,70.4,0.000
2009-11-16,67.2,0.000
2009-11-17,56.4,0.000
2009-11-18,58.2,0.000
2009-11-19,62.0,0.744
2009-11-20,58.2,0.067
2009-11-21,56.2,0.000
2009-11-22,56.2,0.000
2009-11-23,50.7,0.303
2009-11-24,49.7,0.177
2009-11-25,54.1,0.110
2009-11-26,50.8,0.012
2009-11-27,48.6,0.146
2009-11-28,50.7,0.000
2009-11-29,62.6,0.000
2009-11-30,54.1,0.303
2009-12-01,54.2,0.000
2009-12-02,59.3,0.457
2009-12-03,64.1,0.280
2009-12-04,50.6,0.000
2009-12-05,45.2,0.291
2009-12-06,35.5,0.000
2009-12-07,43.5,0.000
2009-12-08,44.3,0.091
2009-12-09,55.1,0.839
2009-12-10,44.6,0.000
2009-12-11,36.7,0.000
2009-12-12,41.2,0.000
2009-12-13,42.8,0.622
2009-12-14,50.1,0.000
2009-12-15,56.0,0.000
2009-12-16,39.7,0.000
2009-12-17,36.2,0.000
2009-12-18,35.9,0.000
2009-12-19,29.0,0.000
2009-12-20,32.8,0.000
2009-12-21,37.0,0.000
2009-12-22,37.3,0.000
2009-12-23,33.6,0.000
2009-12-24,32.5,0.000
2009-12-25,46.1,0.453
2009-12-26,50.1,0.886
2009-12-27,46.8,0.000
2009-12-28,35.3,0.000
2009-12-29,32.0,0.000
2009-12-30,34.1,0.000
2009-12-31,38.9,0.319
2010-01-01,42.8,0.016
2010-01-02,28.8,0.000
2010-01-03,26.6,0.000
2010-01-04,32.6,0.000
2010-01-05,34.1,0.000
2010-01-06,38.0,0.000
2010-01-07,37.8,0.000
2010-01-08,30.5,0.000
2010-01-09,34.3,0.000
2010-01-10,30.9,0.000
2010-01-11,36.7,0.000
2010-01-12,34.6,0.000
2010-01-13,41.5,0.000
2010-01-14,48.7,0.000
2010-01-15,54.2,0.000
2010-01-16,52.6,0.000
2010-01-17,43.5,0.709
2010-01-18,55.0,0.000
2010-01-19,57.7,0.000
2010-01-20,44.1,0.035
2010-01-21,42.0,0.091
2010-01-22,40.1,0.280
2010-01-23,43.5,0.000
2010-01-24,52.0,0.240
2010-01-25,60.7,0.898
2010-01-26,44.5,0.000
2010-01-27,44.4,0.000
2010-01-28,48.3,0.000
2010-01-29,29.3,0.000
2010-01-30,24.2,0.000
2010-01-31,30.1,0.000
2010-02-01,35.9,0.000
2010-02-02,38.3,0.016
2010-02-03,41.1,0.000
2010-02-04,37.9,0.000
2010-02-05,35.7,0.000
2010-02-06,30.4,0.000
2010-02-07,30.7,0.000
2010-02-08,32.0,0.000
2010-02-09,33.8,0.031
2010-02-10,29.7,0.020
2010-02-11,37.0,0.000
2010-02-12,35.3,0.000
2010-02-13,32.2,0.000
2010-02-14,38.3,0.000
2010-02-15,37.0,0.059
2010-02-16,35.0,0.000
2010-02-17,36.5,0.000
2010-02-18,41.9,0.000
2010-02-19,42.5,0.000
2010-02-20,42.4,0.000
2010-02-21,46.2,0.000
2010-02-22,41.5,0.110
2010-02-23,42.6,0.031
2010-02-24,42.7,0.028
2010-02-25,40.2,0.028
2010-02-26,35.3,0.000
2010-02-27,42.5,0.000
2010-02-28,43.9,0.008
2010-03-01,45.6,0.000
2010-03-02,40.8,0.083
2010-03-03,41.6,0.150
2010-03-04,45.1,0.000
2010-03-05,48.8,0.000
2010-03-06,51.3,0.000
2010-03-07,57.1,0.000
2010-03-08,58.6,0.000
2010-03-09,62.3,0.000
2010-03-10,63.4,0.000
2010-03-11,65.0,0.043
2010-03-12,51.2,1.083
2010-03-13,53.3,1.075
2010-03-14,51.8,0.335
2010-03-15,49.4,0.071
2010-03-16,61.6,0.000
2010-03-17,65.7,0.000
2010-03-18,68.0,0.000
2010-03-19,70.4,0.000
2010-03-20,73.0,0.000
2010-03-21,75.0,0.000
2010-03-22,64.1,0.516
2010-03-23,51.4,0.024
2010-03-24,64.9,0.000
2010-03-25,71.1,0.051
2010-03-26,53.9,0.811
2010-03-27,49.2,0.000
2010-03-28,60.5,0.598
2010-03-29,60.0,0.358
2010-03-30,55.0,0.051
2010-03-31,69.3,0.000
2010-04-01,73.7,0.000
2010-04-02,72.6,0.000
2010-04-03,72.9,0.000
2010-04-04,74.9,0.000
2010-04-05,82.2,0.000
2010-04-06,89.5,0.000
2010-04-07,89.2,0.000
2010-04-08,82.8,0.173
2010-04-09,59.4,0.358
2010-04-10,63.9,0.000
2010-04-11,75.8,0.000
2010-04-12,70.5,0.000
2010-04-13,56.0,0.150
2010-04-14,61.4,0.000
2010-04-15,74.9,0.000
2010-04-16,82.5,0.016
2010-04-17,67.0,0.012
2010-04-18,56.6,0.000
2010-04-19,67.1,0.000
2010-04-20,68.9,0.000
2010-04-21,59.6,0.346
2010-04-22,73.2,0.000
2010-04-23,71.5,0.000
2010-04-24,60.2,0.075
2010-04-25,73.5,0.850
2010-04-26,63.2,0.382
2010-04-27,62.7,0.000
2010-04-28,57.0,0.000
2010-04-29,68.6,0.000
2010-04-30,81.7,0.000
2010-05-01,88.8,0.000
2010-05-02,86.4,0.020
2010-05-03,80.2,0.094
2010-05-04,81.6,0.000
2010-05-05,82.3,0.000
2010-05-06,81.6,0.000
2010-05-07,78.0,0.000
2010-05-08,76.6,0.000
2010-05-09,60.7,0.000
2010-05-10,63.5,0.000
2010-05-11,58.5,0.181
2010-05-12,80.9,0.319
2010-05-13,62.0,0.008
2010-05-14,86.5,0.000
2010-05-15,77.5,0.000
2010-05-16,74.9,0.051
2010-05-17,63.8,0.339
2010-05-18,56.9,0.028
2010-05-19,64.7,0.000
2010-05-20,81.9,0.000
2010-05-21,87.1,0.000
2010-05-22,76.9,0.098
2010-05-23,74.3,0.465
2010-05-24,75.1,0.000
2010-05-25,77.6,0.000
2010-05-26,90.2,0.000
2010-05-27,93.3,0.181
2010-05-28,74.0,0.350
2010-05-29,80.1,0.055
2010-05-30,88.9,0.000
2010-05-31,92.0,0.004
2010-06-01,87.3,0.327
2010-06-02,86.9,0.000
2010-06-03,92.2,0.130
2010-06-04,91.2,0.185
2010-06-05,91.3,0.000
2010-06-06,94.2,0.571
2010-06-07,75.3,0.000
2010-06-08,77.3,0.000
2010-06-09,70.5,0.366
2010-06-10,86.6,0.000
2010-06-11,83.4,0.000
2010-06-12,92.4,0.055
2010-06-13,91.2,0.020
2010-06-14,88.4,0.000
2010-06-15,83.6,0.028
2010-06-16,80.9,0.390
2010-06-17,85.9,0.000
2010-06-18,85.1,0.000
2010-06-19,91.9,0.000
2010-06-20,93.3,0.000
2010-06-21,92.9,0.000
2010-06-22,97.1,0.043
2010-06-23,97.1,0.000
2010-06-24,100.4,0.114
2010-06-25,91.1,0.000
2010-06-26,93.8,0.000
2010-06-27,100.2,0.000
2010-06-28,99.3,0.130
2010-06-29,92.8,0.020
2010-06-30,83.6,0.000
2010-07-01,81.2,0.000
2010-07-02,81.8,0.000
2010-07-03,88.9,0.000
2010-07-04,96.7,0.000
2010-07-05,99.8,0.000
2010-07-06,101.8,0.000
2010-07-07,102.3,0.000
2010-07-08,94.0,0.016
2010-07-09,91.5,0.000
2010-07-10,85.2,0.453
2010-07-11,90.5,0.000
2010-07-12,92.8,0.067
2010-07-13,86.4,0.075
2010-07-14,85.7,0.142
2010-07-15,92.8,0.000
2010-07-16,97.0,0.000
2010-07-17,96.1,0.039
2010-07-18,96.5,0.016
2010-07-19,97.6,0.197
2010-07-20,94.8,0.232
2010-07-21,93.7,0.016
2010-07-22,95.6,0.000
2010-07-23,101.6,0.000
2010-07-24,103.3,0.000
2010-07-25,101.7,0.268
2010-07-26,89.6,0.004
2010-07-27,91.1,0.000
2010-07-28,94.1,0.000
2010-07-29,92.2,0.484
2010-07-30,84.7,0.000
2010-07-31,85.1,0.035
2010-08-01,80.1,0.122
2010-08-02,83.3,0.012
2010-08-03,88.1,0.000
2010-08-04,92.1,0.173
2010-08-05,98.4,0.197
2010-08-06,91.1,0.000
2010-08-07,87.2,0.000
2010-08-08,90.0,0.000
2010-08-09,94.5,0.000
2010-08-10,98.7,0.000
2010-08-11,97.1,0.000
2010-08-12,85.7,0.567
2010-08-13,79.4,0.512
2010-08-14,81.9,0.000
2010-08-15,78.4,0.079
2010-08-16,92.0,0.173
2010-08-17,90.6,0.000
2010-08-18,79.5,2.142
2010-08-19,85.6,0.000
2010-08-20,89.3,0.000
2010-08-21,88.6,0.000
2010-08-22,86.8,0.051
2010-08-23,82.8,0.008
2010-08-24,74.8,0.000
2010-08-25,79.4,0.000
2010-08-26,83.9,0.000
2010-08-27,81.1,0.000
2010-08-28,84.8,0.000
2010-08-29,91.9,0.000
2010-08-30,95.5,0.000
2010-08-31,94.7,0.000
2010-09-01,96.0,0.000
2010-09-02,94.3,0.000
2010-09-03,92.0,0.000
2010-09-04,82.5,0.000
2010-09-05,79.3,0.000
2010-09-06,84.4,0.000
2010-09-07,91.9,0.000
2010-09-08,92.9,0.000
2010-09-09,78.2,0.000
2010-09-10,73.6,0.000
2010-09-11,79.4,0.000
2010-09-12,69.6,0.429
2010-09-13,85.5,0.000
2010-09-14,82.4,0.000
2010-09-15,84.5,0.000
2010-09-16,90.2,0.126
2010-09-17,76.3,0.000
2010-09-18,77.0,0.000
2010-09-19,84.0,0.000
2010-09-20,78.2,0.000
2010-09-21,79.7,0.000
2010-09-22,94.1,0.063
2010-09-23,91.9,0.000
2010-09-24,96.1,0.000
2010-09-25,91.5,0.000
2010-09-26,73.3,0.213
2010-09-27,74.0,1.004
2010-09-28,79.7,0.512
2010-09-29,67.3,0.575
2010-09-30,74.9,3.772
2010-10-01,71.0,1.350
2010-10-02,67.6,0.000
2010-10-03,65.7,0.012
2010-10-04,57.8,0.260
2010-10-05,58.7,0.004
2010-10-06,59.4,0.039
2010-10-07,72.7,0.000
2010-10-08,74.0,0.000
2010-10-09,78.8,0.000
2010-10-10,76.5,0.000
