latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
33.919155,-84.50125,316.0,-18000,America/New_York,GMT-5

time,temperature_2m_max (°F),rain_sum (inch)
2012-09-02,88.1,0.020
2012-09-03,79.5,1.110
2012-09-04,76.7,0.232
2012-09-05,81.7,0.063
2012-09-06,82.4,0.020
2012-09-07,88.6,0.000
2012-09-08,83.5,0.028
2012-09-09,78.5,0.000
2012-09-10,79.1,0.000
2012-09-11,79.5,0.000
2012-09-12,77.4,0.000
2012-09-13,77.8,0.000
2012-09-14,80.3,0.000
2012-09-15,83.3,0.000
2012-09-16,81.5,0.000
2012-09-17,82.7,0.520
2012-09-18,74.8,0.504
2012-09-19,77.6,0.000
2012-09-20,79.7,0.000
2012-09-21,81.4,0.000
2012-09-22,84.0,0.004
2012-09-23,77.3,0.000
2012-09-24,75.1,0.000
2012-09-25,80.4,0.000
2012-09-26,82.6,0.000
2012-09-27,84.7,0.000
2012-09-28,84.2,0.000
2012-09-29,82.5,0.020
2012-09-30,71.9,0.563
2012-10-01,73.7,1.862
2012-10-02,72.1,0.083
2012-10-03,73.0,0.000
2012-10-04,77.6,0.000
2012-10-05,78.6,0.000
2012-10-06,79.1,0.004
2012-10-07,66.7,0.000
2012-10-08,64.8,0.000
2012-10-09,66.1,0.000
2012-10-10,68.6,0.000
2012-10-11,72.6,0.000
2012-10-12,74.8,0.000
2012-10-13,73.5,0.000
2012-10-14,74.4,0.004
2012-10-15,72.6,0.343
2012-10-16,70.4,0.000
2012-10-17,72.8,0.000
2012-10-18,70.1,0.224
2012-10-19,69.9,0.000
2012-10-20,66.7,0.000
2012-10-21,71.5,0.000
2012-10-22,75.9,0.000
2012-10-23,75.8,0.000
2012-10-24,77.5,0.000
2012-10-25,76.6,0.000
2012-10-26,77.4,0.000
2012-10-27,64.3,0.000
2012-10-28,51.9,0.098
2012-10-29,53.1,0.000
2012-10-30,53.5,0.000
2012-10-31,61.1,0.000
2012-11-01,60.7,0.000
2012-11-02,72.6,0.000
2012-11-03,77.5,0.000
2012-11-04,68.9,0.004
2012-11-05,63.8,0.008
2012-11-06,52.3,0.492
2012-11-07,51.8,0.130
2012-11-08,59.8,0.000
2012-11-09,65.5,0.000
2012-11-10,68.6,0.000
2012-11-11,68.0,0.000
2012-11-12,66.9,0.421
2012-11-13,56.7,0.000
2012-11-14,49.2,0.063
2012-11-15,51.5,0.075
2012-11-16,58.3,0.000
2012-11-17,58.3,0.000
2012-11-18,61.6,0.000
2012-11-19,61.6,0.000
2012-11-20,66.2,0.000
2012-11-21,68.1,0.000
2012-11-22,66.1,0.000
2012-11-23,68.7,0.000
2012-11-24,48.4,0.000
2012-11-25,57.4,0.000
2012-11-26,65.1,0.012
2012-11-27,53.8,0.205
2012-11-28,55.8,0.000
2012-11-29,59.0,0.000
2012-11-30,62.9,0.000
2012-12-01,66.3,0.000
2012-12-02,69.6,0.000
2012-12-03,71.3,0.000
2012-12-04,71.3,0.016
2012-12-05,63.4,0.150
2012-12-06,61.2,0.000
2012-12-07,60.5,0.000
2012-12-08,67.9,0.008
2012-12-09,68.9,0.000
2012-12-10,69.2,0.528
2012-12-11,48.5,0.000
2012-12-12,51.9,0.000
2012-12-13,55.8,0.000
2012-12-14,57.0,0.000
2012-12-15,58.6,0.016
2012-12-16,59.4,1.264
2012-12-17,58.7,0.260
2012-12-18,56.9,0.016
2012-12-19,64.4,0.000
2012-12-20,58.2,0.870
2012-12-21,43.0,0.000
2012-12-22,47.2,0.000
2012-12-23,56.1,0.000
2012-12-24,55.8,0.618
2012-12-25,53.1,0.469
2012-12-26,56.5,0.898
2012-12-27,44.9,0.000
2012-12-28,49.0,0.331
2012-12-29,41.4,0.512
2012-12-30,44.0,0.000
2012-12-31,51.3,0.000
2013-01-01,51.0,1.047
2013-01-02,48.2,0.075
2013-01-03,44.5,0.000
2013-01-04,47.5,0.000
2013-01-05,48.0,0.102
2013-01-06,49.7,0.071
2013-01-07,52.0,0.000
2013-01-08,50.8,0.000
2013-01-09,63.4,0.035
2013-01-10,64.0,0.087
2013-01-11,65.5,0.173
2013-01-12,71.0,0.000
2013-01-13,69.3,0.091
2013-01-14,62.5,0.457
2013-01-15,60.9,0.563
2013-01-16,62.2,0.575
2013-01-17,52.1,0.760
2013-01-18,51.5,0.000
2013-01-19,52.6,0.000
2013-01-20,57.6,0.000
2013-01-21,54.0,0.000
2013-01-22,41.3,0.000
2013-01-23,51.2,0.000
2013-01-24,49.1,0.000
2013-01-25,49.5,0.051
2013-01-26,52.1,0.012
2013-01-27,49.8,0.000
2013-01-28,55.3,0.016
2013-01-29,69.7,0.000
2013-01-30,65.9,1.567
2013-01-31,46.2,0.000
2013-02-01,41.8,0.000
2013-02-02,49.4,0.102
2013-02-03,52.9,0.000
2013-02-04,49.3,0.000
2013-02-05,56.6,0.016
2013-02-06,62.8,0.000
2013-02-07,46.3,0.445
2013-02-08,51.8,0.024
2013-02-09,57.7,0.000
2013-02-10,59.1,0.886
2013-02-11,58.9,0.831
2013-02-12,55.6,0.335
2013-02-13,50.4,0.083
2013-02-14,53.9,0.000
2013-02-15,59.3,0.008
2013-02-16,42.1,0.004
2013-02-17,43.3,0.000
2013-02-18,54.8,0.000
2013-02-19,55.0,0.461
2013-02-20,48.9,0.000
2013-02-21,59.0,0.059
2013-02-22,46.5,0.713
2013-02-23,52.6,0.689
2013-02-24,60.7,0.000
2013-02-25,50.3,0.102
2013-02-26,54.1,1.240
2013-02-27,56.3,0.000
2013-02-28,45.3,0.000
2013-03-01,42.7,0.000
2013-03-02,42.0,0.024
2013-03-03,40.1,0.000
2013-03-04,54.6,0.000
2013-03-05,63.1,0.295
2013-03-06,45.1,0.000
2013-03-07,54.8,0.000
2013-03-08,59.5,0.000
2013-03-09,59.1,0.000
2013-03-10,66.1,0.000
2013-03-11,64.7,0.980
2013-03-12,56.3,0.008
2013-03-13,51.8,0.000
2013-03-14,51.4,0.000
2013-03-15,69.2,0.000
2013-03-16,71.7,0.000
2013-03-17,67.9,0.008
2013-03-18,63.1,0.795
2013-03-19,61.1,0.031
2013-03-20,55.8,0.000
2013-03-21,46.5,0.000
2013-03-22,52.1,0.000
2013-03-23,56.9,0.591
2013-03-24,53.5,0.945
2013-03-25,43.4,0.000
2013-03-26,42.6,0.000
2013-03-27,51.5,0.000
2013-03-28,57.5,0.000
2013-03-29,65.0,0.000
2013-03-30,68.3,0.331
2013-03-31,65.6,0.520
2013-04-01,68.0,0.374
2013-04-02,62.8,0.000
2013-04-03,59.7,0.091
2013-04-04,47.0,0.567
2013-04-05,63.1,0.016
2013-04-06,67.2,0.000
2013-04-07,70.5,0.000
2013-04-08,73.7,0.000
2013-04-09,76.9,0.000
2013-04-10,78.6,0.000
2013-04-11,76.2,0.587
2013-04-12,66.5,0.374
2013-04-13,71.0,0.000
2013-04-14,61.0,0.268
2013-04-15,70.6,0.000
2013-04-16,76.7,0.000
2013-04-17,80.0,0.020
2013-04-18,76.0,0.000
2013-04-19,67.8,0.248
2013-04-20,60.7,0.000
2013-04-21,65.2,0.000
2013-04-22,66.0,0.000
2013-04-23,69.4,0.000
2013-04-24,72.3,0.016
2013-04-25,67.3,0.000
2013-04-26,71.9,0.000
2013-04-27,70.4,0.224
2013-04-28,63.8,1.417
2013-04-29,69.9,0.094
2013-04-30,74.0,0.000
2013-05-01,68.8,0.000
2013-05-02,67.2,0.008
2013-05-03,62.2,0.094
2013-05-04,57.5,1.890
2013-05-05,64.0,1.370
2013-05-06,57.7,0.409
2013-05-07,64.4,0.087
2013-05-08,72.3,0.000
2013-05-09,77.3,0.000
2013-05-10,74.6,0.000
2013-05-11,74.9,0.193
2013-05-12,66.5,0.000
2013-05-13,65.1,0.000
2013-05-14,76.9,0.000
2013-05-15,82.2,0.000
2013-05-16,80.1,0.000
2013-05-17,79.1,0.055
2013-05-18,72.3,0.528
2013-05-19,75.2,0.413
2013-05-20,81.3,0.016
2013-05-21,83.1,0.024
2013-05-22,83.6,0.020
2013-05-23,79.2,0.039
2013-05-24,71.4,0.000
2013-05-25,76.1,0.000
2013-05-26,80.0,0.000
2013-05-27,82.6,0.000
2013-05-28,81.8,0.000
2013-05-29,80.9,0.000
2013-05-30,81.7,0.000
2013-05-31,82.1,0.000
2013-06-01,83.5,0.004
2013-06-02,77.3,0.520
2013-06-03,80.8,0.004
2013-06-04,84.5,0.000
2013-06-05,81.9,0.193
2013-06-06,77.6,0.358
2013-06-07,80.9,0.331
2013-06-08,78.6,0.012
2013-06-09,78.6,0.673
2013-06-10,77.8,0.276
2013-06-11,86.3,0.028
2013-06-12,85.7,0.043
2013-06-13,88.1,0.028
2013-06-14,84.4,0.000
2013-06-15,81.7,0.000
2013-06-16,82.0,0.012
2013-06-17,81.1,0.819
2013-06-18,78.7,0.433
2013-06-19,79.2,0.016
2013-06-20,81.5,0.008
2013-06-21,82.1,0.000
2013-06-22,82.6,0.000
2013-06-23,81.2,0.102
2013-06-24,82.8,0.291
2013-06-25,85.3,0.063
2013-06-26,86.1,0.035
2013-06-27,86.5,0.256
2013-06-28,90.8,0.094
2013-06-29,83.9,0.000
2013-06-30,84.2,0.000
2013-07-01,80.8,0.406
2013-07-02,82.7,0.079
2013-07-03,73.4,1.520
2013-07-04,74.6,1.051
2013-07-05,79.2,0.516
2013-07-06,80.7,0.843
2013-07-07,77.1,0.189
2013-07-08,83.5,0.280
2013-07-09,84.7,0.169
2013-07-10,84.5,0.217
2013-07-11,78.6,0.343
2013-07-12,84.9,0.067
2013-07-13,78.7,0.031
2013-07-14,79.1,0.106
2013-07-15,82.1,0.008
2013-07-16,84.1,0.000
2013-07-17,88.5,0.035
2013-07-18,84.7,0.020
2013-07-19,86.3,0.000
2013-07-20,81.4,0.287
2013-07-21,83.6,0.465
2013-07-22,82.5,0.299
2013-07-23,79.6,0.071
2013-07-24,82.9,0.000
2013-07-25,85.4,0.016
2013-07-26,83.9,0.071
2013-07-27,79.8,0.000
2013-07-28,82.4,0.004
2013-07-29,82.7,0.000
2013-07-30,87.2,0.000
2013-07-31,80.4,0.618
2013-08-01,83.6,0.138
2013-08-02,86.2,0.000
2013-08-03,85.7,0.008
2013-08-04,85.4,0.000
2013-08-05,85.0,0.000
2013-08-06,85.2,0.028
2013-08-07,83.9,0.248
2013-08-08,85.5,0.276
2013-08-09,86.0,0.024
2013-08-10,85.7,0.193
2013-08-11,87.1,0.067
2013-08-12,85.6,0.055
2013-08-13,82.4,0.091
2013-08-14,79.8,0.071
2013-08-15,71.9,0.098
2013-08-16,66.7,0.031
2013-08-17,66.4,0.260
2013-08-18,75.0,0.673
2013-08-19,78.9,0.937
2013-08-20,76.8,0.043
2013-08-21,79.1,0.008
2013-08-22,81.2,0.150
2013-08-23,85.4,0.008
2013-08-24,81.7,0.012
2013-08-25,78.9,0.000
2013-08-26,78.7,0.000
2013-08-27,82.3,0.000
2013-08-28,85.5,0.000
2013-08-29,87.2,0.000
2013-08-30,84.6,0.047
2013-08-31,87.2,0.079
2013-09-01,85.3,0.472
2013-09-02,79.9,0.421
2013-09-03,84.4,0.126
2013-09-04,84.5,0.000
2013-09-05,85.4,0.000
2013-09-06,84.4,0.000
2013-09-07,82.8,0.000
2013-09-08,85.3,0.000
2013-09-09,85.6,0.000
2013-09-10,85.4,0.000
2013-09-11,85.6,0.000
2013-09-12,86.6,0.004
2013-09-13,83.8,0.000
2013-09-14,79.5,0.000
2013-09-15,81.1,0.000
2013-09-16,85.8,0.000
2013-09-17,80.8,0.000
2013-09-18,77.3,0.000
2013-09-19,82.0,0.000
2013-09-20,84.2,0.000
2013-09-21,72.4,0.783
2013-09-22,76.4,0.000
2013-09-23,77.2,0.000
2013-09-24,68.5,0.079
2013-09-25,67.0,1.118
2013-09-26,74.1,0.000
2013-09-27,75.4,0.000
2013-09-28,72.4,0.000
2013-09-29,71.2,0.000
2013-09-30,72.5,0.055
2013-10-01,75.8,0.000
2013-10-02,78.9,0.000
2013-10-03,79.7,0.000
2013-10-04,80.9,0.000
2013-10-05,82.4,0.000
2013-10-06,80.5,0.508
2013-10-07,71.9,0.256
2013-10-08,70.8,0.000
2013-10-09,72.2,0.000
2013-10-10,75.5,0.000
2013-10-11,76.3,0.000
2013-10-12,77.3,0.000
2013-10-13,77.8,0.000
2013-10-14,73.5,0.000
2013-10-15,69.0,0.000
2013-10-16,72.6,0.000
2013-10-17,68.2,0.362
2013-10-18,69.4,0.000
2013-10-19,63.6,0.012
2013-10-20,66.5,0.000
2013-10-21,69.6,0.000
2013-10-22,68.6,0.008
2013-10-23,58.7,0.000
2013-10-24,61.7,0.000
2013-10-25,54.3,0.000
2013-10-26,59.0,0.000
2013-10-27,64.9,0.000
2013-10-28,66.2,0.000
2013-10-29,69.8,0.012
2013-10-30,75.5,0.000
2013-10-31,72.0,0.035
2013-11-01,71.0,0.374
2013-11-02,66.0,0.008
2013-11-03,61.7,0.000
2013-11-04,61.0,0.000
2013-11-05,62.5,0.000
2013-11-06,68.8,0.008
2013-11-07,59.5,0.146
2013-11-08,58.9,0.000
2013-11-09,59.1,0.000
2013-11-10,66.7,0.000
2013-11-11,63.8,0.000
2013-11-12,56.0,0.000
2013-11-13,47.6,0.000
2013-11-14,55.3,0.000
2013-11-15,55.0,0.098
2013-11-16,61.3,0.000
2013-11-17,66.5,0.209
2013-11-18,67.9,0.079
2013-11-19,58.4,0.000
2013-11-20,54.6,0.000
2013-11-21,56.0,0.039
2013-11-22,62.5,0.098
2013-11-23,58.4,0.039
2013-11-24,45.2,0.000
2013-11-25,44.6,0.185
2013-11-26,44.3,1.929
2013-11-27,41.0,0.169
2013-11-28,45.1,0.000
2013-11-29,53.9,0.000
2013-11-30,49.7,0.000
2013-12-01,55.9,0.000
2013-12-02,54.8,0.114
2013-12-03,58.8,0.559
2013-12-04,67.9,0.083
2013-12-05,70.2,0.193
2013-12-06,72.7,0.114
2013-12-07,53.2,0.051
2013-12-08,50.3,0.350
2013-12-09,56.3,0.642
2013-12-10,53.9,0.130
2013-12-11,51.0,0.000
2013-12-12,43.1,0.000
2013-12-13,50.7,0.000
2013-12-14,54.1,0.512
2013-12-15,50.2,0.024
2013-12-16,51.9,0.000
2013-12-17,58.2,0.000
2013-12-18,49.2,0.000
2013-12-19,57.6,0.000
2013-12-20,55.9,0.000
2013-12-21,67.4,0.039
2013-12-22,66.8,0.941
2013-12-23,54.4,0.291
2013-12-24,39.5,0.000
2013-12-25,42.9,0.000
2013-12-26,50.3,0.000
2013-12-27,50.8,0.000
2013-12-28,44.8,0.575
2013-12-29,47.6,0.531
2013-12-30,47.8,0.000
2013-12-31,44.0,0.000
2014-01-01,48.6,0.000
2014-01-02,48.9,0.240
2014-01-03,34.0,0.000
2014-01-04,41.0,0.004
2014-01-05,53.6,0.138
2014-01-06,52.0,0.122
2014-01-07,24.4,0.000
2014-01-08,42.8,0.000
2014-01-09,43.1,0.016
2014-01-10,46.9,0.437
2014-01-11,60.8,1.142
2014-01-12,56.1,0.000
2014-01-13,55.0,0.224
2014-01-14,54.6,0.197
2014-01-15,44.1,0.000
2014-01-16,42.6,0.000
2014-01-17,48.9,0.000
2014-01-18,40.9,0.000
2014-01-19,48.9,0.000
2014-01-20,59.6,0.000
2014-01-21,44.4,0.012
2014-01-22,33.1,0.000
2014-01-23,36.0,0.000
2014-01-24,32.0,0.000
2014-01-25,42.3,0.000
2014-01-26,52.2,0.000
2014-01-27,53.2,0.000
2014-01-28,29.6,0.000
2014-01-29,30.0,0.000
2014-01-30,37.3,0.000
2014-01-31,50.9,0.000
2014-02-01,49.4,0.000
2014-02-02,66.9,0.240
2014-02-03,61.8,0.366
2014-02-04,46.0,0.043
2014-02-05,55.6,0.469
2014-02-06,42.4,0.000
2014-02-07,47.1,0.000
2014-02-08,54.6,0.000
2014-02-09,58.7,0.000
2014-02-10,44.2,0.028
2014-02-11,37.7,0.299
2014-02-12,32.3,0.992
2014-02-13,41.0,0.000
2014-02-14,50.4,0.161
2014-02-15,44.0,0.130
2014-02-16,58.6,0.000
2014-02-17,62.0,0.059
2014-02-18,65.8,0.181
2014-02-19,66.6,0.024
2014-02-20,70.1,0.000
2014-02-21,62.5,0.961
2014-02-22,61.9,0.000
2014-02-23,66.5,0.000
2014-02-24,59.3,0.000
2014-02-25,57.3,0.000
2014-02-26,45.7,0.169
2014-02-27,44.9,0.000
2014-02-28,50.9,0.000
2014-03-01,56.7,0.035
2014-03-02,69.8,0.000
2014-03-03,56.0,0.118
2014-03-04,41.3,0.035
2014-03-05,55.5,0.039
2014-03-06,42.4,0.685
2014-03-07,56.7,0.287
2014-03-08,64.7,0.000
2014-03-09,65.2,0.000
2014-03-10,67.4,0.000
2014-03-11,73.8,0.016
2014-03-12,64.2,0.276
2014-03-13,49.1,0.000
2014-03-14,60.1,0.047
2014-03-15,65.4,0.000
2014-03-16,55.2,1.319
2014-03-17,55.5,0.547
2014-03-18,49.8,0.000
2014-03-19,63.9,0.000
2014-03-20,62.0,0.000
2014-03-21,64.3,0.000
2014-03-22,71.0,0.000
2014-03-23,60.2,0.020
2014-03-24,56.8,0.000
2014-03-25,47.9,0.047
2014-03-26,49.0,0.000
2014-03-27,60.9,0.000
2014-03-28,59.6,0.669
2014-03-29,61.4,0.354
2014-03-30,60.1,0.000
2014-03-31,72.2,0.000
2014-04-01,76.4,0.000
2014-04-02,75.5,0.000
2014-04-03,76.7,0.008
2014-04-04,71.3,0.268
2014-04-05,63.5,0.008
2014-04-06,61.6,0.256
2014-04-07,64.1,1.874
2014-04-08,61.3,0.000
2014-04-09,63.1,0.000
2014-04-10,69.3,0.000
2014-04-11,69.4,0.000
2014-04-12,75.5,0.000
2014-04-13,76.0,0.000
2014-04-14,68.6,0.303
2014-04-15,62.3,0.374
2014-04-16,57.2,0.000
2014-04-17,60.8,0.000
2014-04-18,53.9,0.945
2014-04-19,59.2,0.252
2014-04-20,70.8,0.000
2014-04-21,73.1,0.016
2014-04-22,69.1,0.169
2014-04-23,71.1,0.000
2014-04-24,74.8,0.000
2014-04-25,73.3,0.091
2014-04-26,76.3,0.000
2014-04-27,79.1,0.000
2014-04-28,77.1,0.008
2014-04-29,75.8,1.020
2014-04-30,68.6,1.551
2014-05-01,65.2,0.000
2014-05-02,68.2,0.000
2014-05-03,71.4,0.000
2014-05-04,80.1,0.000
2014-05-05,83.0,0.000
2014-05-06,82.2,0.000
2014-05-07,81.6,0.000
2014-05-08,83.0,0.000
2014-05-09,79.0,0.213
2014-05-10,70.1,0.193
2014-05-11,79.1,0.000
2014-05-12,82.2,0.008
2014-05-13,83.1,0.000
2014-05-14,81.0,0.579
2014-05-15,66.5,0.461
2014-05-16,65.3,0.000
2014-05-17,65.1,0.000
2014-05-18,61.4,0.579
2014-05-19,68.3,0.000
2014-05-20,79.2,0.000
2014-05-21,81.8,0.000
2014-05-22,83.2,0.000
2014-05-23,84.9,0.000
2014-05-24,82.2,0.000
2014-05-25,84.0,0.028
2014-05-26,83.2,0.004
2014-05-27,82.4,0.102
2014-05-28,83.6,0.043
2014-05-29,83.1,0.004
2014-05-30,83.3,0.299
2014-05-31,85.4,0.146
2014-06-01,76.6,0.024
2014-06-02,76.5,0.000
2014-06-03,80.8,0.024
2014-06-04,84.3,0.016
2014-06-05,83.8,0.189
2014-06-06,81.8,0.146
2014-06-07,83.6,0.000
2014-06-08,85.0,0.051
2014-06-09,82.7,0.173
2014-06-10,85.8,0.169
2014-06-11,77.3,0.953
2014-06-12,79.1,0.185
2014-06-13,79.2,0.126
2014-06-14,82.0,0.000
2014-06-15,84.5,0.016
2014-06-16,87.0,0.000
2014-06-17,87.7,0.051
2014-06-18,87.4,0.075
2014-06-19,89.9,0.000
2014-06-20,88.8,0.016
2014-06-21,87.2,0.043
2014-06-22,86.9,0.000
2014-06-23,85.8,0.366
2014-06-24,79.7,0.307
2014-06-25,84.5,0.012
2014-06-26,83.6,0.205
2014-06-27,83.9,0.067
2014-06-28,84.5,0.106
2014-06-29,86.0,0.157
2014-06-30,84.7,0.276
2014-07-01,88.5,0.000
2014-07-02,90.5,0.035
2014-07-03,84.9,0.000
2014-07-04,84.1,0.000
2014-07-05,82.7,0.000
2014-07-06,83.6,0.008
2014-07-07,87.0,0.000
2014-07-08,87.5,0.000
2014-07-09,87.2,0.094
2014-07-10,85.4,0.039
2014-07-11,85.0,0.213
2014-07-12,86.5,0.012
2014-07-13,88.3,0.000
2014-07-14,89.9,0.169
2014-07-15,83.0,0.335
2014-07-16,81.4,0.000
2014-07-17,84.8,0.000
2014-07-18,79.2,0.252
2014-07-19,79.7,1.157
2014-07-20,76.7,0.224
2014-07-21,80.6,0.091
2014-07-22,79.7,0.224
2014-07-23,84.9,0.024
2014-07-24,85.2,0.161
2014-07-25,84.7,0.000
2014-07-26,87.2,0.000
2014-07-27,90.4,0.000
2014-07-28,86.4,0.043
2014-07-29,78.4,0.000
2014-07-30,80.5,0.000
2014-07-31,80.5,0.209
2014-08-01,78.5,0.008
2014-08-02,82.6,0.047
2014-08-03,85.7,0.000
2014-08-04,86.9,0.000
2014-08-05,87.6,0.000
2014-08-06,90.1,0.000
2014-08-07,92.7,0.031
2014-08-08,88.3,0.236
2014-08-09,86.8,0.331
2014-08-10,79.4,0.504
2014-08-11,83.3,0.031
2014-08-12,84.7,0.004
2014-08-13,81.8,0.000
2014-08-14,83.1,0.000
2014-08-15,84.7,0.000
2014-08-16,86.7,0.000
2014-08-17,87.7,0.035
2014-08-18,87.9,0.067
2014-08-19,85.2,0.091
2014-08-20,91.4,0.000
2014-08-21,91.3,0.000
2014-08-22,92.4,0.016
2014-08-23,92.5,0.004
2014-08-24,90.8,0.000
2014-08-25,84.7,0.000
2014-08-26,86.2,0.000
2014-08-27,87.6,0.000
2014-08-28,91.4,0.000
2014-08-29,91.9,0.000
2014-08-30,90.0,0.110
2014-08-31,89.1,0.035
2014-09-01,89.9,0.051
2014-09-02,90.6,0.055
2014-09-03,89.5,0.559
2014-09-04,82.9,0.016
2014-09-05,86.6,0.004
2014-09-06,88.5,0.177
2014-09-07,88.1,0.134
2014-09-08,82.7,0.024
2014-09-09,81.9,0.000
2014-09-10,83.2,0.012
2014-09-11,88.6,0.000
2014-09-12,88.8,0.071
2014-09-13,85.5,0.000
2014-09-14,75.7,0.016
2014-09-15,78.8,0.047
2014-09-16,83.7,0.079
2014-09-17,83.2,0.000
2014-09-18,83.0,0.000
2014-09-19,82.2,0.236
2014-09-20,81.2,0.000
2014-09-21,84.2,0.000
2014-09-22,80.0,0.000
2014-09-23,77.2,0.000
2014-09-24,76.9,0.000
2014-09-25,75.7,0.004
2014-09-26,71.4,0.024
2014-09-27,75.2,0.016
2014-09-28,74.5,0.028
2014-09-29,74.6,0.071
2014-09-30,80.5,0.000
2014-10-01,83.6,0.000
2014-10-02,83.2,0.000
2014-10-03,75.8,0.409
2014-10-04,64.9,0.000
2014-10-05,68.4,0.000
2014-10-06,74.8,0.004
2014-10-07,80.0,0.012
2014-10-08,83.8,0.000
2014-10-09,83.8,0.008
2014-10-10,85.3,0.000
2014-10-11,82.4,0.102
2014-10-12,83.8,0.043
2014-10-13,83.1,0.000
2014-10-14,73.5,2.028
2014-10-15,66.3,0.008
2014-10-16,63.3,0.000
2014-10-17,75.9,0.000
2014-10-18,71.0,0.000
2014-10-19,67.6,0.000
2014-10-20,69.9,0.000
2014-10-21,71.9,0.000
2014-10-22,66.8,0.000
2014-10-23,67.8,0.000
2014-10-24,71.0,0.000
2014-10-25,73.3,0.000
2014-10-26,80.4,0.000
2014-10-27,82.2,0.000
2014-10-28,74.8,0.000
2014-10-29,67.4,0.134
2014-10-30,65.6,0.000
2014-10-31,64.6,0.016
2014-11-01,47.8,0.004
2014-11-02,55.7,0.000
2014-11-03,63.4,0.000
2014-11-04,67.3,0.000
2014-11-05,68.6,0.000
2014-11-06,69.0,0.126
2014-11-07,58.4,0.000
2014-11-08,61.1,0.000
2014-11-09,65.2,0.000
2014-11-10,68.6,0.000
2014-11-11,70.2,0.000
2014-11-12,59.8,0.000
2014-11-13,48.7,0.008
2014-11-14,43.5,0.000
2014-11-15,47.3,0.000
2014-11-16,58.0,0.335
2014-11-17,61.4,0.984
2014-11-18,34.6,0.000
2014-11-19,45.2,0.000
2014-11-20,56.4,0.000
2014-11-21,58.5,0.000
2014-11-22,57.5,0.000
2014-11-23,59.1,1.075
2014-11-24,71.1,0.000
2014-11-25,58.5,0.024
2014-11-26,52.2,0.031
2014-11-27,46.7,0.004
2014-11-28,46.2,0.000
2014-11-29,56.9,0.000
2014-11-30,63.2,0.000
2014-12-01,68.8,0.000
2014-12-02,68.3,0.000
2014-12-03,66.5,0.000
2014-12-04,69.0,0.008
2014-12-05,60.0,0.008
2014-12-06,63.4,0.382
2014-12-07,58.4,0.000
2014-12-08,44.5,0.000
2014-12-09,51.2,0.004
2014-12-10,47.1,0.000
2014-12-11,47.9,0.000
2014-12-12,54.9,0.000
2014-12-13,56.9,0.000
2014-12-14,56.6,0.000
2014-12-15,59.1,0.059
2014-12-16,56.6,0.228
2014-12-17,51.3,0.000
2014-12-18,49.2,0.000
2014-12-19,51.9,0.012
2014-12-20,52.0,0.122
2014-12-21,51.0,0.047
2014-12-22,46.9,0.102
2014-12-23,54.7,0.858
2014-12-24,63.7,0.760
2014-12-25,49.9,0.000
2014-12-26,54.8,0.000
2014-12-27,56.5,0.717
2014-12-28,57.6,1.382
2014-12-29,59.4,0.197
2014-12-30,50.3,0.000
2014-12-31,48.0,0.000
2015-01-01,52.8,0.020
2015-01-02,50.2,0.319
2015-01-03,61.8,0.047
2015-01-04,62.7,1.083
2015-01-05,44.3,0.000
2015-01-06,48.8,0.000
2015-01-07,36.6,0.000
2015-01-08,30.5,0.000
2015-01-09,37.4,0.000
2015-01-10,41.6,0.000
2015-01-11,43.9,0.043
2015-01-12,45.2,0.138
2015-01-13,45.7,0.083
2015-01-14,42.4,0.000
2015-01-15,40.4,0.075
2015-01-16,49.8,0.000
2015-01-17,55.4,0.000
2015-01-18,54.7,0.004
2015-01-19,61.5,0.000
2015-01-20,62.9,0.000
2015-01-21,58.7,0.000
2015-01-22,55.1,0.012
2015-01-23,43.7,1.075
2015-01-24,45.8,0.008
2015-01-25,55.7,0.008
2015-01-26,44.2,0.000
2015-01-27,45.3,0.000
2015-01-28,50.2,0.000
2015-01-29,56.3,0.012
2015-01-30,48.0,0.000
2015-01-31,50.9,0.000
2015-02-01,53.9,0.272
2015-02-02,56.2,0.232
2015-02-03,46.6,0.000
2015-02-04,49.3,0.000
2015-02-05,45.5,0.000
2015-02-06,48.7,0.000
2015-02-07,59.1,0.000
2015-02-08,64.5,0.000
2015-02-09,60.7,0.547
2015-02-10,52.0,0.000
2015-02-11,58.0,0.000
2015-02-12,42.5,0.000
2015-02-13,40.8,0.000
2015-02-14,53.9,0.000
2015-02-15,38.5,0.000
2015-02-16,50.7,0.878
2015-02-17,41.7,0.150
2015-02-18,34.8,0.000
2015-02-19,25.6,0.000
2015-02-20,32.8,0.000
2015-02-21,51.5,0.189
2015-02-22,53.0,0.594
2015-02-23,47.9,0.323
2015-02-24,39.5,0.110
2015-02-25,38.5,0.280
2015-02-26,40.0,0.012
2015-02-27,44.9,0.000
2015-02-28,50.9,0.000
2015-03-01,47.6,0.004
2015-03-02,55.4,0.000
2015-03-03,54.8,0.154
2015-03-04,72.4,0.004
2015-03-05,63.5,0.224
2015-03-06,46.6,0.000
2015-03-07,57.6,0.000
2015-03-08,65.1,0.000
2015-03-09,64.6,0.118
2015-03-10,74.1,0.008
2015-03-11,67.4,0.154
2015-03-12,65.5,0.035
2015-03-13,57.5,0.417
2015-03-14,64.6,0.126
2015-03-15,71.6,0.000
2015-03-16,75.7,0.000
2015-03-17,74.6,0.000
