latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
33.919155,-84.50125,316.0,-18000,America/New_York,GMT-5

time,temperature_2m_max (°F),rain_sum (inch)
2015-03-18,69.2,0.000
2015-03-19,59.5,0.638
2015-03-20,64.7,0.067
2015-03-21,69.5,0.000
2015-03-22,59.3,0.512
2015-03-23,64.4,0.008
2015-03-24,68.4,0.000
2015-03-25,69.6,0.031
2015-03-26,70.7,0.000
2015-03-27,58.4,0.012
2015-03-28,49.1,0.000
2015-03-29,56.6,0.000
2015-03-30,66.5,0.362
2015-03-31,72.8,0.000
2015-04-01,74.5,0.110
2015-04-02,72.5,0.039
2015-04-03,78.2,0.000
2015-04-04,65.4,0.043
2015-04-05,65.3,0.004
2015-04-06,70.1,0.220
2015-04-07,77.4,0.051
2015-04-08,82.2,0.000
2015-04-09,81.3,0.000
2015-04-10,74.6,0.457
2015-04-11,74.9,0.000
2015-04-12,68.7,0.055
2015-04-13,68.8,0.303
2015-04-14,78.6,0.476
2015-04-15,72.2,0.976
2015-04-16,55.3,0.260
2015-04-17,60.3,0.386
2015-04-18,71.0,0.087
2015-04-19,66.9,1.555
2015-04-20,73.2,0.138
2015-04-21,66.5,0.000
2015-04-22,72.8,0.000
2015-04-23,65.2,0.000
2015-04-24,71.9,0.016
2015-04-25,75.5,1.362
2015-04-26,77.1,0.008
2015-04-27,68.0,0.000
2015-04-28,68.9,0.126
2015-04-29,62.2,0.311
2015-04-30,68.8,0.000
2015-05-01,66.4,0.000
2015-05-02,72.1,0.000
2015-05-03,74.6,0.000
2015-05-04,76.9,0.000
2015-05-05,76.0,0.000
2015-05-06,77.0,0.000
2015-05-07,79.9,0.000
2015-05-08,81.7,0.000
2015-05-09,82.6,0.000
2015-05-10,84.1,0.000
2015-05-11,88.5,0.098
2015-05-12,81.2,0.000
2015-05-13,82.4,0.000
2015-05-14,80.8,0.000
2015-05-15,78.6,0.000
2015-05-16,82.1,0.008
2015-05-17,81.8,0.071
2015-05-18,81.8,0.283
2015-05-19,82.5,0.004
2015-05-20,84.5,0.000
2015-05-21,76.1,0.000
2015-05-22,76.2,0.000
2015-05-23,80.5,0.000
2015-05-24,79.7,0.000
2015-05-25,78.0,0.244
2015-05-26,80.7,1.220
2015-05-27,79.4,0.008
2015-05-28,75.0,0.291
2015-05-29,80.8,0.000
2015-05-30,81.1,0.012
2015-05-31,81.2,0.295
2015-06-01,78.3,0.598
2015-06-02,79.1,0.043
2015-06-03,77.0,0.224
2015-06-04,74.9,0.035
2015-06-05,81.2,0.000
2015-06-06,85.2,0.000
2015-06-07,84.8,0.008
2015-06-08,84.5,0.047
2015-06-09,84.5,0.126
2015-06-10,83.6,0.031
2015-06-11,83.6,0.197
2015-06-12,83.2,0.059
2015-06-13,87.4,0.000
2015-06-14,89.4,0.000
2015-06-15,91.9,0.063
2015-06-16,92.3,0.031
2015-06-17,94.2,0.028
2015-06-18,93.2,0.378
2015-06-19,89.6,0.008
2015-06-20,87.5,0.008
2015-06-21,91.2,0.024
2015-06-22,91.8,0.000
2015-06-23,93.0,0.016
2015-06-24,90.6,0.224
2015-06-25,92.5,0.000
2015-06-26,91.3,0.031
2015-06-27,82.7,0.606
2015-06-28,82.1,0.000
2015-06-29,85.5,0.000
2015-06-30,83.0,0.457
2015-07-01,83.6,0.043
2015-07-02,83.4,0.465
2015-07-03,76.6,0.720
2015-07-04,81.8,0.374
2015-07-05,82.0,0.169
2015-07-06,81.7,0.035
2015-07-07,87.5,0.008
2015-07-08,89.3,0.016
2015-07-09,91.1,0.012
2015-07-10,92.4,0.000
2015-07-11,91.8,0.008
2015-07-12,91.5,0.000
2015-07-13,91.5,0.008
2015-07-14,92.4,0.035
2015-07-15,88.9,0.020
2015-07-16,89.9,0.000
2015-07-17,92.6,0.000
2015-07-18,94.6,0.063
2015-07-19,92.4,0.008
2015-07-20,95.5,0.000
2015-07-21,95.6,0.004
2015-07-22,91.6,0.000
2015-07-23,82.7,0.693
2015-07-24,88.8,0.043
2015-07-25,87.6,0.008
2015-07-26,89.7,0.000
2015-07-27,92.1,0.000
2015-07-28,93.4,0.000
2015-07-29,93.6,0.039
2015-07-30,94.3,0.051
2015-07-31,92.0,0.008
2015-08-01,90.2,0.000
2015-08-02,92.8,0.000
2015-08-03,93.9,0.000
2015-08-04,96.9,0.000
2015-08-05,94.8,0.000
2015-08-06,85.5,1.130
2015-08-07,84.0,0.055
2015-08-08,87.8,0.000
2015-08-09,90.7,0.000
2015-08-10,90.5,0.429
2015-08-11,86.4,0.252
2015-08-12,87.2,0.000
2015-08-13,86.4,0.165
2015-08-14,87.1,0.004
2015-08-15,88.1,0.000
2015-08-16,87.2,0.000
2015-08-17,82.7,0.630
2015-08-18,83.8,0.429
2015-08-19,84.3,0.449
2015-08-20,84.5,0.051
2015-08-21,85.0,0.102
2015-08-22,86.8,0.016
2015-08-23,82.7,0.598
2015-08-24,86.5,0.000
2015-08-25,81.6,0.000
2015-08-26,82.1,0.000
2015-08-27,82.0,0.000
2015-08-28,81.8,0.000
2015-08-29,81.6,0.024
2015-08-30,72.5,0.291
2015-08-31,79.9,0.020
2015-09-01,85.5,0.000
2015-09-02,86.0,0.000
2015-09-03,87.5,0.000
2015-09-04,90.8,0.079
2015-09-05,86.2,0.063
2015-09-06,83.8,0.008
2015-09-07,83.4,0.004
2015-09-08,83.4,0.197
2015-09-09,84.2,0.480
2015-09-10,83.2,0.181
2015-09-11,83.3,0.000
2015-09-12,75.9,0.075
2015-09-13,72.7,0.000
2015-09-14,75.8,0.000
2015-09-15,78.4,0.000
2015-09-16,77.1,0.000
2015-09-17,80.4,0.000
2015-09-18,83.1,0.000
2015-09-19,85.2,0.000
2015-09-20,86.8,0.000
2015-09-21,78.4,0.000
2015-09-22,76.9,0.106
2015-09-23,81.4,0.000
2015-09-24,74.0,0.358
2015-09-25,65.6,0.984
2015-09-26,67.3,0.256
2015-09-27,69.7,0.004
2015-09-28,71.9,0.138
2015-09-29,75.7,0.654
2015-09-30,80.0,0.142
2015-10-01,67.2,0.807
2015-10-02,62.4,0.217
2015-10-03,60.8,1.224
2015-10-04,67.2,1.780
2015-10-05,72.8,0.031
2015-10-06,72.8,0.000
2015-10-07,77.2,0.000
2015-10-08,77.6,0.000
2015-10-09,76.4,0.043
2015-10-10,69.8,1.008
2015-10-11,68.8,0.000
2015-10-12,72.6,0.000
2015-10-13,76.2,0.016
2015-10-14,72.6,0.000
2015-10-15,75.5,0.000
2015-10-16,72.4,0.000
2015-10-17,64.8,0.000
2015-10-18,61.9,0.000
2015-10-19,60.5,0.000
2015-10-20,65.6,0.000
2015-10-21,71.0,0.000
2015-10-22,74.0,0.000
2015-10-23,76.1,0.000
2015-10-24,74.2,0.000
2015-10-25,71.1,0.000
2015-10-26,63.7,0.764
2015-10-27,53.9,0.276
2015-10-28,72.0,0.244
2015-10-29,64.4,0.079
2015-10-30,65.1,0.000
2015-10-31,64.7,0.354
2015-11-01,63.1,1.933
2015-11-02,66.9,3.512
2015-11-03,66.3,0.020
2015-11-04,66.0,0.000
2015-11-05,66.7,0.012
2015-11-06,74.8,0.106
2015-11-07,69.1,0.756
2015-11-08,55.9,0.772
2015-11-09,51.2,0.803
2015-11-10,62.9,0.000
2015-11-11,70.1,0.000
2015-11-12,67.2,0.008
2015-11-13,58.5,0.000
2015-11-14,58.4,0.000
2015-11-15,57.4,0.000
2015-11-16,63.9,0.000
2015-11-17,66.4,0.000
2015-11-18,68.9,1.972
2015-11-19,66.3,0.154
2015-11-20,64.2,0.000
2015-11-21,55.7,0.000
2015-11-22,48.5,0.000
2015-11-23,49.8,0.000
2015-11-24,54.8,0.000
2015-11-25,54.2,0.000
2015-11-26,62.9,0.000
2015-11-27,67.0,0.000
2015-11-28,68.3,0.016
2015-11-29,68.8,0.000
2015-11-30,66.9,0.091
2015-12-01,66.5,0.248
2015-12-02,61.6,0.799
2015-12-03,49.0,0.000
2015-12-04,53.2,0.000
2015-12-05,55.3,0.000
2015-12-06,59.3,0.000
2015-12-07,61.2,0.000
2015-12-08,59.3,0.000
2015-12-09,62.7,0.000
2015-12-10,63.7,0.000
2015-12-11,70.0,0.012
2015-12-12,68.6,0.000
2015-12-13,69.2,0.000
2015-12-14,64.7,0.232
2015-12-15,67.1,0.000
2015-12-16,66.7,0.283
2015-12-17,60.4,1.929
2015-12-18,47.9,0.000
2015-12-19,48.3,0.000
2015-12-20,51.2,0.000
2015-12-21,56.5,0.075
2015-12-22,63.8,0.583
2015-12-23,64.8,0.807
2015-12-24,68.3,1.303
2015-12-25,72.5,0.563
2015-12-26,74.5,0.043
2015-12-27,72.1,0.035
2015-12-28,71.6,0.898
2015-12-29,67.1,0.142
2015-12-30,61.8,0.992
2015-12-31,58.8,0.004
2016-01-01,48.0,0.000
2016-01-02,47.5,0.000
2016-01-03,50.7,0.000
2016-01-04,42.2,0.000
2016-01-05,40.7,0.000
2016-01-06,44.0,0.000
2016-01-07,56.5,0.008
2016-01-08,51.0,0.138
2016-01-09,47.8,0.185
2016-01-10,49.5,0.079
2016-01-11,40.5,0.000
2016-01-12,49.1,0.000
2016-01-13,45.5,0.000
2016-01-14,56.1,0.000
2016-01-15,49.4,1.669
2016-01-16,53.7,0.000
2016-01-17,44.9,0.012
2016-01-18,34.4,0.000
2016-01-19,34.9,0.000
2016-01-20,37.6,0.134
2016-01-21,47.4,0.276
2016-01-22,41.3,1.201
2016-01-23,33.2,0.000
2016-01-24,47.6,0.000
2016-01-25,53.0,0.000
2016-01-26,58.4,0.295
2016-01-27,47.9,0.185
2016-01-28,52.9,0.000
2016-01-29,52.2,0.000
2016-01-30,62.1,0.000
2016-01-31,63.2,0.000
2016-02-01,64.7,0.000
2016-02-02,71.2,0.051
2016-02-03,63.7,1.701
2016-02-04,51.1,0.000
2016-02-05,46.8,0.000
2016-02-06,47.9,0.000
2016-02-07,52.1,0.000
2016-02-08,49.1,0.000
2016-02-09,36.1,0.000
2016-02-10,35.6,0.000
2016-02-11,49.6,0.000
2016-02-12,57.4,0.000
2016-02-13,39.1,0.000
2016-02-14,43.1,0.000
2016-02-15,53.1,0.500
2016-02-16,58.2,0.362
2016-02-17,50.5,0.000
2016-02-18,56.3,0.000
2016-02-19,60.4,0.000
2016-02-20,63.6,0.000
2016-02-21,65.6,0.126
2016-02-22,59.2,0.772
2016-02-23,59.0,0.579
2016-02-24,60.4,0.772
2016-02-25,48.0,0.000
2016-02-26,49.2,0.000
2016-02-27,55.3,0.000
2016-02-28,63.7,0.000
2016-02-29,66.5,0.000
2016-03-01,67.2,0.480
2016-03-02,50.3,0.012
2016-03-03,49.1,0.343
2016-03-04,53.0,0.004
2016-03-05,59.1,0.000
2016-03-06,61.7,0.000
2016-03-07,65.1,0.000
2016-03-08,69.5,0.000
2016-03-09,71.3,0.000
2016-03-10,74.6,0.004
2016-03-11,74.3,0.000
2016-03-12,74.4,0.000
2016-03-13,72.5,0.508
2016-03-14,71.2,0.134
2016-03-15,79.4,0.000
2016-03-16,75.7,0.000
2016-03-17,71.8,0.000
2016-03-18,71.8,0.035
2016-03-19,69.6,0.374
2016-03-20,54.1,0.000
2016-03-21,53.4,0.000
2016-03-22,63.8,0.000
2016-03-23,68.0,0.000
2016-03-24,72.0,0.315
2016-03-25,68.5,0.213
2016-03-26,63.3,0.012
2016-03-27,66.0,0.551
2016-03-28,66.5,0.000
2016-03-29,67.4,0.000
2016-03-30,68.9,0.000
2016-03-31,66.8,0.402
2016-04-01,72.2,0.933
2016-04-02,60.3,0.067
2016-04-03,63.8,0.000
2016-04-04,71.8,0.000
2016-04-05,63.8,0.000
2016-04-06,62.9,0.154
2016-04-07,66.6,0.299
2016-04-08,58.8,0.055
2016-04-09,56.1,0.000
2016-04-10,58.6,0.000
2016-04-11,70.1,0.142
2016-04-12,67.7,0.224
2016-04-13,61.3,0.012
2016-04-14,66.4,0.106
2016-04-15,64.1,0.012
2016-04-16,68.0,0.000
2016-04-17,71.1,0.000
2016-04-18,77.2,0.000
2016-04-19,78.5,0.000
2016-04-20,80.0,0.000
2016-04-21,75.2,0.043
2016-04-22,68.7,0.713
2016-04-23,73.3,0.000
2016-04-24,77.0,0.000
2016-04-25,77.5,0.004
2016-04-26,80.0,0.000
2016-04-27,82.0,0.016
2016-04-28,82.1,0.106
2016-04-29,86.1,0.000
2016-04-30,84.1,0.260
2016-05-01,79.6,0.248
2016-05-02,81.7,0.067
2016-05-03,75.2,0.071
2016-05-04,68.8,0.012
2016-05-05,63.7,0.020
2016-05-06,67.9,0.000
2016-05-07,79.1,0.000
2016-05-08,84.8,0.000
2016-05-09,81.4,0.000
2016-05-10,81.5,0.004
2016-05-11,83.5,0.004
2016-05-12,84.3,0.185
2016-05-13,77.6,0.016
2016-05-14,80.7,0.000
2016-05-15,69.7,0.000
2016-05-16,74.9,0.000
2016-05-17,69.4,0.209
2016-05-18,79.4,0.031
2016-05-19,77.4,0.626
2016-05-20,63.5,0.650
2016-05-21,75.2,0.079
2016-05-22,75.0,0.000
2016-05-23,78.9,0.000
2016-05-24,83.0,0.000
2016-05-25,85.0,0.000
2016-05-26,85.9,0.000
2016-05-27,83.4,0.000
2016-05-28,84.3,0.000
2016-05-29,86.3,0.020
2016-05-30,88.6,0.000
2016-05-31,89.4,0.020
2016-06-01,90.1,0.063
2016-06-02,89.2,0.264
2016-06-03,89.9,0.000
2016-06-04,89.9,0.016
2016-06-05,78.7,0.685
2016-06-06,80.1,0.319
2016-06-07,86.5,0.000
2016-06-08,82.9,0.000
2016-06-09,85.5,0.000
2016-06-10,91.8,0.000
2016-06-11,94.0,0.008
2016-06-12,92.4,0.020
2016-06-13,94.3,0.000
2016-06-14,92.4,0.039
2016-06-15,85.2,0.311
2016-06-16,90.7,0.012
2016-06-17,94.2,0.197
2016-06-18,83.1,0.000
2016-06-19,82.2,0.000
2016-06-20,84.1,0.000
2016-06-21,89.4,0.000
2016-06-22,91.9,0.000
2016-06-23,91.1,0.000
2016-06-24,93.3,0.000
2016-06-25,97.3,0.000
2016-06-26,91.1,0.000
2016-06-27,91.0,0.169
2016-06-28,86.4,0.063
2016-06-29,91.8,0.000
2016-06-30,92.2,0.000
2016-07-01,94.0,0.000
2016-07-02,95.5,0.000
2016-07-03,96.0,0.000
2016-07-04,93.3,0.000
2016-07-05,84.3,0.634
2016-07-06,88.0,0.295
2016-07-07,91.6,0.016
2016-07-08,93.5,0.000
2016-07-09,90.2,0.067
2016-07-10,89.9,0.008
2016-07-11,90.3,0.209
2016-07-12,91.2,0.000
2016-07-13,92.4,0.000
2016-07-14,93.3,0.000
2016-07-15,88.6,0.075
2016-07-16,90.5,0.051
2016-07-17,91.7,0.181
2016-07-18,91.8,0.110
2016-07-19,92.0,0.012
2016-07-20,94.4,0.004
2016-07-21,95.3,0.004
2016-07-22,92.0,0.031
2016-07-23,93.4,0.047
2016-07-24,92.8,0.004
2016-07-25,94.6,0.004
2016-07-26,94.6,0.000
2016-07-27,90.4,0.000
2016-07-28,88.5,0.035
2016-07-29,90.9,0.165
2016-07-30,89.3,0.130
2016-07-31,91.3,0.248
2016-08-01,90.0,0.063
2016-08-02,89.8,0.295
2016-08-03,90.7,0.004
2016-08-04,88.8,0.402
2016-08-05,88.1,0.181
2016-08-06,90.3,0.000
2016-08-07,90.1,0.622
2016-08-08,85.2,0.126
2016-08-09,83.2,0.122
2016-08-10,83.9,0.350
2016-08-11,85.6,0.063
2016-08-12,86.7,0.012
2016-08-13,86.3,0.055
2016-08-14,88.6,0.000
2016-08-15,89.0,0.004
2016-08-16,89.9,0.087
2016-08-17,90.4,0.138
2016-08-18,89.5,0.169
2016-08-19,86.9,0.224
2016-08-20,84.8,0.555
2016-08-21,87.2,0.039
2016-08-22,84.9,0.000
2016-08-23,87.8,0.000
2016-08-24,83.9,0.161
2016-08-25,86.9,0.004
2016-08-26,89.2,0.012
2016-08-27,88.5,0.063
2016-08-28,88.7,0.043
2016-08-29,87.8,0.008
2016-08-30,88.4,0.000
2016-08-31,90.3,0.000
2016-09-01,90.4,0.138
2016-09-02,80.3,0.469
2016-09-03,81.2,0.000
2016-09-04,83.6,0.004
2016-09-05,85.2,0.000
2016-09-06,88.5,0.000
2016-09-07,91.3,0.000
2016-09-08,91.4,0.000
2016-09-09,90.8,0.000
2016-09-10,91.3,0.000
2016-09-11,88.0,0.000
2016-09-12,89.6,0.114
2016-09-13,85.2,0.020
2016-09-14,91.1,0.000
2016-09-15,91.6,0.000
2016-09-16,88.0,0.000
2016-09-17,85.9,0.000
2016-09-18,77.3,0.587
2016-09-19,86.9,0.016
2016-09-20,87.2,0.000
2016-09-21,87.4,0.000
2016-09-22,88.1,0.000
2016-09-23,87.9,0.000
2016-09-24,89.8,0.004
2016-09-25,90.9,0.008
2016-09-26,87.9,0.020
2016-09-27,86.9,0.094
2016-09-28,84.6,0.000
2016-09-29,76.1,0.000
2016-09-30,72.7,0.000
2016-10-01,77.1,0.000
2016-10-02,78.4,0.000
2016-10-03,82.2,0.000
