latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.785587,-122.40964,11.0,0,GMT,GMT
,,,,,
time,temperature_2m_max (°F),precipitation_sum (inch),,,
2009-06-04,64.6,0.000,,,
2009-06-05,63.5,0.000,,,
2009-06-06,65.6,0.000,,,
2009-06-07,66.2,0.000,,,
2009-06-08,65.3,0.000,,,
2009-06-09,63.8,0.000,,,
2009-06-10,63.5,0.000,,,
2009-06-11,66.2,0.000,,,
2009-06-12,65.5,0.000,,,
2009-06-13,64.9,0.000,,,
2009-06-14,66.2,0.000,,,
2009-06-15,65.2,0.028,,,
2009-06-16,67.7,0.000,,,
2009-06-17,67.8,0.000,,,
2009-06-18,75.1,0.000,,,
2009-06-19,76.6,0.000,,,
2009-06-20,69.6,0.000,,,
2009-06-21,70.1,0.000,,,
2009-06-22,74.7,0.000,,,
2009-06-23,74.0,0.000,,,
2009-06-24,71.8,0.000,,,
2009-06-25,66.4,0.000,,,
2009-06-26,70.5,0.000,,,
2009-06-27,81.9,0.000,,,
2009-06-28,78.6,0.000,,,
2009-06-29,73.8,0.000,,,
2009-06-30,72.3,0.000,,,
2009-07-01,69.7,0.000,,,
2009-07-02,68.1,0.000,,,
2009-07-03,67.0,0.000,,,
2009-07-04,67.2,0.000,,,
2009-07-05,64.4,0.000,,,
2009-07-06,67.0,0.000,,,
2009-07-07,65.8,0.000,,,
2009-07-08,74.5,0.000,,,
2009-07-09,73.2,0.000,,,
2009-07-10,68.8,0.000,,,
2009-07-11,68.8,0.000,,,
2009-07-12,72.5,0.000,,,
2009-07-13,82.7,0.000,,,
2009-07-14,80.8,0.000,,,
2009-07-15,76.4,0.000,,,
2009-07-16,72.1,0.000,,,
2009-07-17,72.3,0.000,,,
2009-07-18,74.3,0.000,,,
2009-07-19,75.4,0.000,,,
2009-07-20,71.7,0.000,,,
2009-07-21,65.5,0.000,,,
2009-07-22,66.5,0.000,,,
2009-07-23,65.0,0.000,,,
2009-07-24,64.3,0.000,,,
2009-07-25,67.8,0.000,,,
2009-07-26,70.9,0.000,,,
2009-07-27,68.8,0.000,,,
2009-07-28,65.1,0.000,,,
2009-07-29,65.3,0.000,,,
2009-07-30,65.4,0.000,,,
2009-07-31,65.3,0.000,,,
2009-08-01,65.0,0.000,,,
2009-08-02,64.8,0.000,,,
2009-08-03,67.1,0.000,,,
2009-08-04,70.8,0.000,,,
2009-08-05,68.9,0.000,,,
2009-08-06,66.8,0.000,,,
2009-08-07,70.9,0.000,,,
2009-08-08,75.5,0.000,,,
2009-08-09,81.1,0.000,,,
2009-08-10,80.7,0.000,,,
2009-08-11,74.6,0.000,,,
2009-08-12,79.3,0.000,,,
2009-08-13,77.6,0.000,,,
2009-08-14,75.3,0.000,,,
2009-08-15,77.0,0.000,,,
2009-08-16,75.9,0.000,,,
2009-08-17,70.5,0.000,,,
2009-08-18,70.7,0.000,,,
2009-08-19,67.3,0.000,,,
2009-08-20,68.3,0.000,,,
2009-08-21,76.6,0.000,,,
2009-08-22,73.8,0.000,,,
2009-08-23,66.9,0.000,,,
2009-08-24,67.6,0.000,,,
2009-08-25,70.3,0.000,,,
2009-08-26,69.9,0.000,,,
2009-08-27,83.6,0.000,,,
2009-08-28,89.7,0.000,,,
2009-08-29,87.7,0.000,,,
2009-08-30,83.7,0.000,,,
2009-08-31,66.8,0.000,,,
2009-09-01,75.2,0.000,,,
2009-09-02,82.3,0.000,,,
2009-09-03,83.3,0.000,,,
2009-09-04,79.2,0.000,,,
2009-09-05,69.7,0.000,,,
2009-09-06,72.3,0.000,,,
2009-09-07,74.0,0.000,,,
2009-09-08,74.2,0.000,,,
2009-09-09,73.3,0.000,,,
2009-09-10,79.3,0.000,,,
2009-09-11,77.5,0.000,,,
2009-09-12,71.5,0.000,,,
2009-09-13,70.5,0.059,,,
2009-09-14,68.9,0.220,,,
2009-09-15,72.2,0.000,,,
2009-09-16,71.3,0.000,,,
2009-09-17,77.2,0.000,,,
2009-09-18,83.6,0.000,,,
2009-09-19,75.8,0.000,,,
2009-09-20,80.0,0.000,,,
2009-09-21,80.9,0.000,,,
2009-09-22,79.6,0.000,,,
2009-09-23,74.9,0.000,,,
2009-09-24,69.3,0.000,,,
2009-09-25,76.9,0.000,,,
2009-09-26,81.3,0.000,,,
2009-09-27,81.4,0.000,,,
2009-09-28,74.4,0.000,,,
2009-09-29,66.1,0.000,,,
2009-09-30,70.7,0.000,,,
2009-10-01,75.4,0.000,,,
2009-10-02,75.6,0.000,,,
2009-10-03,71.7,0.000,,,
2009-10-04,62.5,0.000,,,
2009-10-05,66.7,0.000,,,
2009-10-06,70.9,0.000,,,
2009-10-07,70.6,0.000,,,
2009-10-08,62.8,0.000,,,
2009-10-09,66.0,0.000,,,
2009-10-10,63.0,0.000,,,
2009-10-11,58.5,0.000,,,
2009-10-12,63.4,0.004,,,
2009-10-13,62.2,2.307,,,
2009-10-14,67.5,0.197,,,
2009-10-15,68.5,0.055,,,
2009-10-16,69.7,0.000,,,
2009-10-17,68.1,0.000,,,
2009-10-18,65.7,0.000,,,
2009-10-19,62.1,0.185,,,
2009-10-20,62.3,0.000,,,
2009-10-21,63.9,0.000,,,
2009-10-22,66.0,0.000,,,
2009-10-23,69.6,0.000,,,
2009-10-24,68.4,0.000,,,
2009-10-25,72.5,0.000,,,
2009-10-26,69.7,0.000,,,
2009-10-27,64.4,0.000,,,
2009-10-28,62.2,0.000,,,
2009-10-29,63.4,0.000,,,
2009-10-30,66.7,0.000,,,
2009-10-31,63.9,0.000,,,
2009-11-01,68.8,0.000,,,
2009-11-02,73.7,0.000,,,
2009-11-03,73.5,0.000,,,
2009-11-04,72.4,0.000,,,
2009-11-05,64.7,0.008,,,
2009-11-06,62.3,0.094,,,
2009-11-07,63.9,0.000,,,
2009-11-08,62.6,0.000,,,
2009-11-09,61.7,0.000,,,
2009-11-10,62.6,0.016,,,
2009-11-11,62.4,0.000,,,
2009-11-12,61.2,0.000,,,
2009-11-13,59.1,0.000,,,
2009-11-14,59.3,0.000,,,
2009-11-15,61.3,0.000,,,
2009-11-16,62.0,0.000,,,
2009-11-17,60.3,0.004,,,
2009-11-18,59.2,0.000,,,
2009-11-19,59.2,0.000,,,
2009-11-20,58.9,0.331,,,
2009-11-21,55.8,0.000,,,
2009-11-22,58.0,0.012,,,
2009-11-23,62.5,0.000,,,
2009-11-24,64.3,0.000,,,
2009-11-25,65.0,0.000,,,
2009-11-26,63.6,0.000,,,
2009-11-27,58.9,0.000,,,
2009-11-28,66.3,0.000,,,
2009-11-29,65.7,0.000,,,
2009-11-30,63.9,0.000,,,
2009-12-01,61.6,0.000,,,
2009-12-02,57.5,0.000,,,
2009-12-03,55.2,0.000,,,
2009-12-04,55.9,0.000,,,
2009-12-05,55.1,0.000,,,
2009-12-06,54.2,0.000,,,
2009-12-07,47.6,0.213,,,
2009-12-08,47.8,0.000,,,
2009-12-09,46.7,0.000,,,
2009-12-10,44.5,0.000,,,
2009-12-11,49.8,0.248,,,
2009-12-12,55.1,0.630,,,
2009-12-13,54.1,0.402,,,
2009-12-14,55.4,0.000,,,
2009-12-15,57.4,0.024,,,
2009-12-16,57.4,0.409,,,
2009-12-17,58.6,0.000,,,
2009-12-18,59.7,0.000,,,
2009-12-19,58.3,0.000,,,
2009-12-20,56.8,0.063,,,
2009-12-21,55.8,0.063,,,
2009-12-22,53.7,0.000,,,
2009-12-23,54.4,0.000,,,
2009-12-24,55.7,0.000,,,
2009-12-25,56.2,0.000,,,
2009-12-26,55.0,0.008,,,
2009-12-27,57.1,0.406,,,
2009-12-28,56.1,0.067,,,
2009-12-29,51.0,0.024,,,
2009-12-30,56.0,0.276,,,
2009-12-31,56.6,0.000,,,
2010-01-01,57.1,0.138,,,
2010-01-02,58.5,0.012,,,
2010-01-03,58.3,0.000,,,
2010-01-04,57.8,0.000,,,
2010-01-05,58.0,0.000,,,
2010-01-06,57.4,0.000,,,
2010-01-07,57.0,0.000,,,
2010-01-08,57.6,0.071,,,
2010-01-09,56.9,0.000,,,
2010-01-10,56.6,0.000,,,
2010-01-11,58.0,0.000,,,
2010-01-12,58.9,0.587,,,
2010-01-13,58.1,0.508,,,
2010-01-14,56.4,0.000,,,
2010-01-15,56.4,0.000,,,
2010-01-16,58.0,0.008,,,
2010-01-17,57.1,0.220,,,
2010-01-18,54.7,1.768,,,
2010-01-19,55.7,1.193,,,
2010-01-20,53.7,1.661,,,
2010-01-21,50.1,1.402,,,
2010-01-22,50.1,0.256,,,
2010-01-23,53.5,0.110,,,
2010-01-24,52.8,0.358,,,
2010-01-25,53.8,1.551,,,
2010-01-26,53.5,0.476,,,
2010-01-27,55.7,0.000,,,
2010-01-28,55.9,0.000,,,
2010-01-29,56.2,0.083,,,
2010-01-30,55.2,0.157,,,
2010-01-31,54.3,0.000,,,
2010-02-01,56.9,0.012,,,
2010-02-02,56.9,0.059,,,
2010-02-03,57.9,0.028,,,
2010-02-04,57.5,0.154,,,
2010-02-05,59.9,0.819,,,
2010-02-06,58.2,0.378,,,
2010-02-07,56.0,0.000,,,
2010-02-08,55.6,0.000,,,
2010-02-09,54.8,0.181,,,
2010-02-10,54.9,0.000,,,
2010-02-11,56.2,0.000,,,
2010-02-12,59.8,0.110,,,
2010-02-13,60.6,0.000,,,
2010-02-14,59.8,0.000,,,
2010-02-15,60.6,0.000,,,
2010-02-16,63.0,0.000,,,
2010-02-17,63.7,0.000,,,
2010-02-18,63.4,0.000,,,
2010-02-19,55.9,0.000,,,
2010-02-20,53.8,0.000,,,
2010-02-21,53.9,0.094,,,
2010-02-22,58.0,0.008,,,
2010-02-23,57.8,0.331,,,
2010-02-24,57.7,0.921,,,
2010-02-25,59.9,0.000,,,
2010-02-26,58.9,0.823,,,
2010-02-27,58.8,0.390,,,
2010-02-28,59.8,0.000,,,
2010-03-01,58.9,0.000,,,
2010-03-02,58.6,0.677,,,
2010-03-03,55.8,0.626,,,
2010-03-04,54.5,0.122,,,
2010-03-05,56.4,0.000,,,
2010-03-06,61.8,0.000,,,
2010-03-07,61.7,0.000,,,
2010-03-08,56.2,0.004,,,
2010-03-09,53.7,0.020,,,
2010-03-10,54.8,0.106,,,
2010-03-11,55.9,0.000,,,
2010-03-12,55.2,0.441,,,
2010-03-13,56.4,0.004,,,
2010-03-14,59.4,0.000,,,
2010-03-15,65.2,0.000,,,
2010-03-16,65.1,0.000,,,
2010-03-17,67.0,0.000,,,
2010-03-18,69.1,0.000,,,
2010-03-19,73.0,0.000,,,
2010-03-20,72.0,0.000,,,
2010-03-21,60.4,0.000,,,
2010-03-22,65.2,0.000,,,
2010-03-23,66.7,0.000,,,
2010-03-24,63.9,0.000,,,
2010-03-25,56.9,0.098,,,
2010-03-26,59.3,0.000,,,
2010-03-27,66.2,0.000,,,
2010-03-28,63.4,0.000,,,
2010-03-29,59.9,0.055,,,
2010-03-30,58.1,0.217,,,
2010-03-31,55.6,0.197,,,
2010-04-01,55.8,0.154,,,
2010-04-02,55.0,0.276,,,
2010-04-03,54.5,0.028,,,
2010-04-04,53.3,0.520,,,
2010-04-05,54.8,0.272,,,
2010-04-06,60.3,0.000,,,
2010-04-07,64.4,0.000,,,
2010-04-08,63.7,0.000,,,
2010-04-09,64.5,0.000,,,
2010-04-10,63.8,0.012,,,
2010-04-11,55.3,1.094,,,
2010-04-12,55.8,1.087,,,
2010-04-13,55.9,0.000,,,
2010-04-14,56.5,0.000,,,
2010-04-15,61.7,0.000,,,
2010-04-16,61.8,0.000,,,
2010-04-17,63.4,0.000,,,
2010-04-18,67.9,0.000,,,
2010-04-19,65.3,0.000,,,
2010-04-20,59.2,0.417,,,
2010-04-21,56.3,0.008,,,
2010-04-22,64.1,0.000,,,
2010-04-23,63.6,0.000,,,
2010-04-24,63.8,0.000,,,
2010-04-25,71.5,0.000,,,
2010-04-26,69.1,0.000,,,
2010-04-27,60.4,0.248,,,
2010-04-28,56.5,0.106,,,
2010-04-29,57.6,0.000,,,
2010-04-30,63.2,0.000,,,
2010-05-01,66.5,0.000,,,
2010-05-02,72.3,0.000,,,
2010-05-03,70.0,0.000,,,
2010-05-04,68.6,0.000,,,
2010-05-05,66.4,0.000,,,
2010-05-06,68.0,0.000,,,
2010-05-07,65.9,0.000,,,
2010-05-08,62.3,0.000,,,
2010-05-09,60.0,0.000,,,
2010-05-10,58.4,0.173,,,
2010-05-11,63.1,0.000,,,
2010-05-12,64.7,0.000,,,
2010-05-13,65.6,0.000,,,
2010-05-14,64.5,0.000,,,
2010-05-15,62.7,0.000,,,
2010-05-16,59.6,0.000,,,
2010-05-17,57.5,0.319,,,
2010-05-18,61.3,0.043,,,
2010-05-19,60.7,0.079,,,
2010-05-20,64.6,0.000,,,
2010-05-21,63.0,0.000,,,
2010-05-22,56.6,0.000,,,
2010-05-23,63.3,0.000,,,
2010-05-24,60.2,0.000,,,
2010-05-25,60.0,0.311,,,
2010-05-26,60.2,0.102,,,
2010-05-27,59.3,0.476,,,
2010-05-28,59.8,0.000,,,
2010-05-29,70.2,0.000,,,
2010-05-30,71.8,0.000,,,
2010-05-31,69.7,0.000,,,
2010-06-01,62.2,0.000,,,
2010-06-02,64.0,0.000,,,
2010-06-03,68.7,0.000,,,
2010-06-04,69.0,0.055,,,
2010-06-05,72.4,0.012,,,
2010-06-06,71.5,0.000,,,
2010-06-07,69.3,0.000,,,
2010-06-08,68.5,0.000,,,
2010-06-09,63.0,0.000,,,
2010-06-10,67.4,0.000,,,
2010-06-11,77.5,0.000,,,
2010-06-12,84.9,0.000,,,
2010-06-13,83.6,0.000,,,
2010-06-14,69.8,0.000,,,
2010-06-15,66.0,0.000,,,
2010-06-16,72.1,0.000,,,
2010-06-17,71.4,0.000,,,
2010-06-18,68.3,0.000,,,
2010-06-19,63.3,0.000,,,
2010-06-20,70.1,0.000,,,
2010-06-21,69.9,0.000,,,
2010-06-22,68.2,0.000,,,
2010-06-23,64.4,0.000,,,
2010-06-24,63.2,0.000,,,
2010-06-25,62.5,0.000,,,
2010-06-26,67.7,0.000,,,
2010-06-27,76.2,0.000,,,
2010-06-28,77.8,0.000,,,
2010-06-29,77.0,0.000,,,
2010-06-30,71.4,0.000,,,
2010-07-01,69.9,0.000,,,
2010-07-02,70.6,0.000,,,
2010-07-03,74.2,0.000,,,
2010-07-04,74.7,0.000,,,
2010-07-05,71.2,0.000,,,
2010-07-06,67.0,0.000,,,
2010-07-07,65.9,0.000,,,
2010-07-08,63.4,0.000,,,
2010-07-09,63.0,0.000,,,
2010-07-10,68.2,0.000,,,
2010-07-11,68.7,0.000,,,
2010-07-12,66.4,0.000,,,
2010-07-13,68.2,0.000,,,
2010-07-14,73.3,0.000,,,
2010-07-15,75.6,0.000,,,
2010-07-16,69.9,0.000,,,
2010-07-17,69.9,0.000,,,
2010-07-18,71.5,0.000,,,
2010-07-19,69.8,0.000,,,
2010-07-20,66.1,0.000,,,
2010-07-21,62.8,0.000,,,
2010-07-22,70.6,0.000,,,
2010-07-23,68.1,0.000,,,
2010-07-24,65.6,0.000,,,
2010-07-25,63.4,0.000,,,
2010-07-26,65.3,0.000,,,
2010-07-27,67.1,0.000,,,
2010-07-28,65.9,0.000,,,
2010-07-29,67.8,0.000,,,
2010-07-30,66.6,0.000,,,
2010-07-31,65.4,0.000,,,
2010-08-01,68.3,0.000,,,
2010-08-02,66.6,0.000,,,
2010-08-03,68.8,0.000,,,
2010-08-04,66.0,0.000,,,
2010-08-05,64.7,0.000,,,
2010-08-06,68.5,0.000,,,
2010-08-07,67.5,0.000,,,
2010-08-08,64.4,0.000,,,
2010-08-09,66.7,0.000,,,
2010-08-10,66.3,0.000,,,
2010-08-11,63.5,0.000,,,
2010-08-12,69.7,0.000,,,
2010-08-13,66.8,0.000,,,
2010-08-14,64.8,0.000,,,
2010-08-15,66.2,0.000,,,
2010-08-16,67.9,0.000,,,
2010-08-17,66.1,0.000,,,
2010-08-18,66.4,0.000,,,
2010-08-19,72.3,0.000,,,
2010-08-20,67.6,0.000,,,
2010-08-21,63.6,0.000,,,
2010-08-22,76.3,0.000,,,
2010-08-23,85.9,0.000,,,
2010-08-24,91.4,0.000,,,
2010-08-25,88.7,0.000,,,
2010-08-26,75.7,0.000,,,
2010-08-27,68.0,0.000,,,
2010-08-28,66.9,0.020,,,
2010-08-29,68.8,0.000,,,
2010-08-30,68.3,0.000,,,
2010-08-31,74.3,0.000,,,
2010-09-01,83.5,0.000,,,
2010-09-02,83.7,0.000,,,
2010-09-03,74.8,0.000,,,
2010-09-04,69.0,0.000,,,
2010-09-05,75.7,0.000,,,
2010-09-06,80.3,0.000,,,
2010-09-07,75.9,0.000,,,
2010-09-08,68.8,0.000,,,
2010-09-09,68.4,0.000,,,
2010-09-10,74.1,0.000,,,
2010-09-11,76.4,0.000,,,
2010-09-12,72.3,0.000,,,
2010-09-13,64.9,0.000,,,
2010-09-14,67.5,0.000,,,
2010-09-15,65.4,0.000,,,
2010-09-16,70.3,0.000,,,
2010-09-17,68.8,0.000,,,
2010-09-18,67.6,0.000,,,
2010-09-19,66.1,0.000,,,
2010-09-20,71.3,0.000,,,
2010-09-21,69.9,0.000,,,
2010-09-22,65.3,0.000,,,
2010-09-23,72.2,0.000,,,
2010-09-24,81.7,0.000,,,
2010-09-25,85.6,0.000,,,
2010-09-26,83.7,0.000,,,
2010-09-27,88.2,0.000,,,
2010-09-28,87.1,0.000,,,
2010-09-29,82.1,0.000,,,
2010-09-30,70.8,0.000,,,
2010-10-01,66.0,0.000,,,
2010-10-02,67.5,0.000,,,
2010-10-03,64.3,0.000,,,
2010-10-04,65.7,0.000,,,
2010-10-05,71.0,0.000,,,
2010-10-06,70.5,0.008,,,
2010-10-07,67.0,0.000,,,
2010-10-08,69.5,0.000,,,
2010-10-09,73.2,0.000,,,
2010-10-10,73.4,0.000,,,
2010-10-11,80.1,0.000,,,
2010-10-12,87.9,0.000,,,
2010-10-13,85.6,0.000,,,
2010-10-14,83.5,0.000,,,
2010-10-15,74.5,0.000,,,
2010-10-16,68.9,0.000,,,
2010-10-17,59.0,0.055,,,
2010-10-18,63.8,0.000,,,
2010-10-19,67.9,0.000,,,
2010-10-20,62.8,0.000,,,
2010-10-21,63.0,0.004,,,
2010-10-22,61.0,0.102,,,
2010-10-23,62.4,0.520,,,
2010-10-24,62.3,1.449,,,
2010-10-25,61.5,0.047,,,
2010-10-26,63.4,0.000,,,
2010-10-27,64.0,0.012,,,
2010-10-28,69.7,0.000,,,
2010-10-29,64.9,0.642,,,
2010-10-30,60.7,0.035,,,
2010-10-31,64.4,0.008,,,
2010-11-01,67.2,0.000,,,
2010-11-02,72.0,0.000,,,
2010-11-03,73.6,0.000,,,
2010-11-04,75.1,0.000,,,
2010-11-05,72.5,0.000,,,
2010-11-06,62.6,0.000,,,
2010-11-07,59.9,0.685,,,
2010-11-08,59.5,0.000,,,
2010-11-09,58.2,0.000,,,
2010-11-10,60.2,0.083,,,
2010-11-11,63.9,0.000,,,
2010-11-12,63.1,0.000,,,
2010-11-13,67.3,0.000,,,
2010-11-14,75.0,0.000,,,
2010-11-15,75.7,0.000,,,
2010-11-16,72.8,0.000,,,
2010-11-17,63.7,0.000,,,
2010-11-18,60.7,0.000,,,
2010-11-19,55.4,0.000,,,
2010-11-20,53.9,0.594,,,
2010-11-21,53.6,0.433,,,
2010-11-22,55.1,0.035,,,
2010-11-23,53.5,0.177,,,
2010-11-24,50.3,0.000,,,
2010-11-25,51.0,0.000,,,
2010-11-26,51.9,0.000,,,
2010-11-27,52.9,0.409,,,
2010-11-28,52.9,0.000,,,
2010-11-29,52.7,0.000,,,
2010-11-30,52.3,0.000,,,
2010-12-01,56.0,0.000,,,
2010-12-02,55.2,0.000,,,
2010-12-03,56.2,0.142,,,
2010-12-04,57.9,0.122,,,
2010-12-05,62.0,0.343,,,
2010-12-06,59.8,0.583,,,
2010-12-07,57.5,0.000,,,
2010-12-08,55.3,0.346,,,
2010-12-09,60.6,0.224,,,
2010-12-10,58.9,0.071,,,
2010-12-11,60.0,0.000,,,
2010-12-12,60.7,0.000,,,
2010-12-13,59.6,0.000,,,
2010-12-14,57.6,0.177,,,
2010-12-15,55.2,0.035,,,
2010-12-16,54.0,0.000,,,
2010-12-17,52.3,0.213,,,
2010-12-18,57.1,0.571,,,
2010-12-19,55.4,0.803,,,
2010-12-20,53.9,0.327,,,
2010-12-21,56.2,0.346,,,
2010-12-22,56.3,0.516,,,
2010-12-23,55.1,0.000,,,
2010-12-24,57.1,0.000,,,
2010-12-25,56.2,0.701,,,
2010-12-26,56.3,0.315,,,
2010-12-27,54.9,0.020,,,
2010-12-28,53.1,0.083,,,
2010-12-29,54.7,1.098,,,
2010-12-30,50.7,0.000,,,
2010-12-31,50.2,0.000,,,
2011-01-01,53.5,0.516,,,
2011-01-02,51.7,0.591,,,
2011-01-03,52.9,0.012,,,
2011-01-04,52.2,0.000,,,
2011-01-05,52.0,0.000,,,
2011-01-06,52.6,0.000,,,
2011-01-07,51.8,0.000,,,
2011-01-08,49.9,0.000,,,
2011-01-09,50.4,0.000,,,
2011-01-10,49.0,0.000,,,
2011-01-11,49.6,0.106,,,
2011-01-12,54.4,0.110,,,
2011-01-13,56.0,0.173,,,
2011-01-14,58.0,0.000,,,
2011-01-15,61.8,0.000,,,
2011-01-16,60.8,0.000,,,
2011-01-17,59.2,0.000,,,
2011-01-18,58.9,0.000,,,
2011-01-19,61.8,0.000,,,
2011-01-20,61.2,0.000,,,
2011-01-21,61.8,0.000,,,
2011-01-22,63.6,0.000,,,
2011-01-23,63.7,0.000,,,
2011-01-24,61.6,0.000,,,
2011-01-25,63.7,0.000,,,
2011-01-26,63.5,0.000,,,
2011-01-27,63.2,0.000,,,
2011-01-28,62.9,0.000,,,
2011-01-29,56.1,0.024,,,
2011-01-30,57.1,0.520,,,
2011-01-31,57.2,0.000,,,
2011-02-01,61.9,0.000,,,
2011-02-02,61.5,0.000,,,
2011-02-03,58.7,0.000,,,
2011-02-04,60.0,0.000,,,
2011-02-05,69.5,0.000,,,
2011-02-06,72.1,0.000,,,
2011-02-07,70.9,0.000,,,
2011-02-08,62.1,0.000,,,
2011-02-09,59.5,0.000,,,
2011-02-10,60.1,0.000,,,
2011-02-11,63.3,0.000,,,
2011-02-12,64.2,0.000,,,
2011-02-13,62.6,0.000,,,
2011-02-14,56.2,0.339,,,
2011-02-15,58.4,0.118,,,
2011-02-16,56.3,0.831,,,
2011-02-17,49.8,0.898,,,
2011-02-18,49.2,0.209,,,
2011-02-19,46.3,0.469,,,
2011-02-20,51.8,0.118,,,
2011-02-21,52.3,0.000,,,
2011-02-22,54.0,0.000,,,
2011-02-23,53.1,0.000,,,
2011-02-24,51.9,0.051,,,
2011-02-25,49.7,0.669,,,
2011-02-26,47.5,0.012,,,
2011-02-27,51.9,0.000,,,
2011-02-28,53.9,0.000,,,
2011-03-01,56.0,0.000,,,
2011-03-02,56.4,0.724,,,
2011-03-03,59.2,0.031,,,
2011-03-04,59.8,0.000,,,
2011-03-05,61.0,0.000,,,
2011-03-06,57.5,0.472,,,
2011-03-07,57.1,0.138,,,
2011-03-08,56.2,0.004,,,
2011-03-09,60.1,0.000,,,
2011-03-10,60.1,0.098,,,
2011-03-11,56.8,0.000,,,
2011-03-12,57.2,0.000,,,
2011-03-13,59.2,0.126,,,
2011-03-14,61.6,0.272,,,
2011-03-15,59.3,0.307,,,
2011-03-16,58.2,0.693,,,
2011-03-17,56.5,0.012,,,
2011-03-18,55.7,0.626,,,
2011-03-19,51.7,0.720,,,
2011-03-20,54.1,1.217,,,
2011-03-21,54.5,0.008,,,
2011-03-22,55.9,0.031,,,
2011-03-23,55.8,0.906,,,
2011-03-24,52.7,0.882,,,
2011-03-25,55.3,0.398,,,
2011-03-26,55.3,0.606,,,
2011-03-27,55.2,0.008,,,
2011-03-28,59.0,0.051,,,
2011-03-29,61.9,0.000,,,
2011-03-30,74.3,0.000,,,
2011-03-31,73.8,0.000,,,
2011-04-01,73.0,0.000,,,
2011-04-02,70.5,0.000,,,
2011-04-03,63.3,0.000,,,
2011-04-04,70.0,0.000,,,
2011-04-05,68.4,0.000,,,
2011-04-06,58.9,0.000,,,
2011-04-07,56.0,0.012,,,
2011-04-08,54.7,0.028,,,
2011-04-09,57.5,0.000,,,
2011-04-10,56.0,0.000,,,
2011-04-11,57.6,0.000,,,
2011-04-12,56.9,0.000,,,
2011-04-13,55.6,0.012,,,
2011-04-14,57.5,0.000,,,
2011-04-15,61.3,0.000,,,
2011-04-16,64.8,0.000,,,
2011-04-17,61.1,0.000,,,
2011-04-18,59.2,0.004,,,
2011-04-19,60.6,0.000,,,
2011-04-20,61.1,0.016,,,
2011-04-21,59.8,0.087,,,
2011-04-22,58.2,0.000,,,
2011-04-23,57.8,0.004,,,
2011-04-24,59.7,0.047,,,
2011-04-25,59.9,0.114,,,
2011-04-26,61.6,0.000,,,
2011-04-27,61.9,0.000,,,
2011-04-28,60.1,0.000,,,
2011-04-29,63.9,0.000,,,
2011-04-30,69.5,0.000,,,
2011-05-01,71.5,0.000,,,
2011-05-02,68.8,0.000,,,
2011-05-03,70.7,0.000,,,
2011-05-04,80.1,0.000,,,
2011-05-05,78.6,0.000,,,
2011-05-06,72.8,0.000,,,
2011-05-07,61.1,0.000,,,
2011-05-08,59.2,0.000,,,
2011-05-09,63.2,0.000,,,
2011-05-10,65.1,0.000,,,
2011-05-11,61.0,0.000,,,
2011-05-12,66.4,0.000,,,
2011-05-13,63.9,0.000,,,
2011-05-14,58.9,0.000,,,
2011-05-15,57.0,0.559,,,
2011-05-16,58.2,0.067,,,
2011-05-17,57.0,0.394,,,
2011-05-18,61.1,0.189,,,
2011-05-19,65.6,0.000,,,
2011-05-20,62.9,0.000,,,
2011-05-21,62.4,0.000,,,
2011-05-22,61.9,0.000,,,
2011-05-23,63.2,0.000,,,
2011-05-24,61.1,0.000,,,
2011-05-25,58.3,0.138,,,
2011-05-26,61.2,0.000,,,
2011-05-27,59.9,0.000,,,
2011-05-28,59.8,0.063,,,
2011-05-29,64.9,0.071,,,
2011-05-30,63.4,0.000,,,
2011-05-31,58.0,0.055,,,
2011-06-01,59.5,0.055,,,
2011-06-02,60.5,0.000,,,
2011-06-03,59.8,0.000,,,
2011-06-04,62.6,1.173,,,
2011-06-05,64.1,0.012,,,
2011-06-06,61.0,0.000,,,
2011-06-07,63.7,0.000,,,
2011-06-08,61.7,0.000,,,
2011-06-09,63.4,0.000,,,
2011-06-10,64.3,0.000,,,
2011-06-11,62.7,0.000,,,
2011-06-12,64.3,0.000,,,
2011-06-13,68.2,0.000,,,
2011-06-14,73.1,0.000,,,
2011-06-15,76.6,0.000,,,
2011-06-16,74.5,0.000,,,
2011-06-17,69.8,0.000,,,
2011-06-18,66.8,0.000,,,
2011-06-19,77.8,0.000,,,
2011-06-20,82.7,0.000,,,
2011-06-21,81.1,0.000,,,
2011-06-22,73.7,0.000,,,
2011-06-23,69.1,0.000,,,
2011-06-24,68.7,0.000,,,
2011-06-25,67.6,0.000,,,
2011-06-26,69.2,0.000,,,
2011-06-27,67.7,0.000,,,
2011-06-28,61.3,0.583,,,
2011-06-29,61.7,0.028,,,
2011-06-30,67.9,0.000,,,
2011-07-01,74.0,0.000,,,
2011-07-02,74.7,0.000,,,
2011-07-03,81.4,0.000,,,
2011-07-04,78.9,0.000,,,
2011-07-05,77.2,0.000,,,
2011-07-06,74.8,0.000,,,
2011-07-07,71.3,0.000,,,
2011-07-08,71.7,0.000,,,
2011-07-09,68.8,0.000,,,
2011-07-10,69.3,0.000,,,
2011-07-11,69.1,0.000,,,
2011-07-12,63.2,0.000,,,
2011-07-13,63.2,0.000,,,
2011-07-14,62.6,0.000,,,
2011-07-15,62.9,0.000,,,
